SP_ID;AGEFLOW_MAX;AGEFLOW_MIN;APOM;CATTLE;CHANGE_TENDENCY_INDK;CLONAab;CLONAbel;CLONRATE;CNRATIO;C_Plant;DEER;DIASPTYPE;DICH;DISP;DISP_INDK;DISP_VITTOZ;DNA;ECOLOGICAL_GRP_INDK;ELLAER_INDK;ELLAER_INDK_VAR;ELLCONT;ELLCONT_INDK;ELLHUMUS_INDK;ELLHUMUS_INDK_VAR;ELLLITE;ELLMOIST;ELLMOIST_INDK;ELLMOIST_INDK_VAR;ELLMOISTVAR_INDK;ELLNIT;ELLNIT_INDK_VAR;ELLPH;ELLREAC_INDK;ELLREAC_INDK_VAR;ELLSALT;ELLSALT_INDK;ELLTEMP;ELLTEMP_INDK;ENDEM;FECUNDITY;FLONSET_END_INDK;FRUIT;GERMRATE;GERMREQ;GRAZ;GROWTHF;IMMIG_INVASIV_INDK;INFLO_DETAIL;INFLO_SIMPLE;L_ANAT;L_ANGLE;L_AREA;LATSPR;LCCp;LD13C;LD15N;LDMC;L_DRYM;Leaf_T_Strength;L_FORM;L_FRESHM;LIFESPAN;LKC;L_LONG;LNC;LPC;LPERST_INDK;L_THICK;MAX_AGE;MEDIC_POISON_FX_INDK;MOW;MOW_TOLERANCE_INDK;MYCORR;NATURAL;NBCHROM;N_Plant;NUTR;Palatability;PL_H_flora_MIN;PLOIDY;PL_REPR_H;PL_VEG_H;PL_VEG_H_max;POLL_2ND_INDK;POLL_MAIN_INDK;REPROD_INDK;REPSTRAT;ROOT_DEPTH_INDK;ROOTMET;ROSET;SEEDH;SEEDL;SEED_LONGEVITY_INDK;SEEDM;SEEDPROD;SEEDW;SLA;TAPROOT;WOODY
15081;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;meteorochory;NA;NA;NA;1;large_variation_(II);NA;3;2;small_variation_(I);NA;NA;1.5;small_variation_(I);3;NA;small_variation_(I);NA;4;large_variation_(II);NA;NA;NA;4.5;NA;NA;June;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;green_only_from_autumn_to_springtime;NA;NA;edible;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15096;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;NA;NA;Wind_dispersal;meteorochory;NA;NA;NA;2;small_variation_(I);NA;3;2;small_variation_(I);NA;NA;2;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;5;North_Western_Mediterranean;NA;May;Capsule;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;green_only_from_autumn_to_springtime;NA;NA;edible;NA;1;NA;Indigenous;NA;NA;Chlorophyllian;NA;15;NA;NA;25;35;NA;NA;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Herbaceous
15098;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;meteorochory;NA;NA;unfertilized_dry_meadows;2;large_variation_(II);NA;2;2;small_variation_(I);NA;NA;1.5;small_variation_(I);2;NA;small_variation_(I);NA;5;small_variation_(I);NA;NA;NA;4.5;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;meteorochory;NA;NA;NA;2;small_variation_(I);NA;3;2;small_variation_(I);NA;NA;2;small_variation_(I);2;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;5;NA;NA;April;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;green_only_from_autumn_to_springtime;NA;NA;edible;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;hermaphroditic_and_normal_sexual;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15156;NA;NA;NA;little_forage_value;>;NA;Stem-derived_corms/tubers;1;NA;NA;NA;one-seeded_generative_dispersule;NA;Wind_dispersal;meteorochory;5;NA;forest_plants;2;small_variation_(I);3;4;2;small_variation_(I);6;4.5;3;small_variation_(I);2;4;small_variation_(I);7.5;4;small_variation_(I);0;NA;NA;3.5;NA;NA;July;Capsule;NA;Orchid;sensitive_to_moderately_tolerant;NA;idiochorophytes_or_indigenes;simple_spike;spike;hygromorphic_mesomorphic;NA;24.81;NA;NA;NA;NA;121;0.150934148;NA;long-leaf;NA;pluriennial;NA;spring_green;NA;NA;pre-summergreen;NA;NA;edible;sensitive_to_moderately_tolerant;2;Orchid_OR;Indigenous;21;NA;Chlorophyllian;NA;20;diploid;32.5;30;45;NA;NA;hermaphroditic_and_normal_sexual;Polycarpic;1;Root_tuber;Hemirosette_plant_Rosette_plant;NA;0.5;NA;NA;NA;NA;18.35;no;Herbaceous
15161;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;meteorochory;NA;NA;NA;2;small_variation_(I);NA;3;2;small_variation_(I);NA;NA;2;small_variation_(I);1;NA;small_variation_(I);NA;4;large_variation_(II);NA;NA;NA;4.5;NA;NA;June;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;pre-summergreen;NA;NA;edible;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;hermaphroditic_and_normal_sexual;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15173;NA;NA;NA;NA;>;NA;Stem-derived_corms/tubers;1;NA;NA;NA;NA;NA;Wind_dispersal;meteorochory;5;NA;forest_plants;2;small_variation_(I);4;4;2;small_variation_(I);5;5;3;small_variation_(I);2;4;small_variation_(I);8;4;small_variation_(I);NA;NA;5;4.5;NA;NA;June;Capsule;NA;NA;NA;NA;idiochorophytes_or_indigenes;simple_spike;spike;hygromorphic_mesomorphic;NA;24.945;NA;NA;NA;NA;0.092947508;0.104565;NA;simple;1.16345;pluriennial;NA;spring_green;NA;NA;pre-summergreen;NA;NA;edible;NA;1;NA;Indigenous;20.5;NA;Chlorophyllian;NA;20;diploid;18;12;45;NA;NA;hermaphroditic_and_normal_sexual;NA;1;Root_tuber;Hemirosette_plant_Rosette_plant;NA;0.5;NA;NA;NA;NA;25.16545735;no;Herbaceous
15176;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;meteorochory;NA;NA;unfertilized_dry_meadows;2;small_variation_(I);NA;2;2;small_variation_(I);NA;NA;2;small_variation_(I);2;NA;small_variation_(I);NA;4;small_variation_(I);NA;salt_tolerant;NA;5;NA;NA;May;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;pre-summergreen;NA;NA;edible;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;hermaphroditic_and_normal_sexual;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15184;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;NA;NA;Wind_dispersal;meteorochory;5;NA;unfertilized_dry_meadows;2;small_variation_(I);NA;4;2;small_variation_(I);7;NA;2;small_variation_(I);2;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;5;NA;NA;May;Capsule;NA;NA;NA;NA;idiochorophytes_or_indigenes;simple_spike;spike;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;pre-summergreen;NA;NA;edible;NA;1;NA;Indigenous;NA;NA;Chlorophyllian;NA;15;NA;NA;20;25;NA;NA;hermaphroditic_and_normal_sexual;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Herbaceous
15185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;meteorochory;NA;NA;NA;2;small_variation_(I);NA;3;2;small_variation_(I);NA;NA;2;small_variation_(I);1;NA;small_variation_(I);NA;5;small_variation_(I);NA;NA;NA;5;NA;NA;May;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;edible;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;hermaphroditic_and_normal_sexual;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15187;NA;10;NA;no_or_little_forage_value;>;NA;Stem-derived_corms/tubers;3.5;NA;NA;NA;one-seeded_generative_dispersule;NA;Wind_dispersal;meteorochory;5;NA;forest_plants;2;small_variation_(I);4;2;3;large_variation_(II);5;4;3;small_variation_(I);3;3;small_variation_(I);8;4;small_variation_(I);0;NA;7;4.5;NA;NA;June;Capsule;NA;NA;intolerant_to_sensitive;NA;idiochorophytes_or_indigenes;simple_spike;spike;hygromorphic_mesomorphic;NA;84.96;NA;NA;NA;NA;66.11;0.293795;NA;long-leaf;NA;pluriennial;NA;spring_green;NA;NA;pre-summergreen;NA;NA;edible;sensitive;1;NA;Indigenous;21;NA;Chlorophyllian;NA;25;diploid;55.75;33;50;NA;entomogamous;hermaphroditic_and_normal_sexual;NA;1;Root_tuber;Hemirosette_plant_Rosette_plant;NA;0.5;NA;NA;NA;NA;29.16;no;Herbaceous
15195;NA;NA;NA;NA;>;NA;Stem-derived_corms/tubers;1;NA;NA;NA;NA;NA;Wind_dispersal;meteorochory;5;NA;unfertilized_dry_meadows;1;small_variation_(I);2;2;2;small_variation_(I);8;3;2;small_variation_(I);2;2;small_variation_(I);8;4;small_variation_(I);0;NA;8;4.5;NA;NA;May;Capsule;NA;NA;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_after_1500_AD;simple_spike;spike;hygromorphic_mesomorphic;NA;33.14;NA;NA;NA;NA;100.83;0.13069;NA;long-leaf;NA;pluriennial;NA;spring_green;NA;NA;pre-summergreen;NA;NA;edible;NA;1;NA;Indigenous;21;NA;Chlorophyllian;NA;20;diploid;35;25;30;NA;entomogamous;hermaphroditic_and_normal_sexual;NA;1;Root_tuber;Hemirosette_plant_Rosette_plant;NA;0.5;NA;NA;NA;NA;24.96;no;Herbaceous
15211;NA;9;NA;no_or_little_forage_value;>;NA;Stem-derived_corms/tubers;1;NA;NA;NA;NA;NA;Wind_dispersal;meteorochory;3;NA;wetland_plants;1;small_variation_(I);3;2;3;small_variation_(I);5;6;3.5;small_variation_(I);3;4;small_variation_(I);7;3;small_variation_(I);0;NA;NA;3.5;NA;NA;July;Capsule;NA;Orchid;sensitive_to_moderately_tolerant;NA;idiochorophytes_or_indigenes;simple_spike;spike;helomorphic_hygromorphic;NA;16.12;NA;NA;NA;NA;142;0.078203708;NA;simple;NA;pluriennial;NA;summer_green;NA;NA;decidous;NA;NA;edible;sensitive;2;Orchid_OR;Indigenous;21;NA;Chlorophyllian;NA;30;diploid;34;30;55;NA;entomogamous;hermaphroditic_and_normal_sexual;Polycarpic;NA;Root_tuber;Erosulate_plant_Hemirosette_plant;NA;NA;NA;0.003;NA;NA;20.6;no;Herbaceous
15214;5;1;NA;NA;>;NA;NA;NA;NA;NA;NA;NA;NA;Wind_dispersal;meteorochory;5;NA;mountain_plants;1;small_variation_(I);2;2;3;small_variation_(I);8;5;3;small_variation_(I);2;2;small_variation_(I);4;1;small_variation_(I);0;NA;4;2;NA;NA;August;Capsule;NA;NA;NA;NA;idiochorophytes_or_indigenes;simple_spike;spike;NA;NA;6.48;NA;NA;NA;NA;128.96;0.03044;NA;long-leaf;NA;pluriennial;NA;summer_green;NA;NA;decidous;NA;NA;NA;NA;2;NA;Indigenous;21;NA;Chlorophyllian;NA;15;diploid;20;18;30;NA;NA;hermaphroditic_and_normal_sexual;NA;NA;Secondary_storage_root;Hemirosette_plant;NA;0.53;NA;NA;NA;NA;21.77;NA;Herbaceous
15222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;meteorochory;NA;NA;NA;1;large_variation_(II);NA;3;2;small_variation_(I);NA;NA;2;large_variation_(II);3;NA;small_variation_(I);NA;2;small_variation_(I);NA;NA;NA;5;NA;NA;June;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15228;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;NA;NA;Wind_dispersal;meteorochory;5;NA;NA;1;small_variation_(I);NA;2;2;small_variation_(I);7;NA;2.5;small_variation_(I);3;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;5;NA;NA;June;Capsule;NA;NA;NA;NA;idiochorophytes_or_indigenes;simple_spike;spike;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;NA;NA;2;NA;Indigenous;NA;NA;Chlorophyllian;NA;15;NA;NA;20;25;NA;entomogamous;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Herbaceous
15239;NA;NA;NA;NA;>;NA;Roots_with_generative_buds;1;NA;NA;NA;NA;NA;Wind_dispersal;meteorochory;5;NA;unfertilized_dry_meadows;1;small_variation_(I);NA;3;2;small_variation_(I);8;NA;2.5;small_variation_(I);3;NA;large_variation_(II);NA;3;small_variation_(I);NA;NA;NA;5;NA;NA;June;Capsule;NA;NA;NA;NA;idiochorophytes_or_indigenes;simple_spike;spike;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;NA;NA;2;NA;Indigenous;NA;NA;Chlorophyllian;NA;20;NA;NA;30;40;NA;entomogamous;hermaphroditic_and_normal_sexual;NA;NA;NA;Erosulate_plant;NA;NA;NA;NA;NA;NA;NA;no;Herbaceous
15243;NA;NA;NA;little_forage_value;>;Rooting_stems;Stem-derived_corms/tubers;3.5;NA;NA;NA;one-seeded_generative_dispersule;NA;Wind_dispersal;meteorochory;5;NA;wetland_plants;1;small_variation_(I);4;2;3;small_variation_(I);8;8.5;4;small_variation_(I);3;2;small_variation_(I);8.5;4;small_variation_(I);0;NA;6;3.5;NA;NA;August;Capsule;NA;NA;sensitive;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_after_1500_AD;simple_spike;spike;mesomorphic;NA;NA;NA;NA;NA;NA;NA;NA;NA;long-leaf;NA;pluriennial;NA;summer_green;NA;NA;decidous;NA;NA;NA;sensitive;2;NA;Indigenous;15;NA;Chlorophyllian;NA;15;diploid;22.5;16.5;25;NA;entomogamous;hermaphroditic_and_normal_sexual;NA;1;Root_shoot_Root_tuber;Hemirosette_plant_Rosette_plant;NA;0.45;NA;NA;NA;NA;NA;no;Herbaceous
15245;NA;NA;NA;little_forage_value;>;Rooting_stems;Stem-derived_corms/tubers;6;NA;NA;NA;one-seeded_generative_dispersule;NA;Wind_dispersal;meteorochory;5;NA;unfertilized_dry_meadows;1;small_variation_(I);2;3;3;small_variation_(I);8;4;3.5;large_variation_(II);2;2.5;small_variation_(I);5.5;3;small_variation_(I);0;NA;6;3.5;NA;NA;October;Capsule;NA;NA;sensitive;NA;idiochorophytes_or_indigenes;simple_spike;spike;mesomorphic_scleromorphic;NA;NA;NA;NA;NA;NA;NA;NA;NA;scale-like;NA;pluriennial;NA;spring_green;NA;NA;green_only_from_autumn_to_springtime;NA;NA;NA;sensitive;2;NA;Indigenous;15;NA;Chlorophyllian;NA;12;diploid;16;9.5;20;NA;entomogamous;hermaphroditic_and_normal_sexual;NA;1;Root_shoot_Root_tuber;Hemirosette_plant_Rosette_plant;NA;0.3;NA;NA;NA;NA;NA;no;Herbaceous
15246;NA;NA;NA;NA;=;NA;Stem-derived_corms/tubers;1;NA;NA;NA;NA;NA;Wind_dispersal;meteorochory;5;NA;mountain_plants;1;small_variation_(I);4;3;3;small_variation_(I);7.5;5;3.5;small_variation_(I);2;3;small_variation_(I);8;4;small_variation_(I);NA;NA;3;2;NA;NA;July;Capsule;NA;NA;NA;NA;idiochorophytes_or_indigenes;simple_spike;spike;mesomorphic;NA;NA;NA;NA;NA;NA;NA;NA;NA;long-leaf;NA;pluriennial;NA;summer_green;NA;NA;decidous;NA;NA;NA;NA;2;NA;Indigenous;21;NA;Chlorophyllian;NA;25;diploid;45;36.5;50;NA;entomogamous;hermaphroditic_and_normal_sexual;NA;NA;Root_tuber;Hemirosette_plant_Rosette_plant;NA;0.461;NA;NA;NA;NA;NA;no;Herbaceous
15250;5;3;NA;NA;=;Rooting_stems;Stem-derived_rhizomes;6;NA;NA;NA;NA;NA;Wind_dispersal;meteorochory;3;NA;pioneer_plants_of_low_elevation;2;large_variation_(II);4;4;1;small_variation_(I);8.5;3;1.5;small_variation_(I);2;2;small_variation_(I);8;5;small_variation_(I);NA;NA;6;3;NA;22500;September;Caryopsis;NA;NA;NA;NA;idiochorophytes_or_indigenes;panicle_of_spikelets;panicle;mesomorphic_scleromorphic;NA;NA;NA;NA;NA;NA;NA;NA;NA;grass-like;NA;pluriennial;NA;summer_green;NA;NA;decidous;NA;NA;NA;NA;2;NA;Indigenous;6;NA;Chlorophyllian;3;50;tetraploid;NA;70;90;NA;anemogamous;polysexual;NA;3;NA;Hemirosette_plant;NA;NA;NA;0.29;NA;NA;NA;no;Herbaceous
15252;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;germinule_multi-seeded_generative_dispersule;NA;Exozoochory;epichory;6;4.7;weeds_and_ruderal_plants;2;small_variation_(I);NA;4;2;large_variation_(II);8;NA;1;small_variation_(I);1;NA;small_variation_(I);NA;3;small_variation_(I);NA;NA;NA;5;NA;NA;July;Caryopsis;NA;NA;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_after_1500_AD;spike_of_spikelets;spike;NA;NA;9.105;NA;NA;NA;NA;0.263333319;0.03184;NA;NA;0.12715;NA;NA;NA;NA;NA;decidous;NA;NA;NA;NA;NA;NA;Indigenous;14;NA;Chlorophyllian;NA;30;tetraploid;69;39.75;50;NA;anemogamous_autogamous;hermaphroditic_and_normal_sexual_self-pollinating;NA;NA;NA;NA;NA;NA;NA;25.365;NA;NA;26.75986005;NA;Herbaceous
15258;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;multi-seeded_generative_dispersule;NA;Exozoochory;epichory;6;10.64;NA;1;small_variation_(I);NA;3;2;large_variation_(II);9;NA;1;small_variation_(I);2;NA;small_variation_(I);NA;3;small_variation_(I);NA;NA;NA;5;NA;NA;July;Caryopsis;NA;NA;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_after_1500_AD;spike_of_spikelets;spike;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;NA;NA;NA;NA;Indigenous;14;NA;Chlorophyllian;NA;20;tetraploid;NA;27;35;NA;anemogamous_autogamous;hermaphroditic_and_normal_sexual_self-pollinating;Monocarpic;NA;NA;NA;NA;NA;NA;15.91;NA;NA;NA;NA;Herbaceous
15259;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;Exozoochory;epichory;6;9.2;weeds_and_ruderal_plants;2;small_variation_(I);NA;3;2;large_variation_(II);9;NA;1;small_variation_(I);1;NA;small_variation_(I);NA;3;small_variation_(I);NA;NA;NA;5;NA;NA;June;Caryopsis;NA;NA;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_after_1500_AD;spike_of_spikelets;spike;NA;NA;2.075;NA;NA;NA;NA;0.194613986;0.0071;NA;NA;0.0361;NA;NA;NA;NA;NA;decidous;NA;NA;NA;NA;NA;NA;Indigenous;14;NA;Chlorophyllian;NA;15;tetraploid;18.5;12.25;25;NA;anemogamous_autogamous;hermaphroditic_and_normal_sexual_self-pollinating;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31.03879842;NA;Herbaceous
15263;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;multi-seeded_generative_dispersule;NA;Exozoochory;epichory;6;9.5;weeds_and_ruderal_plants;2;small_variation_(I);NA;4;2;large_variation_(II);9;NA;1;small_variation_(I);1;NA;small_variation_(I);NA;3;small_variation_(I);NA;salt_tolerant;NA;5;NA;NA;June;Caryopsis;NA;NA;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_after_1500_AD;spike_of_spikelets;spike;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;NA;NA;NA;NA;Indigenous;14;NA;Chlorophyllian;NA;20;tetraploid;NA;27;35;NA;anemogamous_autogamous;hermaphroditic_and_normal_sexual_self-pollinating;NA;NA;NA;NA;NA;NA;NA;10.72;NA;NA;NA;NA;Herbaceous
15264;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;epichory;NA;NA;NA;2;small_variation_(I);NA;3;2;large_variation_(II);NA;NA;1;small_variation_(I);1;NA;small_variation_(I);NA;3;small_variation_(I);NA;NA;NA;5;NA;NA;June;NA;NA;NA;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_after_1500_AD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;autogamous;anemogamous;hermaphroditic_and_normal_sexual_self-pollinating;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15275;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;Unassisted_dispersal;dysochory;6;NA;NA;2;small_variation_(I);NA;5;2;small_variation_(I);9;NA;1;small_variation_(I);1;NA;small_variation_(I);NA;5;small_variation_(I);NA;NA;NA;4;NA;NA;July;Caryopsis;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;partly_wintergreen;NA;NA;NA;NA;3;NA;Indigenous;NA;NA;Chlorophyllian;NA;20;NA;NA;30;40;NA;anemogamous;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Herbaceous
15299;5;3;NA;NA;=;NA;NA;NA;NA;NA;NA;one-seeded_generative_dispersule;NA;Unassisted_dispersal;meteorochory;5;NA;mountain_plants;2;large_variation_(II);NA;2;2;large_variation_(II);7;NA;3.5;large_variation_(II);3;NA;large_variation_(II);NA;2;large_variation_(II);NA;NA;NA;1.5;NA;7000;August;Caryopsis;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible;NA;3;NA;Indigenous;NA;NA;Chlorophyllian;3;20;NA;50;37.5;70;NA;anemogamous;hermaphroditic_and_normal_sexual;NA;1;NA;NA;NA;1.8;NA;0.07;NA;NA;NA;NA;Herbaceous
15307;5;1.5;NA;NA;=;Rooting_stems;Stem-derived_rhizomes;6;NA;NA;NA;NA;NA;Wind_dispersal;meteorochory;5;NA;mountain_plants;3;large_variation_(II);3;4;2;small_variation_(I);8;5;2;large_variation_(II);2;4;small_variation_(I);6;4;small_variation_(I);NA;NA;2;1.5;NA;7500;September;Caryopsis;NA;NA;NA;NA;idiochorophytes_or_indigenes;panicle_of_spikelets;panicle;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible;NA;NA;NA;Indigenous;NA;NA;Chlorophyllian;3;15;NA;15;12.5;25;NA;anemogamous;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;2;NA;0.1;NA;NA;NA;no;Herbaceous
15312;NA;NA;NA;NA;>;Rooting_stems_Stolons;NA;6;NA;NA;NA;generative_dispersule_germinule_one-seeded_generative_dispersule;NA;Wind_dispersal;endochory_meteorochory;6;3.4;wetland_plants;1;large_variation_(II);5;2;3;large_variation_(II);7;8;4;small_variation_(I);3;2.5;small_variation_(I);3;2;small_variation_(I);0;salt_tolerant;5;3.5;NA;NA;August;Caryopsis;NA;Dry_storage;NA;NA;idiochorophytes_or_indigenes;panicle_of_spikelets;panicle;NA;NA;0.665;NA;NA;NA;NA;282.575;0.001950036;NA;NA;NA;pluriennial;NA;NA;NA;NA;partly_wintergreen;NA;NA;edible;NA;3;Arbuscular_AM;Indigenous;NA;NA;Chlorophyllian;3;15;NA;37.5;30;52.5;NA;anemogamous;hermaphroditic_and_normal_sexual;Polycarpic;1;NA;Hemirosette_plant;0.2;1.13;4;0.0596;NA;0.25;28.185;no;Herbaceous
15317;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15318;NA;NA;NA;NA;<;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;1;large_variation_(II);NA;3;2;small_variation_(I);NA;NA;1.5;large_variation_(II);2;NA;large_variation_(II);NA;2;large_variation_(II);NA;NA;NA;4;NA;NA;July;NA;NA;NA;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_after_1500_AD;NA;NA;NA;NA;NA;NA;NA;-29.06;-1.64;258.6331555;NA;NA;NA;NA;NA;NA;NA;NA;NA;wintergreen;NA;NA;edible;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;49;23.5;NA;NA;anemogamous;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33.43780335;NA;NA
