SP_ID;AGEFLOW_MAX;AGEFLOW_MIN;APOM;CATTLE;CHANGE_TENDENCY_INDK;CLONAab;CLONAbel;CLONRATE;CNRATIO;C_Plant;DEER;DIASPTYPE;DICH;DISP;DISP_INDK;DISP_VITTOZ;DNA;ECOLOGICAL_GRP_INDK;ELLAER_INDK;ELLAER_INDK_VAR;ELLCONT;ELLCONT_INDK;ELLHUMUS_INDK;ELLHUMUS_INDK_VAR;ELLLITE;ELLMOIST;ELLMOIST_INDK;ELLMOIST_INDK_VAR;ELLMOISTVAR_INDK;ELLNIT;ELLNIT_INDK_VAR;ELLPH;ELLREAC_INDK;ELLREAC_INDK_VAR;ELLSALT;ELLSALT_INDK;ELLTEMP;ELLTEMP_INDK;ENDEM;FECUNDITY;FLONSET_END_INDK;FRUIT;GERMRATE;GERMREQ;GRAZ;GROWTHF;IMMIG_INVASIV_INDK;INFLO_DETAIL;INFLO_SIMPLE;L_ANAT;L_ANGLE;L_AREA;LATSPR;LCCp;LD13C;LD15N;LDMC;L_DRYM;Leaf_T_Strength;L_FORM;L_FRESHM;LIFESPAN;LKC;L_LONG;LNC;LPC;LPERST_INDK;L_THICK;MAX_AGE;MEDIC_POISON_FX_INDK;MOW;MOW_TOLERANCE_INDK;MYCORR;NATURAL;NBCHROM;N_Plant;NUTR;Palatability;PL_H_flora_MIN;PLOIDY;PL_REPR_H;PL_VEG_H;PL_VEG_H_max;POLL_2ND_INDK;POLL_MAIN_INDK;REPROD_INDK;REPSTRAT;ROOT_DEPTH_INDK;ROOTMET;ROSET;SEEDH;SEEDL;SEED_LONGEVITY_INDK;SEEDM;SEEDPROD;SEEDW;SLA;TAPROOT;WOODY
5582;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;Unassisted_dispersal;boleochory_endochory;1;NA;forest_plants;1;small_variation_(I);NA;2;2;large_variation_(II);4;NA;3.5;small_variation_(I);3;NA;small_variation_(I);NA;3;large_variation_(II);NA;NA;NA;3.5;NA;25000;September;Capsule;NA;NA;NA;NA;idiochorophytes_or_indigenes;biparous_cyme;cyme;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;wintergreen;NA;NA;edible;NA;NA;NA;Indigenous;NA;NA;Chlorophyllian;3;8;NA;NA;15;20;NA;NA;hermaphroditic_and_normal_sexual_polysexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Herbaceous
5583;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;boleochory_endochory;NA;NA;forest_plants;1;small_variation_(I);NA;2;2;large_variation_(II);NA;NA;3.5;small_variation_(I);3;NA;small_variation_(I);NA;3;large_variation_(II);NA;NA;NA;2.5;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;biparous_cyme;cyme;NA;NA;23.06;NA;NA;NA;NA;122.11;0.05303;NA;NA;NA;NA;NA;NA;NA;NA;wintergreen;NA;NA;edible;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;hermaphroditic_and_normal_sexual_polysexual;NA;1.5;NA;NA;NA;NA;NA;NA;NA;NA;42.67;NA;NA
5584;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;one-seeded_generative_dispersule;NA;Unassisted_dispersal;boleochory_endochory;7;NA;weeds_and_ruderal_plants;2;small_variation_(I);NA;3;2;small_variation_(I);7;4;2;small_variation_(I);1;4;small_variation_(I);4;3;small_variation_(I);0;salt_tolerant;NA;4;NA;NA;June;Capsule;NA;Dry_storage;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_before_1500_AD;biparous_cyme;cyme;helomorphic;NA;0.315;NA;NA;NA;NA;119;0.000662776;NA;full;NA;annual;NA;overwintering_green;NA;NA;wintergreen;NA;NA;edible;NA;4;NA;Indigenous;11;NA;Chlorophyllian;NA;5;diploid;17.5;10;20;NA;NA;cleistogamous_hermaphroditic_and_normal_sexual;Monocarpic;1;NA;Erosulate_plant_Hemirosette_plant;0.4;0.73;NA;0.13;NA;0.8;43.1;NA;Herbaceous
5585;NA;NA;NA;little_forage_value;>;NA;NA;NA;NA;NA;no_or_little_forage_value;one-seeded_generative_dispersule;protandrous;Unassisted_dispersal;boleochory;1;NA;wetland_plants;1;small_variation_(I);7;3;3;small_variation_(I);7;8.5;4;small_variation_(I);3;3;small_variation_(I);5;3;large_variation_(II);0;NA;5;3.5;NA;NA;July;Capsule;NA;NA;sensitive;NA;idiochorophytes_or_indigenes;biparous_cyme;cyme;helomorphic;NA;NA;NA;NA;NA;NA;NA;NA;NA;long-leaf;NA;pluriennial;NA;persistent_green;NA;NA;wintergreen;NA;NA;NA;moderately_tolerant;3;NA;Indigenous;13;NA;Chlorophyllian;NA;15;decaploid;33.75;20;37.5;NA;entomogamous;hermaphroditic_and_normal_sexual;NA;NA;NA;Erosulate_plant;0.7;1.38;NA;0.47;NA;1.13;23.02;NA;Herbaceous
5593;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;one-seeded_generative_dispersule;homogamous_protandrous;Unassisted_dispersal;meteorochory;2;NA;weeds_and_ruderal_plants;2;small_variation_(I);7;4;2;small_variation_(I);7;2;1.5;small_variation_(I);2;3;small_variation_(I);9;4;small_variation_(I);NA;NA;6;4;NA;NA;July;Capsule;NA;NA;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_before_1500_AD;biparous_cyme;cyme;mesomorphic_scleromorphic;NA;28.58;NA;NA;NA;NA;168.46;0.158225;NA;simple;NA;annual;NA;summer_green;NA;NA;decidous;NA;1;edible;NA;NA;NA;Indigenous;15;NA;Chlorophyllian;NA;25;diploid;62.5;45;70;NA;autogamous_entomogamous;hermaphroditic_and_normal_sexual;NA;3;NA;Hemirosette_plant;2.15;2.2;3;6.7125;NA;2.15;18.97;NA;Herbaceous
5598;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;Unassisted_dispersal;boleochory;1;NA;NA;2;large_variation_(II);NA;4;1;large_variation_(II);9;NA;1.5;small_variation_(I);1;NA;large_variation_(II);NA;3;large_variation_(II);NA;NA;NA;5;NA;NA;July;Capsule;NA;NA;NA;NA;idiochorophytes_or_indigenes;biparous_cyme;cyme;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;NA;NA;NA;NA;Indigenous;NA;NA;Chlorophyllian;NA;6;NA;NA;10;15;NA;NA;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;0.3;NA;NA;NA;NA;Herbaceous
5605;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;Endozoochory;dysochory_endochory;6;NA;forest_plants;1;small_variation_(I);NA;3;2;small_variation_(I);6;NA;3.5;large_variation_(II);3;NA;small_variation_(I);NA;4;large_variation_(II);NA;NA;NA;3.5;NA;NA;June;Capsule;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;medicinal_weakly_to_moderately_poisonous;NA;NA;NA;Indigenous;NA;NA;Chlorophyllian;NA;100;NA;NA;200;300;NA;entomogamous;facultatively_apomictic_hermaphroditic_and_normal_sexual;NA;2.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Frutescent
5608;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;Endozoochory;dysochory_endochory;6;NA;forest_plants;2;small_variation_(I);NA;2;2;small_variation_(I);5;NA;3.5;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;3.5;NA;NA;June;Capsule;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;weakly_to_moderately_poisonous;NA;NA;NA;Indigenous;NA;NA;Chlorophyllian;NA;100;NA;NA;200;300;NA;entomogamous;facultatively_apomictic_hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Frutescent
5611;NA;NA;NA;NA;=;Transportable_diaspores;NA;6;NA;NA;NA;NA;NA;Hydrochory;hydrochory;6;0.6875;water_plants;NA;NA;NA;3;NA;NA;6;12;5;small_variation_(I);1;7.5;small_variation_(I);7.5;4;small_variation_(I);1;salt_tolerant;7;4;NA;NA;August;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;single_lateral_flower;solitary;NA;NA;0.15;NA;NA;NA;NA;127;0.000807059;NA;NA;NA;pluriennial;NA;NA;NA;NA;wintergreen;NA;NA;NA;NA;NA;NA;Indigenous;NA;NA;Chlorophyllian;NA;NA;hexaploid;NA;NA;NA;NA;hydrogamous;unisexual_and_monoecious;Polycarpic;NA;NA;Erosulate_plant;NA;NA;NA;NA;NA;NA;25;no;Herbaceous
5615;NA;NA;NA;NA;<;Transportable_diaspores;NA;6;NA;NA;NA;NA;protogynous;Hydrochory;hydrochory;6;NA;water_plants;NA;NA;NA;3;NA;NA;6;NA;5;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;salt_tolerant;NA;4.5;NA;NA;August;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;single_lateral_flower;solitary;hydromorphic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;pluriennial;NA;persistent_green;NA;NA;wintergreen;NA;NA;NA;NA;NA;NA;Indigenous;12;NA;Chlorophyllian;NA;NA;hexaploid;NA;NA;NA;NA;hydrogamous;unisexual_and_monoecious;NA;NA;NA;Erosulate_plant;NA;NA;NA;NA;NA;NA;NA;no;Herbaceous
5627;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;spike_of_tri-flower_cymes;spike;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;250;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.43;NA;NA
5631;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;germinule;NA;Unassisted_dispersal;anthropochory_endochory;2;1.5;weeds_and_ruderal_plants;2;small_variation_(I);NA;4;2;small_variation_(I);7;5;2.5;small_variation_(I);1;8;small_variation_(I);7;4;small_variation_(I);NA;salt_tolerant;6;4.5;NA;NA;August;Achene;NA;NA;NA;NA;young_species_(archaeophytes);spike_of_tri-flower_cymes;spike;hygromorphic_mesomorphic;NA;NA;NA;NA;NA;NA;NA;NA;NA;full;NA;annual;NA;summer_green;NA;NA;decidous;NA;NA;edible_medicinal;NA;NA;NA;Exogenous;9;NA;Chlorophyllian;NA;60;diploid;90;52.5;90;NA;anemogamous_entomogamous;unisexual_and_monoecious;NA;NA;NA;Erosulate_plant;0.88;1.97;NA;3.2;NA;1.92;NA;NA;Herbaceous
5637;NA;NA;NA;NA;<;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;2;small_variation_(I);NA;4;2;small_variation_(I);NA;NA;2.5;small_variation_(I);1;NA;small_variation_(I);NA;3;small_variation_(I);NA;salt_tolerant;NA;4.5;NA;NA;September;NA;NA;NA;NA;NA;neophytes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible_poisonous_for_individual_animal_species;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;unisexual_and_monoecious;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5640;NA;1;NA;NA;<;NA;NA;NA;NA;NA;NA;germinule_one-seeded_generative_dispersule;protogynous;Unassisted_dispersal;anthropochory_endochory;7;3.2;weeds_and_ruderal_plants;1;small_variation_(I);NA;4;2;small_variation_(I);7;5;2.5;small_variation_(I);2;7;small_variation_(I);7;4;small_variation_(I);2;salt_tolerant;NA;4;NA;NA;September;Achene;NA;Chilling;NA;NA;archaeophytes;spike_of_tri-flower_cymes;spike;mesomorphic_scleromorphic;NA;11.035;NA;NA;NA;NA;161.5;0.072631738;NA;long-leaf;NA;annual;NA;summer_green;NA;NA;decidous;NA;NA;edible_poisonous_for_individual_animal_species;NA;NA;NA;Indigenous;13.5;NA;Chlorophyllian;NA;30;tetraploid;60;48;50;NA;anemogamous_entomogamous;unisexual_and_monoecious;Monocarpic;2.5;NA;Erosulate_plant_Hemirosette_plant;0.77;2.43;5;1.36;NA;2.4;16.2;yes;Herbaceous
5645;NA;NA;NA;NA;<;NA;NA;NA;NA;NA;NA;NA;homogamous;Unassisted_dispersal;endochory_meteorochory;7;1.0775;weeds_and_ruderal_plants;1;small_variation_(I);7;4;2;small_variation_(I);8;6;3;small_variation_(I);2;7;small_variation_(I);7;4;small_variation_(I);2;salt_tolerant;6;4;NA;NA;October;Achene;NA;NA;NA;NA;neophytes;spike_of_tri-flower_cymes;spike;mesomorphic;NA;25.98;NA;NA;NA;NA;160;0.16195532;NA;full;NA;annual;NA;summer_green;NA;NA;decidous;NA;NA;edible_poisonous_for_individual_animal_species;NA;NA;NA;Indigenous;9;NA;Chlorophyllian;NA;40;diploid;60;55;70;NA;anemogamous;unisexual_and_monoecious;NA;NA;NA;Erosulate_plant;0.65;2.2;3;1.2714;NA;2.2;20.7;NA;Herbaceous
5650;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;NA;NA;Unassisted_dispersal;anthropochory_endochory;7;1;NA;2;small_variation_(I);7;4;2;small_variation_(I);8.5;NA;2;large_variation_(II);2;7;small_variation_(I);7;4;small_variation_(I);NA;salt_tolerant;7;5;NA;NA;September;Achene;NA;NA;NA;NA;neophytes;spike_of_tri-flower_cymes;spike;mesomorphic_scleromorphic;NA;4.04;NA;NA;NA;NA;238.735;0.020995;NA;full;NA;annual;NA;summer_green;NA;NA;decidous;NA;NA;edible_poisonous_for_individual_animal_species;NA;NA;NA;Indigenous;9;NA;Chlorophyllian;NA;25;diploid;52.5;38;40;NA;anemogamous;unisexual_and_monoecious;NA;NA;NA;Erosulate_plant;NA;NA;NA;3;NA;NA;18.695;NA;Herbaceous
5651;NA;NA;NA;NA;<;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_hydrochory;NA;NA;weeds_and_ruderal_plants;2;small_variation_(I);NA;4;2;small_variation_(I);NA;NA;2.5;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;salt_tolerant;NA;4.5;NA;NA;August;NA;NA;NA;NA;NA;neophytes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible_poisonous_for_individual_animal_species;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;autogamous_entomogamous;anemogamous;unisexual_and_monoecious;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5653;NA;NA;NA;NA;<;NA;NA;NA;NA;NA;NA;NA;NA;NA;anthropochory_endochory;NA;NA;NA;2;small_variation_(I);NA;5;2;small_variation_(I);NA;NA;1.5;small_variation_(I);2;NA;small_variation_(I);NA;4;small_variation_(I);NA;salt_tolerant;NA;4.5;NA;NA;October;NA;NA;NA;NA;NA;neophytes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;entomogamous;anemogamous;unisexual_and_monoecious;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5658;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;NA;NA;Unassisted_dispersal;anthropochory_boleochory;NA;NA;NA;3;small_variation_(I);NA;4;1;small_variation_(I);9;NA;1;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;salt_dependant;NA;4.5;NA;NA;September;Achene;NA;NA;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_after_1500_AD;glomerule;solitary;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;poisonous_for_individual_animal_species;NA;NA;NA;Indigenous;NA;NA;Chlorophyllian;NA;40;NA;NA;50;60;NA;NA;hermaphroditic_and_normal_sexual_polysexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Herbaceous
5659;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;boleochory;NA;NA;NA;1;small_variation_(I);NA;4;1;small_variation_(I);NA;NA;1;small_variation_(I);3;NA;small_variation_(I);NA;3;small_variation_(I);NA;salt_dependant;NA;4.5;NA;NA;September;NA;NA;NA;NA;NA;archaeophytes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;20;poisonous_for_individual_animal_species;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;hermaphroditic_and_normal_sexual_polysexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5660;NA;NA;NA;NA;<;NA;NA;NA;NA;NA;NA;NA;NA;NA;boleochory;NA;NA;weeds_and_ruderal_plants;3;small_variation_(I);NA;4;1;small_variation_(I);NA;NA;1.5;small_variation_(I);3;NA;small_variation_(I);NA;3;small_variation_(I);NA;salt_dependant;NA;5;NA;NA;September;NA;NA;NA;NA;NA;invasive_neophytes_(_potentially_agressive_);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;poisonous_for_individual_animal_species;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;hermaphroditic_and_normal_sexual_polysexual;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA
5667;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;anthropochory;NA;NA;weeds_and_ruderal_plants;2;small_variation_(I);NA;2;2;small_variation_(I);NA;NA;3;small_variation_(I);2;NA;small_variation_(I);NA;4;small_variation_(I);NA;salt_dependant;NA;4;NA;NA;September;NA;NA;NA;NA;NA;young_species_(archaeophytes);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;partly_wintergreen;NA;NA;edible;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;entomogamous;facultatively_apomictic_hermaphroditic_and_normal_sexual;NA;2.5;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA
5672;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;NA;NA;Endozoochory;endochory;NA;NA;weeds_and_ruderal_plants;2;small_variation_(I);NA;4;2;small_variation_(I);8;NA;2.5;small_variation_(I);1;NA;small_variation_(I);NA;3;small_variation_(I);NA;NA;NA;4.5;NA;NA;July;Achene;NA;NA;NA;NA;neophytes;glomerule;solitary;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;1;edible;NA;NA;NA;Exogenous;NA;NA;Chlorophyllian;NA;20;NA;NA;25;30;NA;NA;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Herbaceous
5674;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;NA;NA;Endozoochory;endochory;6;NA;weeds_and_ruderal_plants;2;small_variation_(I);NA;4;2;small_variation_(I);9;NA;2.5;small_variation_(I);1;NA;small_variation_(I);NA;3;small_variation_(I);NA;NA;NA;3.5;NA;NA;August;Achene;NA;NA;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_before_1500_AD;glomerule;solitary;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous_wintergreen;NA;NA;edible;NA;NA;NA;Indigenous;NA;NA;Chlorophyllian;NA;25;NA;NA;30;40;NA;anemogamous;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Herbaceous
5678;NA;0.5;NA;NA;=;NA;NA;NA;NA;NA;NA;germinule_one-seeded_generative_dispersule;homogamous_protogynous;Unassisted_dispersal;dysochory_endochory;7;2.3;weeds_and_ruderal_plants;2;small_variation_(I);NA;3;2;small_variation_(I);7;5;2;small_variation_(I);1;7;small_variation_(I);7;3;small_variation_(I);1;NA;NA;3;NA;NA;September;Achene;NA;Chilling_Dry_storage_Immediate_germination;NA;NA;archaeophytes;spike_of_tri-flower_cymes;spike;hygromorphic_mesomorphic;NA;20.59;NA;NA;NA;NA;160;0.101613681;NA;simple;NA;annual;NA;summer_green;NA;NA;decidous;NA;NA;edible_poisonous_for_individual_animal_species;NA;NA;NA;Indigenous;18;NA;Chlorophyllian;NA;30;diploid_hexaploid_tetraploid;68;50;90;NA;NA;hermaphroditic_and_normal_sexual;Monocarpic;2.5;NA;Erosulate_plant;0.7;1.2;5;0.612;NA;1.17;17.3;no;Herbaceous
5683;NA;NA;NA;NA;<;NA;NA;NA;NA;NA;NA;one-seeded_generative_dispersule;homogamous;Unassisted_dispersal;endochory;2;NA;NA;2;small_variation_(I);NA;2;2;small_variation_(I);7;NA;2;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;5;NA;NA;August;Achene;NA;NA;NA;NA;neophytes;spike_of_tri-flower_cymes;spike;mesomorphic;NA;12.42;NA;NA;NA;NA;168.55;0.040835;NA;simple;NA;annual_pluriennial;NA;summer_green;NA;NA;decidous;NA;NA;medicinal_poisonous_for_individual_animal_species;NA;NA;NA;Exogenous;8;NA;Chlorophyllian;NA;30;tetraploid;56.25;53;70;NA;anemogamous_autogamous;hermaphroditic_and_normal_sexual;NA;NA;NA;Erosulate_plant_Hemirosette_plant;0.44;0.77;NA;0.17;NA;0.69;30.08;NA;Herbaceous
5689;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;germinule_one-seeded_generative_dispersule;protogynous;Unassisted_dispersal;boleochory_endochory;7;NA;weeds_and_ruderal_plants;2;small_variation_(I);2;4;2;small_variation_(I);8;4;1;small_variation_(I);1;6;small_variation_(I);7;3;small_variation_(I);NA;NA;7;5;NA;NA;August;Achene;NA;NA;NA;NA;archaeophytes;spike_of_tri-flower_cymes;spike;mesomorphic;NA;NA;NA;NA;NA;NA;NA;NA;NA;lobate;NA;annual;NA;summer_green;NA;NA;decidous;NA;NA;medicinal_poisonous_for_individual_animal_species;NA;NA;NA;NA;9;NA;Chlorophyllian;NA;15;diploid;50;40;40;NA;anemogamous;hermaphroditic_and_normal_sexual;NA;NA;NA;Erosulate_plant;0.25;0.66;NA;0.1835;NA;0.645;NA;NA;Herbaceous
5692;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;anthropochory_boleochory;NA;NA;NA;1;small_variation_(I);NA;4;1;small_variation_(I);NA;NA;3;small_variation_(I);3;NA;small_variation_(I);NA;4;small_variation_(I);NA;salt_tolerant;NA;4;NA;NA;September;NA;NA;NA;NA;NA;neophytes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;hermaphroditic_and_normal_sexual_polysexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5693;NA;NA;NA;NA;<;NA;NA;NA;NA;NA;NA;one-seeded_generative_dispersule;protogynous;Unassisted_dispersal;anthropochory_boleochory;7;0.6625;weeds_and_ruderal_plants;2;small_variation_(I);7;3;2;small_variation_(I);7;6;3.5;small_variation_(I);2;7;small_variation_(I);6;4;small_variation_(I);0;NA;7;4.5;NA;NA;September;Achene;NA;NA;NA;NA;archaeophytes;spike_of_tri-flower_cymes;spike;mesomorphic;NA;9.11;NA;NA;NA;NA;214;0.03017;NA;lobate;NA;annual;NA;summer_green;NA;NA;decidous;NA;NA;edible;NA;NA;NA;Exogenous;9;NA;Chlorophyllian;NA;40;diploid;64;60;70;NA;anemogamous;hermaphroditic_and_normal_sexual;NA;3;NA;Erosulate_plant;NA;0.95;3;0.34;NA;0.95;18.15;NA;Herbaceous
5696;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;germinule_one-seeded_generative_dispersule;protogynous;Unassisted_dispersal;boleochory_dysochory;7;NA;weeds_and_ruderal_plants;1;small_variation_(I);7;4;2;small_variation_(I);8;6;3.5;small_variation_(I);1;9;small_variation_(I);7;4;small_variation_(I);3;salt_dependant;6;4;NA;NA;September;Achene;NA;NA;NA;NA;archaeophytes;spike_of_tri-flower_cymes;spike;mesomorphic;NA;2.345;NA;NA;NA;NA;123.8;0.009125;NA;lobate;NA;annual;NA;summer_green;NA;NA;decidous;NA;NA;edible;NA;NA;NA;Indigenous;9;NA;Chlorophyllian;NA;5;diploid;30;28;200;NA;anemogamous;hermaphroditic_and_normal_sexual_polysexual;NA;2.5;NA;Erosulate_plant;0.26;0.72;3;0.205;NA;0.66;23.85;NA;Herbaceous
5698;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;germinule_one-seeded_generative_dispersule;protogynous;Unassisted_dispersal;anthropochory_endochory;7;NA;weeds_and_ruderal_plants;2;small_variation_(I);7;4;2;small_variation_(I);7;4.5;3;small_variation_(I);1;7.5;small_variation_(I);7.5;4;small_variation_(I);0;NA;6;4.5;NA;NA;September;Achene;NA;NA;NA;NA;archaeophytes;spike_of_tri-flower_cymes;spike;mesomorphic;NA;24.41;NA;NA;NA;NA;174;0.05941;NA;lobate;NA;annual;NA;summer_green;NA;NA;decidous;NA;NA;edible_poisonous_for_individual_animal_species;NA;NA;NA;Indigenous;9;NA;Chlorophyllian;NA;20;diploid_tetraploid;52.5;49;75;NA;anemogamous;hermaphroditic_and_normal_sexual;NA;3.5;NA;Erosulate_plant;0.84;1.765;4;1.45;NA;1.73;35.22;NA;Herbaceous
5704;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;germinule_one-seeded_generative_dispersule;protogynous;Unassisted_dispersal;boleochory_endochory;7;0.6225;weeds_and_ruderal_plants;2;small_variation_(I);6;3;2;small_variation_(I);8;5;2;small_variation_(I);1;8;small_variation_(I);7;4;large_variation_(II);0;salt_tolerant;7;5;NA;NA;September;Achene;NA;NA;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_before_1500_AD;spike_of_tri-flower_cymes;spike;mesomorphic;NA;NA;NA;NA;NA;NA;NA;NA;NA;full;NA;annual;NA;summer_green;NA;NA;decidous;NA;NA;edible;NA;NA;NA;Indigenous;9;NA;Chlorophyllian;NA;20;diploid;37.5;43.5;65;NA;anemogamous;hermaphroditic_and_normal_sexual;NA;NA;NA;Erosulate_plant;0.62;1.25;NA;0.628;NA;1.25;NA;NA;Herbaceous
