Genus_species_name;Cell length um;Cell width um;Cell thickness um;Geometrical shape of the cell;Cell surface area um_;Cell biovolume um3;Number of cells per colony;Colony thickness (takes into account mucilage) um;Geometrical shape of the colony;Mobility apparatus;Mobility apparatus: Flagella;Mobility apparatus: Raphe;Colonial;Filament;Heterotrophic;Mixotrophic;Autotrophic
Merismopedia_glauca;4.5;4.5;4.5;ell;208.344037844419;47.68875;32;4.5;box;0;0;0;1;0;0;0;1
Merismopedia_punctata;3;3;3;ell;96.9067012459253;14.13;32;3;box;0;0;0;1;0;0;0;1
Merismopedia_sp.;2;2;2;ell;46.598803022074;4.18666666666667;32;2;box;0;0;0;1;0;0;0;1
Merismopedia_tenuissima;1;1;1;ell;15.034062444858;0.523333333333333;32;1;box;0;0;0;1;0;0;0;1
Micractinium_crassisetum;12.5;12.5;12.5;ell;1539.86331092217;1022.13541666667;4;50;ell;0;0;0;1;0;0;0;1
Micractinium_pusillum;7;7;7;ell;490.831814580554;179.503333333333;32;40;trel;0;0;0;1;0;0;0;1
Micractinium_pusillum_colony_4_cells;7;7;7;ell;490.831814580554;179.503333333333;4;4;box;0;0;0;1;0;0;0;1
Micractinium_pusillum_single_cell;7;7;7;ell;490.831814580554;179.503333333333;1;NA;NA;0;0;0;1;0;0;0;1
micro_Chlorophyceae;20;20;10;ell;5061.97079900185;1256;1;NA;NA;0;0;0;0;0;0;0;1
Microcystis_aeruginosa;5;5;5;sphe;78.5;65.4166666666667;80;100;sphe;0;0;0;1;0;0;0;1
Microcystis_aeruginosa_(single_cell);5;5;5;sphe;78.5;65.4166666666667;1;NA;NA;0;0;0;1;0;0;0;1
Microcystis_cf._flos-aquae;4;4;4;sphe;50.24;33.4933333333333;700;40;trel;0;0;0;1;0;0;0;1
Microcystis_ichthyoblabe;2.5;2.5;2.5;sphe;19.625;8.17708333333333;50;20;trel;0;0;0;1;0;0;0;1
Microcystis_sp.;2.5;2.5;2.5;sphe;19.625;8.17708333333333;640;100;trel;0;0;0;1;0;0;0;1
Microcystis_wesenbergii;5;5;5;sphe;78.5;65.4166666666667;50;15;trel;0;0;0;1;0;0;0;1
Microspora_abbreviata;20;13.5;13.5;tube;1133.9325;2861.325;1;NA;NA;0;0;0;1;1;0;0;1
Monallantus_sp.;10;5;5;trel;495.035675064131;130.833333333333;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_arcuatum;32;2.4;2.4;ell;1072.14618916684;67.52256;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_circinale;8;1.9;1.9;ell;168.308672407834;13.60248;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_contortum;23.5;3.1;3.1;doco;792.230821931021;53.1841425;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_convolutum;21;2.4;2.4;ell;705.240765430451;44.31168;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_dybowskii;11;5;5;doco;543.358967042798;71.9583333333333;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_fontinale;35;3.5;3.5;doco;1196.70140653459;112.189583333333;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_griffithii;70;3;3;ell;3414.31450470223;197.82;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_indicum;150;3.5;3.5;ell;6398.69520905592;769.3;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_irregulare;55;3;3;doco;1610.13363969167;129.525;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_komarkovae;70;2.7;2.7;ell;1536.441527116;320.4684;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_minutum;15;4;4;ell;842.415716337638;87.92;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_mirabile;100;4;4;ell;5572.70127254533;586.133333333333;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_nanum;3.5;1.7;1.7;doco;62.7710500995043;2.64675833333333;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_pusillum;19;4.5;4.5;doco;838.164596228013;100.67625;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_skujae;15;1.6;1.6;ell;294.845500718173;16.0768;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_sp.;25;2.5;2.5;ell;611.479516762612;98.125;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_subclavatum;16;3;3;doco;471.377831613191;37.68;1;NA;NA;0;0;0;0;0;0;0;1
Monoraphidium_tortile;20.5;1;1;doco;200.835235965338;5.36416666666667;1;NA;NA;0;0;0;0;0;0;0;1
Monosiga_varians;7.5;7.5;7.5;ell;561.887298264438;220.78125;1;NA;NA;1;1;0;0;0;1;0;0
Mougeotia_gracillima;40;7;7;tube;956.13;1538.6;1;NA;NA;0;0;0;1;1;0;0;1
Mougeotia_sp.;40;9;9;tube;1257.57;2543.4;1;NA;NA;0;0;0;1;1;0;0;1
Mougeotia_sp._bourget03;21;12;12;tube;1017.36;2373.84;10;12;tube;0;0;0;1;1;0;0;1
Mougeotia_sp._grande_cell;14;7;7;tube;384.65;538.51;10;7;tube;0;0;0;1;1;0;0;1
Mougeotia_sp._large_cell;50;27;27;tube;5383.53;28613.25;7;27;tube;0;0;0;1;1;0;0;1
Navicula_accomoda;20;7;2;box;554.285714285714;196;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_capitata;20;6;3;box;565.714285714286;252;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_capitatoradiata;36;8;3;box;1400;518.4;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_clementis;40;13.5;5.5;box;2383.57142857143;2079;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_clementis_f._minor;19;9;4.5;box;848.571428571429;538.65;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_cryptotenella;27;6;2.38271604938272;box;687.513227513228;270.2;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_cuspidata;105;35;10;box;16916.6666666667;22050;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_decussis;20;6;5;box;714.285714285714;420;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_dicephala;30;10;4;box;1840;600;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_exigua;17.6;8.8;6;box;895.085714285714;650.496;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_gregaria;27;7.5;2;rhp;172.5;202.5;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_halophila;73.5;11.5;3.5;box;3265;2070.8625;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_lanceolata;92;13;5;box;4917.14285714286;4186;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_menisculus;27;9;4.5;box;1157.14285714286;765.45;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_minima;8.3;4.5;2;box;125.9;74.7;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_placentula;55;20;5;box;5900;2750;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_pseudanglica;21.5;9.1;6;box;1083.57142857143;821.73;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_pupula;40;9;3;box;2028;540;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_radiosa;70;15;4;box;3971.42857142857;2940;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_reinhardtii;40;14;4;box;2217.14285714286;1568;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_rhynchocephala;57.5;11.5;4;box;3124.16666666667;1587;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_scutelloides;16;13;3;box;842.857142857143;436.8;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_sp.;30;8;2;box;902.857142857143;336;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_spp.;30;8;2;box;902.857142857143;336;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_subhamulata;19;7;3;box;602.857142857143;279.3;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_tripunctata;50;8;3;box;1913.33333333333;720;1;NA;NA;1;0;1;0;0;0;1;0
Navicula_tuscula;31;12;3;box;1670;669.6;1;NA;NA;1;0;1;0;0;0;1;0
Neidium_affine;37;21;5;box;2667.5;3108;1;NA;NA;1;0;1;0;0;0;1;0
Neidium_binodeforme;23;6.5;2;box;521.25;239.2;1;NA;NA;1;0;1;0;0;0;1;0
Neidium_dubium;35;14;10;box;2450;3920;1;NA;NA;1;0;1;0;0;0;1;0
Neidium_iridis;37;13;9;box;2660;3030.3;1;NA;NA;1;0;1;0;0;0;1;0
Neidium_sp.;40;17;4;box;2594.28571428571;1904;1;NA;NA;1;0;1;0;0;0;1;0
Nephrochlamys_allanthoidea;2;2;2;trel;46.598803022074;4.18666666666667;4;2;trel;0;0;0;1;0;0;0;1
Nephrochlamys_danica;5.5;2;2;ell;111.561580337227;11.5133333333333;2;2;trel;0;0;0;1;0;0;0;1
Nephrochlamys_subsolitaria;8;2.5;2.5;trel;199.312901535593;26.1666666666667;2;2.5;trel;0;0;0;1;0;0;0;1
Nephrocytium_agardhianum;20;5;5;trel;979.879054621107;261.666666666667;4;40;trel;0;0;0;1;0;0;0;1
Nephrocytium_limneticum;17.5;7;7;trel;1201.81982182869;448.758333333333;4;40;trel;0;0;0;1;0;0;0;1
Nephrocytium_sp.;15;4;4;trel;589.691001436346;125.6;4;40;trel;0;0;0;1;0;0;0;1
Nephrodiella_sp.;12;4;4;trel;473.390628437869;100.48;1;NA;NA;0;0;0;0;0;0;0;1
Nitzschia_acicularis;45;3;3;box;797.142857142857;283.5;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_angustatula;19;4;2.5;box;333.75;152;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_archibaldii;27.5;3;2.5;box;396.875;165;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_cf._linearis;145;13;4.5;box;5768.88888888889;7634.25;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_cf._tryblionella;86;22;10;box;7430;15136;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_constricta;42;7.5;3.5;box;1220.625;882;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_debilis;19.5;8.5;2.8;box;610.375;371.28;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_dissipata;62;5;4;box;1541.33333333333;930;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_flexa;110;5;5;box;2812.5;2200;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_fonticola;37.5;4;2.3;box;613.625;276;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_fruticosa;45;2.6;2.5;box;629.333333333333;219.375;1;NA;NA;1;0;1;1;0;0;1;0
Nitzschia_gracilis;65;3.5;2.8;box;1118.13333333333;477.75;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_graciloides;51;2.7;1;rhp;161.1;68.85;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_hantzschiana;29;4;2.5;box;567.142857142857;203;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_inconspicua;12.5;3.5;2.5;box;209.375;87.5;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_lacuum;15;2.5;1;rhp;52.5;18.75;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_lanceolata;42.5;9.5;6;box;2045;1695.75;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_levidensis;41.5;9.5;5;box;1855;1379.875;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_linearis;105;5;4;box;2573.33333333333;1575;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_palea;42;4;3;box;816;378;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_paleacea;37;3.5;2.5;box;615.333333333333;242.8125;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_recta;56;5;3;box;1234.66666666667;630;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_romana;18;4;2.5;box;338.666666666667;135;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_sigma;100;9;4;box;4453.33333333333;2160;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_sigmoidea;320;11;6;box;14682.6666666667;15840;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_sp.;49;5;4;box;1152.5;784;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_spp.;50;5;2;box;1028.57142857143;350;1;NA;NA;1;0;1;0;0;0;1;0
Nitzschia_vermicularis;160;6;4;box;4640;2688;1;NA;NA;1;0;1;0;0;0;1;0
Ochromonas_cf._variabilis;7.5;6.5;6.5;trel;486.968991829179;165.83125;1;NA;NA;1;1;0;0;0;0;1;0
Ochromonas_nannos;7;4.5;4.5;ell;315.534737944642;74.1825;1;NA;NA;1;1;0;0;0;0;1;0
Ochromonas_pyriformis;14.2;6;6;trel;837.982709575193;267.528;1;NA;NA;1;1;0;0;0;0;1;0
Ochromonas_sp.;5;5;5;ell;255.147988149711;65.4166666666667;1;NA;NA;1;1;0;0;0;0;1;0
Ochromonas_sp._10_um;10;10;10;ell;990.071350128261;523.333333333333;1;NA;NA;1;1;0;0;0;0;1;0
Ochromonas_tenera;10;5;5;trel;495.035675064131;130.833333333333;1;NA;NA;1;1;0;0;0;0;1;0
Ochromonas_verrucosa;29;19;19;ell;5386.69680543209;5478.77666666667;1;NA;NA;1;1;0;0;0;0;1;0
Oedogonium_large_cell_Bourget03;12;6;6;tube;282.6;339.12;8;6;tube;0;0;0;1;1;0;0;1
Oedogonium_sp.;9;4.5;4.5;tube;158.9625;143.06625;11;4.5;tube;0;0;0;1;1;0;0;1
Oestrupia_bicontracta;22;8;5;box;815;704;1;NA;NA;1;0;1;0;0;0;1;0
Oocystis_borgei;16;13;13;trel;2042.63727032383;1415.09333333333;4;30;trel;0;0;0;0;0;0;0;1
Oocystis_cf._bispora;6.7;3.5;3.5;trel;235.35138972929;42.9525833333333;2;4;trel;0;0;0;0;0;0;0;1
Oocystis_lacustris;8.5;4;4;trel;338.153133677048;71.1733333333333;4;8;trel;0;0;0;0;0;0;0;1
Oocystis_marsonii;16;9;9;trel;1414.13349483957;678.24;4;20;trel;0;0;0;0;0;0;0;1
Oocystis_naegelii;28;17;17;trel;4654.24487873513;4234.81333333333;2;30;trel;0;0;0;0;0;0;0;1
Oocystis_parva;7;3;3;trel;210.356491963094;32.97;4;7;trel;0;0;0;0;0;0;0;1
Oocystis_polymorpha;20;14;14;trel;2743.6613529391;2051.46666666667;1;NA;NA;0;0;0;0;0;0;0;1
Oocystis_rhomboidea;6.5;3;3;trel;195.984398874507;30.615;4;6;trel;0;0;0;0;0;0;0;1
Oocystis_solitaria;20;10;10;trel;1959.75810924221;1046.66666666667;1;NA;NA;0;0;0;0;0;0;0;1
Oocystis_sp.;9;7;4;trel;502.394935559165;131.88;1;NA;NA;0;0;0;0;0;0;0;1
Ophiocytium_lagerheimii;40;4;4;ell;1562.4046118763;334.933333333333;1;NA;NA;0;0;0;0;0;0;0;1
Oscillatoria_bourrellyi;5;6;6;tube;150.72;141.3;20;5;tube;0;0;0;1;1;0;0;1
Oscillatoria_cf._janus;6;2.1;2.1;tube;46.4877;20.7711;16.7;2.1;tube;0;0;0;1;1;0;0;1
Oscillatoria_cf._limnetica;2;2;2;tube;18.84;6.28;50;2;tube;0;0;0;1;1;0;0;1
Oscillatoria_cf._major;4;6;6;tube;131.88;113.04;25;6;tube;0;0;0;1;1;0;0;1
Oscillatoria_cf._tenuis;5;8.5;8.5;tube;246.8825;283.58125;20;8.5;tube;0;0;0;1;1;0;0;1
Oscillatoria_limosa;3.5;17;17;tube;640.56;794.0275;28.6;17;tube;0;0;0;1;1;0;0;1
Oscillatoria_sp.;3;6;6;tube;113.04;84.78;33.33;6;tube;0;0;0;1;1;0;0;1
Palmeacea_sp.;10;10;10;ell;990.071350128261;523.333333333333;1;NA;NA;0;0;0;1;0;0;0;1
Palmella_sp.;5;5;5;ell;255.147988149711;65.4166666666667;10;25;ell;0;0;0;1;0;0;0;1
Palmellaceae_sp.;15;15;15;ell;2211.3412553863;1766.25;1;NA;NA;0;0;0;1;0;0;0;1
Pandorina_morum;15;15;15;ell;2211.3412553863;1766.25;16;70;sphe;1;1;0;1;0;0;0;1
Pandorina_morum_var._major;15;15;15;cone;2211.3412553863;883.125;20;80;sphe;1;1;0;1;0;0;0;1
Pandorina_sp.;6;6;6;trel;363.288039243813;113.04;6;18;sphe;1;1;0;1;0;0;0;1
Pannus_spumosus;1;1;1;ell;15.034062444858;0.523333333333333;6500;100;box;0;0;0;1;0;0;0;1
Papenfussiomonas_cordata;15;12;12;ell;1769.07300430904;1130.4;1;NA;NA;1;1;0;0;0;0;0;1
Paradoxia_multiseta_1;30;6;6;doco;1954.95015449931;254.34;2;6;trel;0;0;0;0;0;0;0;1
Paradoxia_multiseta_2;60;5.5;5.5;ell;4599.76917522623;664.895;1;NA;NA;0;0;0;0;0;0;0;1
Paradoxia_pelletieri;25;4;4;ell;978.367226820179;209.333333333333;1;NA;NA;0;0;0;0;0;0;0;1
Paulschulzia_pseudovolvox;7;7;7;ell;490.831814580554;179.503333333333;1;140;sphe;0;0;0;1;0;0;0;1
Pediastrum_biradiatum;14.5;18;4;ell;4390.65659422306;218.544;16;4;tube;0;0;0;1;0;0;0;1
Pediastrum_boryanum;8;6;4;ell;1008.50301436278;40.192;64;4;tube;0;0;0;1;0;0;0;1
Pediastrum_boryanum_var._longicorne;8;6;4;ell;1008.50301436278;40.192;64;4;tube;0;0;0;1;0;0;0;1
Pediastrum_duplex;17;17;4;ell;4876.32108338795;241.989333333333;64;15;tube;0;0;0;1;0;0;0;1
Pediastrum_duplex_var._gracillimum;17;17;4;ell;4876.32108338795;241.989333333333;36;4;tube;0;0;0;1;0;0;0;1
Pediastrum_simplex;15;10;4;ell;2721.04048870558;125.6;64;4;tube;0;0;0;1;0;0;0;1
Pediastrum_simplex_var._sturmii;23;21;4;ell;7997.27300129654;404.432;16;4;tube;0;0;0;1;0;0;0;1
Pediastrum_tetras;20;20;5;ell;6777.45425903592;418.666666666667;8;5;tube;0;0;0;1;0;0;0;1
Penium_sp.;40;15;8;doco;4616.26061963187;1256;1;NA;NA;0;0;0;0;0;0;0;1
Penium_spinospermum;19;10;10;ell;1862.58799161781;994.333333333333;1;NA;NA;0;0;0;0;0;0;0;1
Peridiniopsis_cunningtonii;30;25;25;ell;8145.62564374711;8831.25;1;NA;NA;1;1;0;0;0;0;1;0
Peridiniopsis_cunningtonii_tab._contactum;30;25;25;ell;8145.62564374711;8831.25;1;NA;NA;1;1;0;0;0;0;1;0
Peridiniopsis_elpatiewski;37;30;27;ell;11453.4573346523;13331.655;1;NA;NA;1;1;0;0;0;0;1;0
Peridiniopsis_penardiforme;30;29;20;ell;10367.2138449123;6374.2;1;NA;NA;1;1;0;0;0;0;1;0
Peridiniopsis_polonicum;40;35;30;trel;15896.3329928542;17584;1;NA;NA;1;1;0;0;0;0;1;0
Peridiniopsis_quadridens;35;26;20;ell;9880.18289281259;7619.73333333333;1;NA;NA;1;1;0;0;0;0;1;0
Peridiniopsis_umbonatum;22;20;15;ell;4741.06667376558;2763.2;1;NA;NA;1;1;0;0;0;0;1;0
Peridinium_aciculiferum;50;40;30;ell;17184.5378577999;31400;1;NA;NA;1;1;0;0;0;0;1;0
Peridinium_cinctum;45;40;35;ell;16495.6242511046;32970;1;NA;NA;1;1;0;0;0;0;1;0
Peridinium_goslaviense;25;17;16;ell;4485.41838595063;3202.8;1;NA;NA;1;1;0;0;0;0;1;0
Peridinium_inconspicuum;25;20;16;ell;4909.94441953404;3768;1;NA;NA;1;1;0;0;0;0;1;0
Peridinium_inconspicuum_var._contactum;25;20;16;ell;4909.94441953404;3768;1;NA;NA;1;1;0;0;0;0;1;0
Peridinium_inconspicuum_var._remotum;18;5;4;trel;885.990247849717;169.56;1;NA;NA;1;1;0;0;0;0;1;0
Peridinium_sp.;27;25.5;22;ell;6281.37272939215;7926.93;1;NA;NA;1;1;0;0;0;0;1;0
Peridinium_sp._(petit);12;10;6;ell;964.486998531513;376.8;1;NA;NA;1;1;0;0;0;0;1;0
Peridinium_umbonatum;30;22;20;ell;6162.28175445918;6908;1;NA;NA;1;1;0;0;0;0;1;0
Peridinium_umbonatum_var._conjectum_f._spiniferum;30;22;20;ell;6162.28175445918;6908;1;NA;NA;1;1;0;0;0;0;1;0
Peridinium_volzii;45;45;45;ell;19768.3963033724;47688.75;1;NA;NA;1;1;0;0;0;0;1;0
Peridinium_willei;45;40;35;ell;16495.6242511046;32970;1;NA;NA;1;1;0;0;0;0;1;0
Phacotus_lendneri;15;15;7;ell;3371.27748958643;412.125;1;NA;NA;1;1;0;0;0;0;0;1
Phacotus_lenticularis;17;17;7;trel;2105.56343079272;1058.70333333333;1;NA;NA;1;1;0;0;0;0;0;1
Phacus_acuminatum;34;30;15;ell;12870.058314833;4804.2;1;NA;NA;1;1;0;0;0;0;1;0
Phacus_cf._pusillus;19;8;8;ell;2128.67199042035;445.461333333333;1;NA;NA;1;1;0;0;0;0;1;0
Phacus_granulatus;20.5;10;10;ell;2869.07479950484;750.983333333333;1;NA;NA;1;1;0;0;0;0;1;0
Phacus_longicauda;120;50;35;ell;100390.803502712;54950;1;NA;NA;1;1;0;0;0;0;1;0
Phacus_monilatus;32.5;20;15;ell;7987.97773452029;3571.75;1;NA;NA;1;1;0;0;0;0;1;0
Phacus_orbicularis;77.5;59;20;ell;45747.4073625459;33501.1833333333;1;NA;NA;1;1;0;0;0;0;1;0
Phacus_pleuronectes_var._pleuronectes;34;23;20;ell;10217.5340207582;5729.45333333333;1;NA;NA;1;1;0;0;0;0;1;0
Phacus_sp.;120;50;35;ell;71707.7167876517;76930;1;NA;NA;1;1;0;0;0;0;1;0
Phacus_tortus;81;34;20;ell;31086.3230629994;20177.64;1;NA;NA;1;1;0;0;0;0;1;0
Phormidium_amoenum;3.5;4;4;ell;147.696588469422;29.3066666666667;28.6;4;tube;0;0;0;1;1;0;0;1
Phormidium_sp.;5;5;5;tube;117.75;98.125;20;5;tube;0;0;0;1;1;0;0;1
Pinnularia_acrosphaeria;190;20;20;box;20000;60800;1;NA;NA;1;0;1;0;0;0;1;0
Pinnularia_biceps;66.5;12;5;box;2976.25;3192;1;NA;NA;1;0;1;0;0;0;1;0
Pinnularia_gibba;60;10;5;box;2375;2400;1;NA;NA;1;0;1;0;0;0;1;0
Pinnularia_major;170;24;10;box;15050;32640;1;NA;NA;1;0;1;0;0;0;1;0
Pinnularia_sp.;89;13;17;box;7227.5;15735.2;1;NA;NA;1;0;1;0;0;0;1;0
Pinnularia_viridis;70;12;6;box;3330;4032;1;NA;NA;1;0;1;0;0;0;1;0
Placoneis_clementis;32.5;11;3;box;1220;858;1;NA;NA;1;0;1;0;0;0;1;0
Plagioselmis_lacustris;14;10;8;ell;1244.10980478669;586.133333333333;1;NA;NA;1;1;0;0;0;0;1;0
Plagioselmis_nannoplanctica;9;4.7;4;ell;389.456704472781;88.548;1;NA;NA;1;1;0;0;0;0;1;0
Planctonema_lauterbornii;6;3.2;3.2;tube;76.3648;48.2304;8;3.2;tube;0;0;0;1;1;0;0;1
Planktolyngbya_limnetica;5;1.3;1.3;tube;23.0633;6.63325;20;1.3;tube;0;0;0;1;1;0;0;1
Planktolyngbya_sp.;5;1.5;1.5;tube;27.0825;8.83125;20;1.5;tube;0;0;0;1;1;0;0;1
Planktosphaeria_gelatinosa;10;10;10;ell;990.071350128261;523.333333333333;1;NA;NA;0;0;0;0;0;0;0;1
Planktothrix_agardhii;3;6;6;tube;113.04;84.78;33.33;6;tube;0;0;0;1;1;0;0;1
Planktothrix_rubescens;3;6;6;tube;113.04;84.78;33.33;6;tube;0;0;0;1;1;0;0;1
Planktothrix_sp.;3;5;5;tube;86.35;58.875;33.33;5;tube;0;0;0;1;1;0;0;1
Planothidium_calcar;15;9.5;3;box;540;342;1;NA;NA;1;0;1;0;0;0;1;0
Planothidium_lanceolatum;23;7.5;3;box;586.666666666667;465.75;1;NA;NA;1;0;1;0;0;0;1;0
Pleurotaenium_trabecula;370;33;33;tube;40049.13;316300.05;1;NA;NA;0;0;0;0;0;0;0;1
Polyedriopsis_bitridens;9.5;9.5;9.5;box;541.5;857.375;1;NA;NA;0;0;0;0;0;0;0;1
Pseudanabaena_acicularis;10;1.9;1.9;tube;65.3277;28.3385;10;1.9;tube;0;0;0;1;1;0;0;1
Pseudanabaena_arcuata;7;1.5;1.5;tube;36.5025;12.36375;5;1.5;tube;0;0;0;1;1;0;0;1
Pseudanabaena_articulata;7;1.3;1.3;tube;31.2273;9.28655;14.3;1.3;tube;0;0;0;1;1;0;0;1
Pseudanabaena_catenata;4;1.6;1.6;tube;24.1152;8.0384;25;1.6;tube;0;0;0;1;1;0;0;1
Pseudanabaena_catenata_filament_20_um;4;1.6;1.6;tube;24.1152;8.0384;5;1.6;tube;0;0;0;1;1;0;0;1
Pseudanabaena_cf._tenuis;5;1.3;2;tube;26.69;6.63325;20;2;tube;0;0;0;1;1;0;0;1
Pseudanabaena_galeata;4;1.9;1.9;tube;29.5317;11.3354;25;1.9;tube;0;0;0;1;1;0;0;1
Pseudanabaena_limnetica;7;1.9;1.9;tube;47.4297;19.83695;14.3;1.9;tube;0;0;0;1;1;0;0;1
Pseudanabaena_minuta;2.8;2.8;2.8;tube;36.9264;17.23232;35.7;2.8;tube;0;0;0;1;1;0;0;1
Pseudanabaena_mucicola;3;2;2;tube;25.12;9.42;11.7;2;tube;0;0;0;1;1;0;0;1
Pseudanabaena_sp.;3;2;2;tube;25.12;9.42;33.3;2;tube;0;0;0;1;1;0;0;1
Pseudochlorella_pyrenoidosa;8;8;8;sphe;200.96;267.946666666667;1;NA;NA;0;0;0;0;0;0;0;1
Pseudococcomyxa_sp.;7;3;3;ell;210.356491963094;32.97;1;NA;NA;0;0;0;0;0;0;0;1
Pseudogoniochloris_tripus;28.5;28.5;4;prism;748.125;1624.5;1;NA;NA;0;0;0;0;0;0;0;1
Pseudokephyrion_blatnense;10;9;9;trel;891.064215115435;423.9;1;NA;NA;1;1;0;0;0;0;1;0
Pseudokephyrion_conicum;5.5;6;6;trel;334.68474101168;103.62;1;NA;NA;1;1;0;0;0;0;1;0
Pseudokephyrion_ellipsoideum;11;6;6;trel;652.030760451358;207.24;1;NA;NA;1;1;0;0;0;0;1;0
Pseudokephyrion_entzii;11;7.5;5;ell;687.335280257621;215.875;1;NA;NA;1;1;0;0;0;0;1;0
Pseudokephyrion_latum;10;10;10;trel;990.071350128261;523.333333333333;1;NA;NA;1;1;0;0;0;0;1;0
Pseudokephyrion_pseudospiralis;7.5;5;5;ell;374.591532176292;98.125;1;NA;NA;1;1;0;0;0;0;1;0
Pseudokephyrion_sp.;6;4;4;ell;242.192026162542;50.24;1;NA;NA;1;1;0;0;0;0;1;0
Pseudokephyrion_striatum;6.6;4.85;4.85;cone;321.484630818044;40.6233575;1;NA;NA;1;1;0;0;0;0;1;0
Pseudopedinella_sp.;2.5;2.5;2.5;ell;69.372421357192;8.17708333333333;6;8;tube;1;1;0;1;0;0;1;0
Pseudosphaerocystis_lundii;9;9;9;sphe;254.34;381.51;32;80;sphe;0;0;0;1;0;0;0;1
Pseudostaurastrum_alternans;15;15;7;box;870;1575;1;NA;NA;0;0;0;0;0;0;0;1
Pseudostaurastrum_hastatum;30.5;30.5;4;box;2348.5;3721;1;NA;NA;0;0;0;0;0;0;0;1
Pseudostaurastrum_hastatum_var._palatinum;15;14;8;box;884;1680;1;NA;NA;0;0;0;0;0;0;0;1
Pseudostaurastrum_limneticum;52.5;52.5;4;box;6352.5;11025;1;NA;NA;0;0;0;0;0;0;0;1
Pseudostaurosira_parasitica;17;4;2;box;244.444444444444;122.4;1;NA;NA;0;0;0;1;1;0;1;0
