Genus_species_name;Cell length um;Cell width um;Cell thickness um;Geometrical shape of the cell;Cell surface area um_;Cell biovolume um3;Number of cells per colony;Colony thickness (takes into account mucilage) um;Geometrical shape of the colony;Mobility apparatus;Mobility apparatus: Flagella;Mobility apparatus: Raphe;Colonial;Filament;Heterotrophic;Mixotrophic;Autotrophic
Coelastrum_astroideum;8;8;8;ell;637.801284913898;267.946666666667;16;24;sphe;0;0;0;1;0;0;0;1
Coelastrum_cambricum;13;13;13;ell;1664.42227321995;1149.76333333333;16;39;sphe;0;0;0;1;0;0;0;1
Coelastrum_indicum;10;10;10;ell;990.071350128261;523.333333333333;16;30;sphe;0;0;0;1;0;0;0;1
Coelastrum_microporum;13;13;13;ell;1664.42227321995;1149.76333333333;16;39;sphe;0;0;0;1;0;0;0;1
Coelastrum_morus;12;12;12;ell;1420.17188531361;904.32;16;36;sphe;0;0;0;1;0;0;0;1
Coelastrum_pseudomicroporum;10;10;10;ell;990.071350128261;523.333333333333;16;30;sphe;0;0;0;1;0;0;0;1
Coelastrum_reticulatum;7;7;7;ell;490.831814580554;179.503333333333;16;21;sphe;0;0;0;1;0;0;0;1
Coelastrum_reticulatum_3_cells;3;3;3;sphe;28.26;14.13;3;6;sphe;0;0;0;1;0;0;0;1
Coelastrum_sp_single_cell;12;12;4;sphe;452.16;301.44;1;NA;NA;0;0;0;1;0;0;0;1
Coelastrum_sphaericum;13;13;13;ell;1664.42227321995;1149.76333333333;16;39;sphe;0;0;0;1;0;0;0;1
Coelosphaerium_kutzingii;2.5;2.5;2.5;ell;69.372421357192;8.17708333333333;80;50;ell;0;0;0;1;0;0;0;1
Coenochloris_hindakii;6;6;6;ell;363.288039243813;113.04;16;40;sphe;0;0;0;1;0;0;0;1
Coenochloris_ovalis;9;6;5;trel;492.680372047361;141.3;16;40;sphe;0;0;0;1;0;0;0;1
Coenochloris_pyrenoideum_var._minimum;5;5;5;ell;255.147988149711;65.4166666666667;16;30;sphe;0;0;0;1;0;0;0;1
Coenochloris_pyrenoidosa;5;5;5;ell;255.147988149711;65.4166666666667;16;30;sphe;0;0;0;1;0;0;0;1
Coenochloris_sp.;5.5;5.5;5.5;ell;306.794345927373;87.0695833333333;16;33;sphe;0;0;0;1;0;0;0;1
Coenocystis_planctonica_var._hercynica;20;16;16;ell;3135.61297478754;2679.46666666667;4;43;sphe;0;0;0;1;0;0;0;1
Coenocystis_sp.;7;5;5;ell;350.594153271824;91.5833333333333;4;30;sphe;0;0;0;1;0;0;0;1
Coenocystis_subcylindrica;9;6;6;ell;536.140696186776;169.56;8;36;sphe;0;0;0;1;0;0;0;1
Cosmarium_abbreviatum;10;10;7;ell;849.41255259792;366.333333333333;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_abbreviatum_f._minor;10;10;7;ell;849.41255259792;366.333333333333;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_biretum;54;46;27;ell;19624.1565985405;35098.92;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_blytii;16.5;15;5;trel;1740.14492027651;647.625;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_botrytis;30;15;9;ell;3584.71736483753;2119.5;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_brebissonii;50;40;27;ell;16532.3995561095;28260;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_depressum;30;30;15;ell;7574.32808843393;6358.5;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_depressum_var._planctonicum;30;30;15;ell;7574.32808843393;6358.5;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_granatum;45;33;16;ell;11149.5463782317;12434.4;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_impressulum;31.5;24;10;trel;5497.7420219655;3956.4;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_laeve;25;17;10;ell;3368.38603381273;2224.16666666667;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_margaritiferum;57;44;44;ell;30590.7978784502;46200.704;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_margaritiferum_f._regularius;37;35;35;ell;15810.7180020536;18976.0666666667;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_meneghenii;18;14;8;ell;1654.32464976598;1266.048;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_minimum;11;9;9;ell;1086.7179340856;419.661;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_novae-semliae_var._sibericum;16;15;9;trel;2400.9653057938;904.32;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_octhodes;44;33;33;ell;15750.4499153393;22568.436;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_ornatum;36.5;37;15;trel;9763.78455574947;10601.425;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_phaseolus;25;23.5;12;ell;4477.59795812727;3689.5;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_phaseolus_var._minus;20;15;10;trel;3098.80523501843;1256;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_polygonum_var._hexagonum;10;9;4;box;415;288;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_protractum;40;37;20;ell;12697.8966489244;13941.6;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_pseudonitidulum;33;22;22;ell;7881.95937790776;7522.812;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_pseudoornatum;31.5;29.5;15;trel;7066.71758414506;7294.6125;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_pseudopyramidum;51;32;32;ell;17697.5343343153;24597.504;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_punctulatum;40;35;20;ell;10980.4782105295;14653.3333333333;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_pusillum;11;11;5.5;ell;1029.21339551474;313.4505;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_pygmaeum;11.5;12.5;10;trel;1281.69741809681;752.291666666667;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_pygmaeum_var._heimerlii;8;9;3.5;trel;585.562208089096;118.692;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_regnellii;16;15;5;trel;1688.00648045565;628;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_reniforme;52;50;30;ell;29541.4481216008;28574;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_sexangulare_var._minus;14;13;13;ell;1989.35537158481;1114.386;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_skujae;12;12.2;5;trel;1070.92750294617;383.08;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_sp.;40;40;12;ell;15756.7206812344;7033.6;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_sp1;47;34;17;ell;12087.0521313358;14216.8733333333;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_spp.;20;20;10;trel;3037.18247940111;2093.33333333333;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_subcostatum_var._minus;21.5;19.5;10;trel;3201.91168088631;2194.075;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_subcostatum_var._subcostatum;30;28;10;trel;5943.46173116194;4396;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_subcremulatum;27;25;13;ell;5740.4520495923;4133.025;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_subcrenatum;29;26;26;ell;8190.29923632949;9233.484;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_subgranatum;31;22;11;ell;6456.22512150873;3140.83733333333;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_subprotumidum;25;23;15;ell;4708.92019081537;4513.75;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_subprotumidum_var._gregorii;25.5;23.5;10;trel;4380.64572000064;3136.075;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_subsalsum;17;17;12;trel;2871.32987378363;1542.682;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_tenue;10;9;9;ell;990.071350128261;381.51;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_tumidum_1;30;27;15;ell;7009.32687520995;5722.65;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_tumidum_2;35;27.5;10;trel;6826.27544056902;5037.08333333333;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_turpinii;70;65;40;ell;36458.5508027416;95246.6666666667;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_undulatum;54;41;41;ell;24006.3616726619;42754.554;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_undulatum_var._minutum;29;23;10;trel;4894.3706817773;3490.63333333333;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_venustum;37.5;27.5;15;trel;7984.20842049303;8095.3125;1;NA;NA;0;0;0;0;0;0;0;1
Cosmarium_venustum_var._minus;22;20;7.5;ell;3144.12051662603;1727;1;NA;NA;0;0;0;0;0;0;0;1
Crucigenia_fenestrata;4;8.5;3;trel;255.435105214078;53.38;4;3;box;0;0;0;1;0;0;0;1
Crucigenia_lauterbornii;9;6;6;ell;536.140696186776;169.56;16;6;box;0;0;0;1;0;0;0;1
Crucigenia_mucronata;5;7.5;4;ell;301.542788832234;78.5;4;4;box;0;0;0;1;0;0;0;1
Crucigenia_quadrata;6;10;3;trel;427.435130266575;94.2;4;3;box;0;0;0;1;0;0;0;1
Crucigenia_tetrapedia;7;7;3;ell;367.316416537131;76.93;4;3;box;0;0;0;1;0;0;0;1
Crucigeniella_apiculata;7;4.5;4.5;trel;315.534737944642;74.1825;4;4.5;box;0;0;0;1;0;0;0;1
Crucigeniella_crucifera;9;4;4;ell;357.427130791184;75.36;4;4;box;0;0;0;1;0;0;0;1
Crucigeniella_lunaris;14;3.5;3.5;ell;482.036109268628;89.7516666666667;4;3.5;box;0;0;0;1;0;0;0;1
Crucigeniella_pulchra;8;5;5;ell;398.625803071186;104.666666666667;4;5;box;0;0;0;1;0;0;0;1
Crucigeniella_rectangularis;7;4;4;ell;280.475322617459;58.6133333333333;16;4;box;0;0;0;1;0;0;0;1
Cryptomonas_cf._brevis;24;15;10;ell;2970.98548401445;1884;1;NA;NA;1;1;0;0;0;0;1;0
Cryptomonas_cf._lucens;13;8;7;ell;961.523698019168;380.986666666667;1;NA;NA;1;1;0;0;0;0;1;0
Cryptomonas_cf._pyrenoïdifera;16;10;10;ell;1571.25943871064;837.333333333333;1;NA;NA;1;1;0;0;0;0;1;0
Cryptomonas_marsonii;28;9;9;ell;2464.01199462448;1186.92;1;NA;NA;1;1;0;0;0;0;1;0
Cryptomonas_ovata;50;13;11.5;trel;5984.74150909688;3911.91666666667;1;NA;NA;1;1;0;0;0;0;1;0
Cryptomonas_rostrata;42;18;13;trel;6405.7715948717;5143.32;1;NA;NA;1;1;0;0;0;0;1;0
Cryptomonas_rostratiformis;39;14;9;ell;4441.89728076847;2571.66;1;NA;NA;1;1;0;0;0;0;1;0
Cryptomonas_sp.;22;11;9;ell;2160.62723333227;1139.82;1;NA;NA;1;1;0;0;0;0;1;0
Cyanobium_sp.;3.5;3.5;3.5;ell;129.234514910744;22.4379166666667;1;NA;NA;0;0;0;0;0;0;0;1
Cyanodictyon_planctonicum;1.5;1;1;trel;19.017706802901;0.785;500;60;trel;0;0;0;1;0;0;0;1
Cyanosarcina_chroococcoides;9;9;9;sphe;254.34;381.51;4;10;box;0;0;0;1;0;0;0;1
Cyclostephanos_dubius;14.5;14.5;6.5;tube;726.5175;2393.170625;1;NA;NA;0;0;0;0;0;0;1;0
Cyclostephanos_invisitatus;10;10;3;tube;328.13;785;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_atomus;5;5;2;tube;84.78;98.125;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_atomus_var._gracilis;5;5;2;tube;84.78;98.125;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_bodanica_var._bodanica;40;40;10;tube;5181;50240;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_bodanica_var._lemanensis;40;40;10;tube;5181;50240;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_cf._distinguenda_var._unipunctata;6.7;6.7;2.5;tube;150.7671;236.098955;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_cf._quadrijuncta;27;27;5;tube;2328.31;15451.155;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_cf._rossii;16.5;16.5;3.5;tube;874.0975;3526.318125;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_comensis;7;7;4;tube;178.98;269.255;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_costei;9;9;4;tube;279.46;572.265;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_costei_f._petite_aire_centrale;9;9;4;tube;279.46;572.265;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_cyclopuncta;9;9;4;tube;279.46;572.265;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_delicatula;6;6;2;tube;119.32;169.56;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_distinguenda;20.5;20.5;3;tube;1333.715;6762.873125;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_glabriuscula;20;20;5;tube;1295.25;6280;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_kuetzingiana;24;24;5;tube;1847.89;10851.84;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_meduanae;20;20;5;tube;1295.25;6280;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_meneghiniana;20;20;5;tube;1295.25;6280;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_ocellata;10;10;4;tube;339.12;785;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_operculata;6;6;6;tube;169.56;169.56;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_planctonica;40;40;10;tube;5181;50240;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_polymorpha;20;20;5;tube;1295.25;6280;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_pseudostelligera;7;7;3;tube;167.99;269.255;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_radiosa;20;20;5;tube;1295.25;6280;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_sp.;5;5;2.5;tube;88.3125;98.125;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_spp<9um_/Stephanodiscus_minutulus_<7um;7;7;4;tube;178.98;269.255;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_spp>9um_/Stephanodiscus_minutulus_>7um;9;9;4;tube;279.46;572.265;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_stelligera;9;9;3.2;tube;270.4168;572.265;1;NA;NA;0;0;0;0;0;0;1;0
Cyclotella_wuethrichiana;5;5;2;tube;84.78;98.125;1;NA;NA;0;0;0;0;0;0;1;0
Cylindrospermum_Bourget03;3.5;3.5;3.5;tube;57.6975;33.656875;80;3.5;tube;0;0;0;1;1;0;0;1
Cymatopleura_elliptica;160;50;15;box;37166.6666666667;72000;1;NA;NA;1;0;1;0;0;0;1;0
Cymatopleura_solea;90;35;18;box;18000;34020;1;NA;NA;1;0;1;0;0;0;1;0
Cymatopleura_solea_var._regula;110;40;17;box;23166.6666666667;44880;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_affinis;40;8;3;box;1160;768;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_amphicephala;28;6;3.5;box;717.5;470.4;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_caespitosa;25;10;2.5;box;964.285714285714;437.5;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_cistula;77.5;19;6;box;5861.42857142857;6184.5;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_compacta;52;13;4;box;3744;1352;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_cuspidata;44;17;4;box;2834.28571428571;2094.4;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_cymbiformis;25;8;2.5;box;807.142857142857;350;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_delicatula;15;5;2;box;328.571428571429;105;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_ehrenbergii;70;22;11;box;7291.42857142857;11858;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_excisa;27;8;4;box;1017.14285714286;604.8;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_helvetica_var._curta;48;13;6.5;box;2915.71428571429;2839.2;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_laevis;25;6;2.5;box;650;262.5;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_lanceolata;140;28;9;box;15520;24696;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_lata;62;20.5;16;box;7402.85714285714;14235.2;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_leptoceros;37.5;10;4.5;box;1682.14285714286;1181.25;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_microcephala;24;5;2.5;box;550;210;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_minuta;21;5;1.5;box;411.428571428571;110.25;1;NA;NA;1;0;1;1;0;0;1;0
Cymbella_naviculiformis;34;10;3.5;box;1411.42857142857;833;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_parva;31;8.5;3.5;box;1147.85714285714;645.575;1;NA;NA;1;0;1;0;0;0;1;0
Cymbella_prostrata;60;16;10;box;4914.28571428571;6720;1;NA;NA;1;0;1;1;0;0;1;0
Cymbella_sp.;40;18;6;box;3051.42857142857;3024;1;NA;NA;1;0;1;1;0;0;1;0
Cymbella_ventricosa;20;7;2.5;box;691.666666666667;210;1;NA;NA;1;0;1;1;0;0;1;0
Cymbopleura_lata;53;17;6;box;3774.28571428571;3784.2;1;NA;NA;1;0;1;0;0;0;1;0
Cymbopleura_similiformis;35;7;6;box;1420;1029;1;NA;NA;1;0;1;0;0;0;1;0
Cyst_1_of_Chrysophyceae;8.5;8.5;8.5;ell;718.575409063727;321.392083333333;1;NA;NA;0;0;0;0;0;0;1;0
Cyst_2_of_Chrysophyceae;11.6;11.6;11.6;ell;1327.92306037852;816.868906666667;1;NA;NA;0;0;0;0;0;0;1;0
Cyst_Chrysophycee_N°1;10;10;10;ell;990.071350128261;523.333333333333;1;NA;NA;0;0;0;0;0;0;1;0
Cyst_of_Ceratium_hirundinella;50;27;15;ell;10498.1593227395;10597.5;1;NA;NA;0;0;0;0;0;0;1;0
Cyst_of_Chrysophyceaes_N°2_(diam._17,5um);17.5;17.5;17.5;ell;3004.54955457171;2804.73958333333;1;NA;NA;0;0;0;0;0;0;1;0
Cyst_of_Dinobryon;13;13;13;ell;1664.42227321995;1149.76333333333;1;NA;NA;0;0;0;0;0;0;1;0
Cyst_of_péridinien;30;30;30;ell;10996.5946190586;11304;1;NA;NA;0;0;0;0;0;0;1;0
Cysts_of_Chrysophyceae_(14u);14;14;14;ell;1928.14443707451;1436.02666666667;1;NA;NA;0;0;0;0;0;0;1;0
Cysts_of_Chrysophyceae_(30u);30;30;30;ell;8797.27569524688;14130;1;NA;NA;0;0;0;0;0;0;1;0
Denticula_tenuis;30;5;5;box;1083.33333333333;450;1;NA;NA;1;0;1;0;0;0;1;0
Desmarella_brachycalyx;6;4.5;4.5;ell;272.46602943286;63.585;1;NA;NA;1;1;0;0;0;1;0;0
Desmatractum_indutum;30;12;8;doco;2967.55469698901;753.6;1;NA;NA;0;0;0;0;0;0;0;1
Diatoma_ehrenbergii;80;10;10;box;3777.77777777778;7200;1;NA;NA;0;0;0;1;0;0;1;0
Diatoma_elongatum;71;3.5;2.75;box;1007.5;615.0375;1;NA;NA;0;0;0;1;0;0;1;0
Diatoma_mesodon;30;10;3;box;840;900;1;NA;NA;0;0;0;1;0;0;1;0
Diatoma_moniliformis;18;5.4;5.4;box;447.12;524.88;1;NA;NA;0;0;0;1;0;0;1;0
Diatoma_tenuis;115;3;3;box;1398;1035;1;NA;NA;0;0;0;1;0;0;1;0
Diatoma_vulgaris;45;10;10;box;2500;3600;1;NA;NA;0;0;0;1;0;0;1;0
Dictyochlorella_reniformis;8;4;4;ell;318.900642456949;66.9866666666667;8;NA;NA;0;0;0;0;0;0;0;1
Dictyosphaerium_cf_subsolitarium;2.2;2.2;2.2;ell;55.1399204683698;5.57245333333333;8;13.2;sphe;0;0;0;1;0;0;0;1
Dictyosphaerium_cf_tetrachotomum;10;5;5;ell;495.035675064131;130.833333333333;32;60;sphe;0;0;0;1;0;0;0;1
Dictyosphaerium_ehrenbergianum;5;7;7;ell;357.207183409595;128.216666666667;16;30;sphe;0;0;0;1;0;0;0;1
Dictyosphaerium_elongatum;6;6;6;ell;363.288039243813;113.04;32;36;sphe;0;0;0;1;0;0;0;1
Dictyosphaerium_pulchellum;7;7;7;ell;490.831814580554;179.503333333333;32;42;sphe;0;0;0;1;0;0;0;1
Dictyosphaerium_subsolitarium;2.2;2.2;2.2;ell;55.1399204683698;5.57245333333333;8;13.2;sphe;0;0;0;1;0;0;0;1
Dictyosphaerium_subsolitarium_single_cell;2.2;2.2;2.2;ell;55.1399204683698;5.57245333333333;1;NA;NA;0;0;0;0;0;0;0;1
Didymocystis_bicellularis;13;3;3;ell;384.097447666143;61.23;2;3;box;0;0;0;1;0;0;0;1
Didymocystis_fina;5.65;2.2;2.2;ell;125.860751095332;14.3110733333333;2;2.2;box;0;0;0;1;0;0;0;1
Didymocystis_planctonica;11;2.4;2.4;ell;260.812304180543;33.1584;2;2.4;box;0;0;0;1;0;0;0;1
Didymocystis_sp.;12;2.5;2.5;ell;295.869142773668;39.25;2;2.5;box;0;0;0;1;0;0;0;1
Dimorphococcus_cordatus;11;6;6;ell;652.030760451358;207.24;4;15;trel;0;0;0;1;0;0;0;1
Dimorphococcus_lunatus;17;9.5;4;ell;1181.83414239257;338.073333333333;8;25;trel;0;0;0;1;0;0;0;1
Dinobryon_anneciense;43;6;6;ell;3148.63549037829;648.096;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_bavaricum;30;4;4;ell;1954.95015449931;150.72;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_bavaricum_plein;30;4;4;ell;1954.95015449931;150.72;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_bavaricum_vide;30;4;4;ell;1954.95015449931;150.72;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_calyciforme_plein;30;6;6;ell;2932.42523174896;339.12;1;NA;NA;1;1;0;0;0;0;1;0
Dinobryon_cf_stokesii_var._neustonicum_;22;5;5;ell;1538.69108259456;201.483333333333;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_cylindricum;38;9;9;ell;6680.25298447895;805.41;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_cylindricum_plein;38;9;9;ell;6680.25298447895;805.41;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_cylindricum_var._alpinum_plein;52;10;10;trel;10149.6975063212;1360.66666666667;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_cylindricum_var._alpinum_vide;52;10;10;trel;10149.6975063212;1360.66666666667;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_cylindricum_vide;38;9;9;ell;6680.25298447895;805.41;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_divergens;38;9;9;ell;6680.25298447895;805.41;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_divergens_plein;38;9;9;ell;6680.25298447895;805.41;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_divergens_vide;38;9;9;ell;6680.25298447895;805.41;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_elegantissimum;35;9;9;ell;6154.46437646361;741.825;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_elegantissimum_plein;35;9;9;ell;6154.46437646361;741.825;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_elegantissimum_vide;35;9;9;ell;6154.46437646361;741.825;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_eurystoma;27;8;9;cone;2246.74486811006;508.68;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_pediforme;40;9;8;tube;1256;2034.72;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_petiolatum;25;4;4;ell;1956.73445364036;104.666666666667;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_sertularia;35;10;10;ell;6838.29375162623;915.833333333333;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_sertularia_plein;35;10;10;ell;6838.29375162623;915.833333333333;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_sertularia_var._protractum;27;4;4;ell;1760.3257833972;135.648;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_sertularia_var._protuberans;35;11;11;cone;6268.43593899072;664.895;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_sertularia_vide;35;10;10;ell;6838.29375162623;915.833333333333;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_sociale_var._americanum;38;9;9;ell;6680.25298447895;805.41;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_sociale_var._americanum_plein;38;9;9;ell;6680.25298447895;805.41;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_sociale_var._americanum_vide;38;9;9;ell;6680.25298447895;805.41;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_sociale_var._stipitatum;38;9;9;ell;6680.25298447895;805.41;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_sociale_var._stipitatum_plein;38;9;9;ell;6680.25298447895;805.41;1;NA;NA;1;1;0;1;0;0;1;0
Dinobryon_sociale_var._stipitatum_vide;38;9;9;ell;6680.25298447895;805.41;1;NA;NA;1;1;0;1;0;0;1;0
Dinosphaera_palustris;27;27;27;sphe;2289.06;10300.77;1;NA;NA;1;1;0;0;0;0;1;0
Diploneis_elliptica;26.4;10.8;3;box;991.8;684.288;1;NA;NA;1;0;1;0;0;0;1;0
Diploneis_maulerii;32;13;5;box;1602.5;1664;1;NA;NA;1;0;1;0;0;0;1;0
Diploneis_minuta;12;3.5;2;box;146;84;1;NA;NA;1;0;1;0;0;0;1;0
Diploneis_oblongella;16;6;2.5;box;377.5;192;1;NA;NA;1;0;1;0;0;0;1;0
Diploneis_oculata;16;6;4;box;460;307.2;1;NA;NA;1;0;1;0;0;0;1;0
Diploneis_ovalis;30;13;3.5;box;1544.28571428571;955.5;1;NA;NA;1;0;1;0;0;0;1;0
Diploneis_sp.;36;15;10;box;2625;4320;1;NA;NA;1;0;1;0;0;0;1;0
Diplopsalis_acuta;50;40;35;ell;20360.5077869195;32970;1;NA;NA;1;1;0;0;0;0;1;0
Discostella_stelligera;9;9;4;tube;279.46;572.265;1;NA;NA;0;0;0;0;0;0;1;0
Discostella_woltereckii;10;10;5;tube;353.25;785;1;NA;NA;0;0;0;0;0;0;1;0
Echinosphaerella_limnetica;10.5;10.5;10.5;sphe;692.37;605.82375;1;NA;NA;0;0;0;0;0;0;0;1
Elakatothrix_gelatinosa;30;4;4;ell;1172.97009269958;251.2;4;8;trel;0;0;0;1;0;0;0;1
Elakatothrix_sp.;30;4;4;ell;1172.97009269958;251.2;4;8;trel;0;0;0;1;0;0;0;1
Elakatothrix_viridis;30;6;6;trel;1759.45513904938;565.2;4;8;trel;0;0;0;1;0;0;0;1
Encyonema_minutum;21;5;1.5;box;411.428571428571;110.25;1;NA;NA;1;0;1;1;0;0;1;0
Encyonema_prostratum;66;20.5;8.7;box;6015.85714285714;8239.77;1;NA;NA;1;0;1;1;0;0;1;0
Encyonema_reichardtii;10.5;3.5;4;box;265;102.9;1;NA;NA;1;0;1;1;0;0;1;0
Encyonema_silesiacum;29;8;5;box;1191.42857142857;812;1;NA;NA;1;0;1;1;0;0;1;0
