genus.species;Loo;K;Winfinity;tmax;tm;Lm;Temperature;length_at_mat;age_at_mat;BodyshapeI;BodyshapeII;Age_max;therm_pref;hermaphr;fecondation;movement;form;TL.1;SL;FL;HL;PAL;PDL;PPL;PPEL;ED;POL;BD;CH;CA;SnoutTipX;SnoutTipY;CaudalOriginX;CaudalOriginY;DorsalOriginX;DorsalOriginY;AnalOriginX;AnalOriginY;EyeFrontX;EyeFrontY;EyeEndX;EyeEndY;OpercleEndX;OpercleEndY;MaxDepthDorsalX;MaxDepthDorsalY;MaxDepthVentralX;MaxDepthVentralY;PectoralOriginX;PectoralOriginY;PelvicOriginX;PelvicOriginY;FLEndX;FLEndY;CaudalUpperX;CaudalUpperY;CaudalLowerX;CaudalLowerY;AspectRatio;habitat;feeding.mode;tl;fin.shape;AR;offspring.size;spawning.type
Cephaloscyllium_fasciatum;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;557;445;476;115;352;290;267;111;22;33;78;49;4678;45;165;490;165;335;165;397;165;78;162;100;162;160;165;214;134;214;212;156;165;312;165;521;165;574;147;574;196;0.513254;NA;NA;NA;NA;NA;NA;NA
Cephaloscyllium_hiscosellum;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cephaloscyllium_isabellum;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;552;471;491;112;372;291;264;107;21;31;81;52;3413;52;151;523;151;343;151;424;151;83;148;104;148;164;151;241;112;241;193;159;151;316;151;543;151;597;117;597;169;0.792265;NA;NA;NA;NA;NA;NA;NA
Cephaloscyllium_laticeps;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;flattened;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cephaloscyllium_maculatum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Cephaloscyllium_sarawakensis;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cephaloscyllium_signourum;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cephaloscyllium_silasi;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cephaloscyllium_speccum;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cephaloscyllium_stevensi;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cephaloscyllium_sufflans;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cephaloscyllium_umbratile;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cephaloscyllium_variegatum;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cephaloscyllium_ventriosum;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;demersal;generalist;3.86;heterocercal;0.65;120;non-guarder
Cephaloscyllium_zebrum;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cephalurus_cephalus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cetorhinus_maximus;942.9081415;0.043030618;4693316.437;57.23602501;23.3967026;517.3496606;11.13592705;NA;14.3333333333333;elongated;circular;50;10;dioecism;internal (oviduct);movements of body and/or caudal fin;carangiform;571.5;493.5;519;121;402.5;218.5;317;123.5;6;20;80;132.5;5558;34;151.5;527.5;151.5;252.5;151.5;436.5;151.5;54.5;156.5;60.5;156.5;155;151.5;258;118.5;258;198.5;157.5;151.5;351;151.5;553;151.5;601.5;70.5;601.5;203;3.16209;pelagic;planktivorous;3.2;heterocercal;3.16;1750;bearer
Chaenogaleus_macrostoma;152.5720119;0.160297826;17203.94947;18.4592024;7.167565864;97.32412393;17.92715445;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;568;452;473.5;114.5;350.5;159.5;254;116;12;31;61.5;58;3568;37.5;157.5;483.5;153.5;197;138;388.5;162.5;68.5;153.5;80.5;153.5;152.5;157;226;122;226;183.5;153.5;161;291.5;166;511;164.5;596.5;129;551.5;187;0.9753515;NA;NA;NA;NA;NA;NA;NA
Chiloscyllium_arabicum;259.6234027;0.097390574;94524.93206;29.0769573;11.64114047;152.2823559;17.69512453;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;595.5;469.5;496.5;124;NA;227.5;207;108;11;40.5;61.5;55.5;4750;15.5;119;474;110;243;103;NA;NA;56;104;67;104;139.5;120;179;86.5;179;148;123.5;130;222.5;127;512;117.5;601.5;84.5;541.5;140;0.726751;NA;NA;NA;NA;NA;NA;NA
Chiloscyllium_burmensis;259.6234027;0.097390574;94524.93206;29.0769573;11.64114047;152.2823559;17.69512453;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chiloscyllium_griseum;259.6234027;0.097390574;94524.93206;29.0769573;11.64114047;152.2823559;17.69512453;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;574;424;469;104.5;NA;214.5;181.5;90.5;10.5;38.5;53.5;70.5;5058;26.5;123.5;443;167;241;157.5;NA;NA;64.5;161;75;161;131;173.5;173;139;173;192.5;117;180.5;208;181.5;495.5;171;595;123;541;193.5;1.1514465;NA;NA;NA;NA;NA;NA;NA
Chiloscyllium_hasseltii;259.6234027;0.097390574;94524.93206;29.0769573;11.64114047;152.2823559;17.69512453;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chiloscyllium_indicum;259.6234027;0.097390574;94524.93206;29.0769573;11.64114047;152.2823559;17.69512453;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;567;420;481;100;NA;231;177;97;8;37;50;64;3907;38;197;458;197;269;197;0;0;75;180;83;180;138;197;193;155;193;205;135;197;215;197;519;197;596;147;596;211;1.04837;NA;NA;NA;NA;NA;NA;NA
Chiloscyllium_plagiosum;259.6234027;0.097390574;94524.93206;29.0769573;11.64114047;152.2823559;17.69512453;NA;NA;elongated;NA;7;NA;dioecism;internal (oviduct);NA;NA;582;432.5;NA;101.5;NA;220.5;191.5;93.5;11.5;29.5;58;50.5;4574.5;34;151.5;454;140.5;254.5;138;NA;NA;63;137.5;74.5;137.5;135.5;148;181.5;116.5;181.5;174.5;127.5;158;225.5;163;NA;NA;597;113.5;532;164;0.5692565;NA;NA;NA;NA;NA;NA;NA
Chiloscyllium_punctatum;259.6234027;0.097390574;94524.93206;29.0769573;11.64114047;152.2823559;17.69512453;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;567.666666666667;NA;NA;107;NA;197;185;98.6666666666667;10.3333333333333;44;51.6666666666667;44;4586.66666666667;31;169;441.333333333333;169;228;159.666666666667;NA;NA;75;158.666666666667;85.3333333333333;158.666666666667;138;167.666666666667;164.666666666667;139.666666666667;164.666666666667;191.333333333333;129.666666666667;172.666666666667;216;171.666666666667;NA;NA;570.666666666667;146.333333333333;546.666666666667;190.333333333333;0.422267333333333;NA;NA;NA;NA;NA;NA;NA
Chimaera_argiloba;117.958135;0.123483353;12193.02237;21.4563061;7.369220493;67.70300013;13.1341862;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chimaera_bahamaensis;117.958135;0.123483353;12193.02237;21.4563061;7.369220493;67.70300013;13.1341862;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chimaera_cubana;117.958135;0.123483353;12193.02237;21.4563061;7.369220493;67.70300013;13.1341862;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chimaera_fulva;117.958135;0.123483353;12193.02237;21.4563061;7.369220493;67.70300013;13.1341862;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chimaera_jordani;117.958135;0.123483353;12193.02237;21.4563061;7.369220493;67.70300013;13.1341862;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chimaera_lignaria;117.958135;0.123483353;12193.02237;21.4563061;7.369220493;67.70300013;13.1341862;100;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chimaera_macrospina;117.958135;0.123483353;12193.02237;21.4563061;7.369220493;67.70300013;13.1341862;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chimaera_monstrosa;130.3978035;0.108057117;16617.2042;23.99496477;8.31208269;73.76291194;12.77572958;43.3;NA;elongated;NA;30;NA;dioecism;internal (oviduct);NA;NA;586;437;586;101;362;114;225;126;23;47;65;19;1151;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.31364;bathydemersal;benthivorous;3.52;pointed;0.31;135;non-guarder
Chimaera_notafricana;117.958135;0.123483353;12193.02237;21.4563061;7.369220493;67.70300013;13.1341862;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chimaera_obscura;117.958135;0.123483353;12193.02237;21.4563061;7.369220493;67.70300013;13.1341862;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chimaera_opalescens;117.958135;0.123483353;12193.02237;21.4563061;7.369220493;67.70300013;13.1341862;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bathydemersal;benthivorous;3.52;pointed;0.27;135;non-guarder
Chimaera_owstoni;117.958135;0.123483353;12193.02237;21.4563061;7.369220493;67.70300013;13.1341862;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chimaera_panthera;117.958135;0.123483353;12193.02237;21.4563061;7.369220493;67.70300013;13.1341862;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chimaera_phantasma;117.958135;0.123483353;12193.02237;21.4563061;7.369220493;67.70300013;13.1341862;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;842;510;842;109;448;102;220;109;29;45;68;19;1619;37;138;547;138;139;138;485;138;82;132;111;132;146;138;204;110;204;178;146;138;258;138;302;190;519;110;519;129;0.222977;NA;NA;NA;NA;NA;NA;NA
Chlamydoselachus_africana;161.4775491;0.131364314;21569.56898;20.79933652;8.272316561;97.42558541;16.87784749;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chlamydoselachus_anguineus;161.4775491;0.131364314;21569.56898;20.79933652;8.272316561;97.42558541;16.87784749;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;600;477;NA;101;390.5;400;289;109;8.5;16.5;66.5;64;5078;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.8596165;NA;NA;NA;NA;NA;NA;NA
Cirrhigaleus_asper;112.1096417;0.082473007;5774.743195;29.9669344;14.14958537;73.00388712;11.85655714;110;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cirrhigaleus_australis;112.1096417;0.082473007;5774.743195;29.9669344;14.14958537;73.00388712;11.85655714;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cirrhigaleus_barbifer;112.1096417;0.082473007;5774.743195;29.9669344;14.14958537;73.00388712;11.85655714;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;595;518;545;90;NA;196;345;100;11;19;100;87;3903;22;146;525;127;218;106;NA;NA;41;139;52;139;112;152;212;106;212;206;122;157;367;179;567;152;611;82;571;169;1.93928;NA;NA;NA;NA;NA;NA;NA
Cirrhoscyllium_expolitum;259.6234027;0.097390574;94524.93206;29.0769573;11.64114047;152.2823559;17.69512453;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;545;431;521;98;324;261;188;90;15;30;47;37;2788;47;166;478;166;308;166;371;166;76;161;91;161;145;166;202;139;202;186;137;166;235;166;568;166;588;144;588;181;0.491033;NA;NA;NA;NA;NA;NA;NA
Cirrhoscyllium_formosanum;259.6234027;0.097390574;94524.93206;29.0769573;11.64114047;152.2823559;17.69512453;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;524;435;460;84;329;255;194;79;11;26;38;32;2146;62;171;497;171;317;171;391;171;87;162;98;162;146;171;217;148;217;186;141;171;256;171;522;171;577;143;577;175;0.477167;NA;NA;NA;NA;NA;NA;NA
Cirrhoscyllium_japonicum;259.6234027;0.097390574;94524.93206;29.0769573;11.64114047;152.2823559;17.69512453;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Crassinarke_dormitor;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cruriraja_atlantis;103.5431965;0.140511446;5023.295493;16.53429249;8.135706159;66.85285846;14.01643591;NA;NA;other;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cruriraja_cadenati;103.5431965;0.140511446;5023.295493;16.53429249;8.135706159;66.85285846;14.01643591;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cruriraja_durbanensis;103.5431965;0.140511446;5023.295493;16.53429249;8.135706159;66.85285846;14.01643591;NA;NA;other;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cruriraja_hulleyi;103.5431965;0.140511446;5023.295493;16.53429249;8.135706159;66.85285846;14.01643591;NA;NA;other;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cruriraja_parcomaculata;103.5431965;0.140511446;5023.295493;16.53429249;8.135706159;66.85285846;14.01643591;NA;NA;other;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cruriraja_poeyi;103.5431965;0.140511446;5023.295493;16.53429249;8.135706159;66.85285846;14.01643591;NA;NA;other;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cruriraja_rugosa;103.5431965;0.140511446;5023.295493;16.53429249;8.135706159;66.85285846;14.01643591;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ctenacis_fehlmanni;152.5720119;0.160297826;17203.94947;18.4592024;7.167565864;97.32412393;17.92715445;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dactylobatus_armatus;103.5431965;0.140511446;5023.295493;16.53429249;8.135706159;66.85285846;14.01643591;NA;NA;other;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
