genus.species;Loo;K;Winfinity;tmax;tm;Lm;Temperature;length_at_mat;age_at_mat;BodyshapeI;BodyshapeII;Age_max;therm_pref;hermaphr;fecondation;movement;form;TL.1;SL;FL;HL;PAL;PDL;PPL;PPEL;ED;POL;BD;CH;CA;SnoutTipX;SnoutTipY;CaudalOriginX;CaudalOriginY;DorsalOriginX;DorsalOriginY;AnalOriginX;AnalOriginY;EyeFrontX;EyeFrontY;EyeEndX;EyeEndY;OpercleEndX;OpercleEndY;MaxDepthDorsalX;MaxDepthDorsalY;MaxDepthVentralX;MaxDepthVentralY;PectoralOriginX;PectoralOriginY;PelvicOriginX;PelvicOriginY;FLEndX;FLEndY;CaudalUpperX;CaudalUpperY;CaudalLowerX;CaudalLowerY;AspectRatio;habitat;feeding.mode;tl;fin.shape;AR;offspring.size;spawning.type
Rhincodon_typus;1540.112522;0.030859026;21204514.39;88.6360986;38.5317828;779.6189658;20.02606906;907.333333333333;NA;elongated;other (see remarks);20;20.5;dioecism;internal (oviduct);NA;NA;589;475;529;141;401.5;285.5;307;126;10;20;101.5;171;6889;26;209;501;209;311.5;209;427.5;209;46;212;56;212;167;209;217.5;156;217.5;257.5;152;209;333;209;555;209;611.5;116.5;611.5;287.5;4.24619;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_albomaculatus;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;610;575;NA;NA;NA;351;NA;224;14;80;NA;NA;NA;13;167;558;160;364;166;NA;NA;93;148;107;150;NA;NA;NA;NA;NA;NA;237;121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_annandalei;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;616;NA;NA;NA;NA;342;224;NA;14;85;NA;NA;NA;15;134;578;120;357;131;NA;NA;100;157;114;157;NA;NA;NA;NA;NA;NA;NA;NA;239;97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_formosensis;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;561;NA;NA;NA;NA;326;203;NA;15;85;NA;NA;NA;36;141;551;143;362;147;NA;NA;121;126;136;126;NA;NA;NA;NA;NA;NA;NA;NA;239;117;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_glaucostigma;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_holcorhynchus;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_horkelii;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_hynnicephalus;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;529;NA;NA;NA;NA;298;179;NA;16;66;NA;NA;NA;35;148;501;139;333;141;NA;NA;101;130;117;130;NA;NA;NA;NA;NA;NA;NA;NA;214;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_irvinei;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_jimbaranensis;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;76.5;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_lentiginosus;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_leucorhynchus;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_lionotus;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_nudidorsalis;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_penggali;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;71.9;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_percellens;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_planiceps;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_prahli;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_productus;163.165383;0.135684394;20734.24522;16.72668941;7.424936816;92.25087952;18.32037098;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_punctifer;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;610;NA;NA;NA;NA;329;227;NA;10;87;NA;NA;NA;11;121;562;116;340;122;NA;NA;98;99;108;99;NA;NA;NA;NA;NA;NA;NA;NA;238;83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_rhinobatos;131.7942739;0.184958532;10703.35475;12.53355652;5.454087551;75.46707346;19.67675978;NA;NA;elongated;flattened;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;592;NA;NA;NA;NA;362;233;NA;9;87;NA;NA;NA;28;136;559;141;390;142;NA;NA;115;117;124;117;NA;NA;NA;NA;NA;NA;NA;NA;261;99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_sainsburyi;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinobatos_schlegelii;133.8554947;0.169488718;11352.74174;13.81489152;6.058990566;77.31959598;19.12387647;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;614;NA;NA;NA;NA;354;206;NA;11;69;NA;NA;NA;13;131;576;127;367;127;NA;NA;82;149;93;149;NA;NA;NA;NA;NA;NA;NA;NA;219;83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinochimaera_africana;96.39969503;0.161174921;6557.550396;17.14389528;5.793733312;56.84275799;14.00876616;NA;NA;elongated;angular;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinochimaera_atlantica;96.39969503;0.161174921;6557.550396;17.14389528;5.793733312;56.84275799;14.00876616;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;629;473;535;185;NA;208;359;209;13;149;71;NA;NA;6;86;479;86;214;86;0;0;154;67;167;67;191;86;267;51;267;122;215;86;365;86;541;86;NA;NA;NA;NA;NA;bathydemersal;benthivorous;3.55;pointed;NA;125;non-guarder
Rhinochimaera_pacifica;96.39969503;0.161174921;6557.550396;17.14389528;5.793733312;56.84275799;14.00876616;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinoptera_adspersa;108.5946437;0.144709559;5877.387074;15.34422905;5.80909151;58.63229037;18.04237811;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinoptera_bonasus;108.5946437;0.144709559;5877.387074;15.34422905;5.80909151;58.63229037;18.04237811;64.75;4.5;other;NA;15.5;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;benthopelagic;generalist;3.23;pointed;NA;325;bearer
Rhinoptera_brasiliensis;108.5946437;0.144709559;5877.387074;15.34422905;5.80909151;58.63229037;18.04237811;NA;NA;other;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;demersal;benthivorous;3.23;pointed;NA;455;bearer
Rhinoptera_hainanensis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Rhinoptera_jayakari;108.5946437;0.144709559;5877.387074;15.34422905;5.80909151;58.63229037;18.04237811;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinoptera_marginata;108.5946437;0.144709559;5877.387074;15.34422905;5.80909151;58.63229037;18.04237811;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinoptera_neglecta;108.5946437;0.144709559;5877.387074;15.34422905;5.80909151;58.63229037;18.04237811;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinoptera_peli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Rhinoraja_albomaculata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Rhinoraja_longicauda;106.1787241;0.107508349;5960.867988;20.85908705;10.13552314;63.45144419;15.16058376;NA;NA;other;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhinoraja_macloviana;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Rhinoraja_taranetzi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Rhizoprionodon_acutus;99.24419726;0.42460615;5679.570553;8.374323238;2.935944881;67.31765513;26.44913425;NA;NA;fusiform / normal;NA;NA;27;dioecism;internal (oviduct);NA;NA;593.666666666667;473;488.666666666667;128.333333333333;358.333333333333;189;282.333333333333;128.666666666667;12.3333333333333;44.6666666666667;81.3333333333333;95;5056.66666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.83004333333333;NA;NA;NA;NA;NA;NA;NA
Rhizoprionodon_lalandii;99.38117983;0.405399495;5601.784888;8.678505462;3.038990008;68.23593123;24.80636481;59.4875;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;585.666666666667;459.333333333333;481.666666666667;128;360;181;282;123.333333333333;13.3333333333333;40.6666666666667;71.6666666666667;93;5227.66666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.65554333333333;NA;NA;NA;NA;NA;NA;NA
Rhizoprionodon_longurio;99.38117983;0.405399495;5601.784888;8.678505462;3.038990008;68.23593123;24.80636481;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;585;466;487;145.5;365.5;191.5;286;143;12.5;48;84.5;92;6007.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4415;NA;NA;NA;NA;NA;NA;NA
Rhizoprionodon_oligolinx;99.38117983;0.405399495;5601.784888;8.678505462;3.038990008;68.23593123;24.80636481;60.9;NA;fusiform / normal;NA;NA;NA;dioecism;internal (oviduct);NA;NA;558;438;454;129;322;165;257;117;14;42;70;79;4626;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.34911;NA;NA;NA;NA;NA;NA;NA
Rhizoprionodon_porosus;97.99234467;0.394348878;5390.01312;8.850412216;3.106974248;67.1419163;24.64401295;66.25;NA;fusiform / normal;NA;NA;NA;dioecism;internal (oviduct);NA;NA;556;430;450;123;338;173;254;118;13;39;73;85;4503;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.60449;NA;NA;NA;NA;NA;NA;NA
Rhizoprionodon_taylori;70.59358681;0.608027569;1942.015051;6.553883489;2.1793875;51.77260182;25.21641546;44.35;0.715;fusiform / normal;NA;NA;25;dioecism;internal (oviduct);NA;NA;557;448;468;115;345;171;263;112;12;41;76;99;5336;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.83677;NA;NA;NA;NA;NA;NA;NA
Rhizoprionodon_terraenovae;99.19567743;0.405301999;5638.2942;8.821659101;2.865731482;66.81620146;25.20603166;90;4;fusiform / normal;NA;9.66666666666667;25.5;dioecism;internal (oviduct);NA;NA;595;470;491;141;366;193;281;136;14;43;82;90;5223;16;133;470;124;209;90;382;156;59;135;73;135;157;146;212;89;212;171;152;156;297;164;507;152;601;87;508;177;1.55083;demersal;piscivorous;4.37;heterocercal;1.55;320;bearer
Rhynchobatus_australiae;130.0117092;0.151706609;10520.40302;15.64943927;6.922688107;76.62332452;17.82447261;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhynchobatus_djiddensis;130.0117092;0.151706609;10520.40302;15.64943927;6.922688107;76.62332452;17.82447261;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;616.5;NA;NA;NA;NA;290.5;NA;NA;17;108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhynchobatus_laevis;130.0117092;0.151706609;10520.40302;15.64943927;6.922688107;76.62332452;17.82447261;NA;NA;elongated;flattened;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhynchobatus_luebberti;130.0117092;0.151706609;10520.40302;15.64943927;6.922688107;76.62332452;17.82447261;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;577;546;560;NA;NA;304;259;NA;14;96;NA;NA;NA;28;198;574;198;332;198;0;0;127;228;141;228;0;0;NA;NA;NA;NA;NA;NA;287;198;588;198;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhynchobatus_palpebratus;130.0117092;0.151706609;10520.40302;15.64943927;6.922688107;76.62332452;17.82447261;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rhynchobatus_springeri;130.0117092;0.151706609;10520.40302;15.64943927;6.922688107;76.62332452;17.82447261;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rostroraja_alba;103.5431965;0.140511446;5023.295493;16.53429249;8.135706159;66.85285846;14.01643591;NA;NA;other;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;demersal;piscivorous;4.41;pointed;NA;154;non-guarder
Schroederichthys_bivius;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Schroederichthys_chilensis;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Schroederichthys_maculatus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Schroederichthys_saurisqualus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Schroederichthys_tenuis;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
