Genus_Species;Genus;Species;comname;sciname;Anaerobic;Browsable;Calcerous;Coarse_Soil;Cold_Strat_Reqd;Fine_Soil;Fire_Tolerance;FrostFree_Days;Grazable;Height20yrs;HeightMax;max_pH;max_Precip;MediumSoil;min_pH;min_Precip;min_Temp;NitrFix;growthHabit;
Abelia_grandiflora;Abelia;grandiflora;glossy abelia;Abelia grandiflora (Rovelli ex André) Rehd.;0;NA;0;1;0;0;2;145;NA;1.21921482565228;1.21921482565228;6.8;152.4;1;5.5;88.9;-22.2222222222222;0;Shrub;
Abies_amabilis;Abies;amabilis;Pacific silver fir;Abies amabilis (Dougl. ex Loud.) Dougl. ex Forbes;0;NA;1;1;1;1;0;40;NA;6.0960741282614;60.960741282614;6;203.2;1;3.3;86.36;-13.8888888888889;0;Tree;
Abies_balsamea;Abies;balsamea;balsam fir;Abies balsamea (L.) P. Mill.;0;1;1;1;1;0;1;80;NA;5.48646671543526;18.2882223847842;6;152.4;1;4;33.02;-41.6666666666667;0;Tree;
Abies_concolor;Abies;concolor;white fir;Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.;0;1;1;1;1;0;3;80;NA;6.0960741282614;36.5764447695684;7.8;203.2;1;5.5;45.72;-38.8888888888889;0;Tree;
Abies_fraseri;Abies;fraseri;Fraser fir;Abies fraseri (Pursh) Poir.;1;1;1;1;1;0;1;90;1;6.0960741282614;21.3362594489149;5.5;132.08;1;3.5;60.96;-30.5555555555556;0;Tree;
Abies_grandis;Abies;grandis;grand fir;Abies grandis (Dougl. ex D. Don) Lindl.;0;1;1;1;1;0;3;60;NA;7.62009266032675;60.960741282614;7.5;254;1;4.5;27.94;-36.1111111111111;0;Tree;
Abies_lasiocarpa;Abies;lasiocarpa;subalpine fir;Abies lasiocarpa (Hook.) Nutt.;0;1;1;1;1;0;1;120;NA;4.57205559619605;30.480370641307;6.5;101.6;1;4;50.8;-46.1111111111111;0;Tree;
Abies_magnifica;Abies;magnifica;California red fir;Abies magnifica A. Murr.;0;1;1;1;1;0;1;90;1;10.6681297244574;48.7685930260912;7.5;152.4;1;6;76.2;-30.5555555555556;0;Tree;
Abies_procera;Abies;procera;noble fir;Abies procera Rehd.;0;1;1;1;1;0;1;130;1;7.62009266032675;70.1048524750061;7.5;508;1;6;162.56;-30.5555555555556;0;Tree;
Abies_shastensis;Abies;shastensis;Shasta red fir;Abies shastensis (Lemmon) Lemmon;0;1;1;1;1;0;1;90;1;7.62009266032675;54.8646671543526;7.5;152.4;1;6;76.2;-30.5555555555556;0;Tree;
Acacia_constricta;Acacia;constricta;whitethorn acacia;Acacia constricta Benth.;0;2;3;1;0;0;0;250;NA;1.82882223847842;1.82882223847842;8.5;27.94;1;7;10.16;-25;0;Tree;
Acacia_cyclops;Acacia;cyclops;cyclops acacia;Acacia cyclops A. Cunningham ex G. Don;0;1;1;1;0;1;2;180;NA;3.65764447695684;3.65764447695684;8.3;101.6;1;6;40.64;-10;NA;Shrub;
Acacia_greggii;Acacia;greggii;catclaw acacia;Acacia greggii Gray;0;2;3;1;0;0;2;250;NA;4.57205559619605;13.7161667885881;8.5;27.94;1;7;10.16;-25;0;Tree;
Acacia_koa;Acacia;koa;koa;Acacia koa Gray;0;NA;2;1;0;1;2;365;NA;30.480370641307;33.5284077054377;7;508;1;5.5;127;10;3;Tree;
Acacia_longifolia;Acacia;longifolia;Sydney golden wattle;Acacia longifolia (Andr.) Willd.;0;1;1;1;0;1;2;180;NA;6.0960741282614;6.0960741282614;8.3;101.6;1;6;40.64;-10;NA;Tree;
Acacia_melanoxylon;Acacia;melanoxylon;blackwood;Acacia melanoxylon R. Br. ex Ait. f.;0;1;1;1;0;1;2;180;NA;12.1921482565228;12.1921482565228;8.3;101.6;1;6;40.64;-10;NA;Tree;
Acalypha_virginica;Acalypha;virginica;Virginia threeseed mercury;Acalypha virginica L.;0;1;1;0;0;0;0;80;1;NA;0.91441111923921;7;152.4;1;5.9;33.02;0.555555555555556;0;Forb/herb;
Acer_barbatum;Acer;barbatum;southern sugar maple;Acer barbatum Michx.;0;1;2;1;0;0;0;200;NA;9.1441111923921;18.2882223847842;6.5;165.1;1;5.5;101.6;-19.4444444444444;0;Tree;
Acer_circinatum;Acer;circinatum;vine maple;Acer circinatum Pursh;0;1;0;1;1;1;2;200;NA;4.57205559619605;6.0960741282614;7.5;203.2;1;5.5;60.96;-25;0;Tree;
Acer_ginnala;Acer;ginnala;Amur maple;Acer ginnala Maxim.;0;1;1;1;1;0;3;120;1;4.57205559619605;6.0960741282614;7.5;152.4;1;6.1;76.2;-33.3333333333333;0;Tree;
Acer_glabrum;Acer;glabrum;Rocky Mountain maple;Acer glabrum Torr.;0;3;2;1;1;0;3;180;1;4.57205559619605;9.1441111923921;7.5;63.5;1;5.8;30.48;-41.6666666666667;0;Tree;
Acer_glabrum;Acer;glabrum;Douglas maple;Acer glabrum Torr. var. douglasii (Hook.) Dippel;0;2;1;1;1;0;1;120;2;6.0960741282614;9.1441111923921;7.5;127;1;5.5;40.64;-25;0;Tree;
Acer_grandidentatum;Acer;grandidentatum;bigtooth maple;Acer grandidentatum Nutt.;0;1;0;0;1;1;2;100;NA;6.0960741282614;9.1441111923921;7.5;76.2;1;5.5;30.48;-30.5555555555556;0;Tree;
Acer_macrophyllum;Acer;macrophyllum;bigleaf maple;Acer macrophyllum Pursh;3;3;1;1;1;1;3;240;1;9.1441111923921;30.480370641307;7;101.6;1;4.8;60.96;-13.8888888888889;0;Tree;
Acer_negundo;Acer;negundo;boxelder;Acer negundo L.;0;1;3;1;1;1;1;100;1;10.6681297244574;18.2882223847842;7.9;162.56;1;4.4;38.1;-41.6666666666667;0;Tree;
Acer_nigrum;Acer;nigrum;black maple;Acer nigrum Michx. f.;1;2;2;1;1;1;1;120;NA;8.53450377956596;30.480370641307;6;142.24;1;4.5;63.5;-36.1111111111111;0;Tree;
Acer_pensylvanicum;Acer;pensylvanicum;striped maple;Acer pensylvanicum L.;0;3;1;1;1;0;2;100;2;7.62009266032675;10.6681297244574;6.5;193.04;1;4.4;60.96;-43.8888888888889;0;Tree;
Acer_platanoides;Acer;platanoides;Norway maple;Acer platanoides L.;0;NA;2;1;1;1;1;100;NA;10.6681297244574;12.1921482565228;6.8;152.4;1;4.8;60.96;-36.1111111111111;0;Tree;
Acer_pseudoplatanus;Acer;pseudoplatanus;sycamore maple;Acer pseudoplatanus L.;0;1;1;0;1;1;2;140;1;18.2882223847842;21.3362594489149;7;152.4;1;5.8;81.28;-30.5555555555556;0;Tree;
Acer_rubrum;Acer;rubrum;red maple;Acer rubrum L.;2;2;3;1;0;1;1;100;1;10.6681297244574;19.8122409168495;7.4;193.04;1;4;45.72;-43.8888888888889;0;Tree;
Acer_saccharinum;Acer;saccharinum;silver maple;Acer saccharinum L.;3;1;2;1;0;1;1;90;1;13.7161667885881;24.3842965130456;7.5;160.02;1;4;55.88;-43.8888888888889;0;Tree;
Acer_saccharum;Acer;saccharum;sugar maple;Acer saccharum Marsh.;0;3;2;1;1;0;2;80;NA;6.0960741282614;30.480370641307;7.9;203.2;1;3.7;50.8;-43.8888888888889;0;Tree;
Acer_spicatum;Acer;spicatum;mountain maple;Acer spicatum Lam.;1;2;2;0;1;0;3;100;1;9.1441111923921;9.1441111923921;7;152.4;1;5.8;76.2;-33.3333333333333;0;Tree;
Achillea_millefolium;Achillea;millefolium;common yarrow;Achillea millefolium L.;0;2;2;0;0;0;3;120;1;NA;0.91441111923921;8;152.4;1;6;20.32;-38.8888888888889;0;Forb/herb;
Achillea_millefolium;Achillea;millefolium;western yarrow;Achillea millefolium L. var. occidentalis DC.;0;1;2;1;0;0;3;100;1;NA;0.91441111923921;8;66.04;1;6;20.32;-38.8888888888889;0;Forb/herb;
Achnatherum_hymenoides;Achnatherum;hymenoides;Indian ricegrass;Achnatherum hymenoides (Roemer & J.A. Schultes) Barkworth;2;3;3;1;1;0;3;110;3;NA;0.60960741282614;8.6;40.64;1;6.6;15.24;-36.1111111111111;0;Graminoid;
Achnatherum_lemmonii;Achnatherum;lemmonii;Lemmon's needlegrass;Achnatherum lemmonii (Vasey) Barkworth var. lemmonii;0;2;2;1;0;0;3;90;2;NA;0.91441111923921;7.5;50.8;1;6;25.4;-33.3333333333333;0;Graminoid;
Achnatherum_lettermanii;Achnatherum;lettermanii;Letterman's needlegrass;Achnatherum lettermanii (Vasey) Barkworth;0;3;2;1;0;0;3;90;3;NA;0.60960741282614;7.6;50.8;1;6;15.24;-33.3333333333333;0;Graminoid;
Achnatherum_nelsonii;Achnatherum;nelsonii;Dore's needlegrass;Achnatherum nelsonii (Scribn.) Barkworth ssp. dorei (Barkworth & Maze) Barkworth;0;1;2;0;0;0;3;135;2;NA;0.91441111923921;8;50.8;1;6.8;15.24;-33.3333333333333;0;Graminoid;
Achnatherum_occidentale;Achnatherum;occidentale;western needlegrass;Achnatherum occidentale (Thurb.) Barkworth ssp. occidentale;0;2;1;1;0;0;3;110;2;NA;0.60960741282614;7.5;35.56;1;5.7;20.32;-33.3333333333333;0;Graminoid;
Achnatherum_speciosum;Achnatherum;speciosum;desert needlegrass;Achnatherum speciosum (Trin. & Rupr.) Barkworth;0;2;2;1;0;0;3;120;2;NA;0.60960741282614;7.7;35.56;1;6;15.24;-25;0;Graminoid;
Achnatherum_thurberianum;Achnatherum;thurberianum;Thurber's needlegrass;Achnatherum thurberianum (Piper) Barkworth;0;1;1;1;0;0;3;100;2;NA;0.60960741282614;7.5;40.64;1;6;15.24;-30.5555555555556;0;Graminoid;
Acmella_oppositifolia;Acmella;oppositifolia;oppositeleaf spotflower;Acmella oppositifolia (Lam.) R.K. Jansen var. repens (Walt.) R.K. Jansen;1;NA;2;0;0;1;1;200;3;NA;0.213362594489149;7.5;127;1;5;76.2;-19.4444444444444;0;Forb/herb;
Aconitum_columbianum;Aconitum;columbianum;Columbian monkshood;Aconitum columbianum Nutt.;2;1;2;1;0;1;2;110;1;NA;1.52401853206535;7.2;127;1;5.4;30.48;-33.3333333333333;0;Forb/herb;
Acorus_americanus;Acorus;americanus;sweetflag;Acorus americanus (Raf.) Raf.;3;NA;1;0;0;1;0;120;1;NA;1.18873445501097;7.2;165.1;1;5.6;40.64;-38.8888888888889;0;Forb/herb;
Acorus_calamus;Acorus;calamus;calamus;Acorus calamus L.;3;1;2;1;0;0;3;90;1;NA;1.52401853206535;7.2;152.4;1;5.2;81.28;-38.8888888888889;0;Forb/herb;
Adenostoma_fasciculatum;Adenostoma;fasciculatum;chamise;Adenostoma fasciculatum Hook. & Arn.;0;2;1;1;0;1;3;120;1;1.82882223847842;3.0480370641307;6;76.2;1;4;15.24;0;0;Shrub;
Adiantum_capillus-veneris;Adiantum;capillus-veneris;common maidenhair;Adiantum capillus-veneris L.;2;1;3;0;0;1;0;120;1;NA;0.518166300902219;8;152.4;1;6;25.4;-36.1111111111111;0;Forb/herb;
Adiantum_pedatum;Adiantum;pedatum;northern maidenhair;Adiantum pedatum L.;1;NA;1;1;0;0;2;80;NA;NA;0.396244818336991;6.6;152.4;1;4.6;91.44;-38.8888888888889;0;Forb/herb;
Aesculus_californica;Aesculus;californica;California buckeye;Aesculus californica (Spach) Nutt.;0;1;1;1;0;0;1;175;1;9.1441111923921;12.1921482565228;7.5;190.5;0;5.5;35.56;-16.6666666666667;0;Tree;
Aesculus_flava;Aesculus;flava;yellow buckeye;Aesculus flava Ait.;0;1;2;0;1;0;1;160;NA;9.1441111923921;19.8122409168495;7;203.2;1;5;101.6;-25;0;Tree;
Aesculus_glabra;Aesculus;glabra;Ohio buckeye;Aesculus glabra Willd.;0;1;2;0;1;1;1;145;1;7.62009266032675;15.2401853206535;7.1;139.7;1;5;76.2;-36.1111111111111;0;Tree;
Aesculus_pavia;Aesculus;pavia;red buckeye;Aesculus pavia L.;2;1;2;1;0;1;1;180;1;3.65764447695684;7.62009266032675;7;165.1;1;3.7;91.44;-28.8888888888889;0;Tree;
Aesculus_sylvatica;Aesculus;sylvatica;painted buckeye;Aesculus sylvatica Bartr.;1;1;2;0;1;0;1;200;NA;9.1441111923921;19.8122409168495;7;203.2;1;5;101.6;-13.8888888888889;0;Tree;
Agastache_parvifolia;Agastache;parvifolia;smallleaf giant hyssop;Agastache parvifolia Eastw.;1;1;1;1;0;0;2;130;1;NA;0.60960741282614;6.2;30.48;1;6.2;30.48;-30.5555555555556;0;Subshrub;
Agastache_urticifolia;Agastache;urticifolia;nettleleaf giant hyssop;Agastache urticifolia (Benth.) Kuntze;1;1;2;1;0;1;3;120;3;NA;1.52401853206535;8;60.96;1;6;45.72;-36.1111111111111;0;Subshrub;
Agave_americana;Agave;americana;American century plant;Agave americana L.;0;NA;2;1;0;0;1;300;NA;NA;1.82882223847842;8;35.56;1;6;20.32;-11.1111111111111;0;Subshrub;
Agave_utahensis;Agave;utahensis;Utah agave;Agave utahensis Engelm.;0;1;3;1;0;0;0;120;1;0.30480370641307;0.30480370641307;8;60.96;1;7;12.7;-30.5555555555556;0;Subshrub;
Agoseris_aurantiaca;Agoseris;aurantiaca;orange agoseris;Agoseris aurantiaca (Hook.) Greene;0;2;2;1;0;1;2;120;2;NA;0.30480370641307;7.5;175.26;1;6.6;48.26;-36.1111111111111;0;Subshrub;
Agoseris_glauca;Agoseris;glauca;pale agoseris;Agoseris glauca (Pursh) Raf.;0;2;2;1;0;1;2;120;2;NA;0.30480370641307;8;175.26;1;6;25.4;-36.1111111111111;0;Forb/herb;
Agoseris_grandiflora;Agoseris;grandiflora;bigflower agoseris;Agoseris grandiflora (Nutt.) Greene;1;1;2;1;0;1;3;120;1;NA;0.548646671543526;7.3;50.8;1;5.8;30.48;-25;0;Forb/herb;
Agrimonia_gryposepala;Agrimonia;gryposepala;tall hairy agrimony;Agrimonia gryposepala Wallr.;0;1;2;1;0;0;0;120;1;NA;1.79834186783711;7;139.7;1;4.5;38.1;-41.6666666666667;0;Forb/herb;
Agrimonia_parviflora;Agrimonia;parviflora;harvestlice;Agrimonia parviflora Ait.;1;1;1;1;1;1;1;160;1;NA;1.82882223847842;8;127;1;6;60.96;-36.1111111111111;0;Forb/herb;
Agrimonia_rostellata;Agrimonia;rostellata;beaked agrimony;Agrimonia rostellata Wallr.;3;1;2;1;0;0;0;120;1;NA;0.701048524750061;7;127;1;4.5;88.9;-36.1111111111111;0;Forb/herb;
Agrimonia_striata;Agrimonia;striata;roadside agrimony;Agrimonia striata Michx.;2;1;0;1;0;0;1;140;1;NA;1.82882223847842;7.5;114.3;1;5.5;20.32;-41.6666666666667;0;Forb/herb;
Agropyron_cristatum;Agropyron;cristatum;crested wheatgrass;Agropyron cristatum (L.) Gaertn.;0;1;2;0;1;1;3;60;2;NA;0.60960741282614;8.2;76.2;1;6;15.24;-33.3333333333333;0;Graminoid;
Agropyron_desertorum;Agropyron;desertorum;desert wheatgrass;Agropyron desertorum (Fisch. ex Link) J.A. Schultes;0;1;2;1;1;1;3;90;2;NA;0.60960741282614;8.2;76.2;1;6;15.24;8.33333333333333;0;Graminoid;
Agrostis_canina;Agrostis;canina;velvet bentgrass;Agrostis canina L.;1;1;2;1;0;0;2;120;2;NA;0.457205559619605;7.5;152.4;1;5;81.28;-30.5555555555556;0;Graminoid;
Agrostis_capillaris;Agrostis;capillaris;colonial bentgrass;Agrostis capillaris L.;2;1;2;1;0;0;2;120;2;NA;0.60960741282614;7.5;152.4;1;5;81.28;-30.5555555555556;0;Graminoid;
Agrostis_exarata;Agrostis;exarata;spike bentgrass;Agrostis exarata Trin.;2;2;1;1;0;1;2;90;3;NA;0.91441111923921;7.5;76.2;1;5.5;15.24;-38.8888888888889;0;Graminoid;
Agrostis_gigantea;Agrostis;gigantea;redtop;Agrostis gigantea Roth;2;1;0;1;0;1;3;100;2;NA;0.60960741282614;7.5;152.4;1;4.5;76.2;-38.8888888888889;0;Graminoid;
Agrostis_hyemalis;Agrostis;hyemalis;winter bentgrass;Agrostis hyemalis (Walt.) B.S.P.;3;1;0;0;0;1;3;130;3;NA;1.06681297244574;7.5;114.3;1;5;50.8;-36.1111111111111;0;Graminoid;
Agrostis_idahoensis;Agrostis;idahoensis;Idaho bentgrass;Agrostis idahoensis Nash;2;2;2;1;0;0;2;90;3;NA;0.426725188978298;7.5;76.2;1;5.5;25.4;-38.8888888888889;0;Graminoid;
Agrostis_perennans;Agrostis;perennans;upland bentgrass;Agrostis perennans (Walt.) Tuckerman;3;1;0;0;0;1;3;120;2;NA;1.06681297244574;7.5;142.24;1;5.5;81.28;-36.1111111111111;0;Graminoid;
Agrostis_scabra;Agrostis;scabra;rough bentgrass;Agrostis scabra Willd.;1;2;1;0;0;1;2;90;2;NA;0.762009266032675;8;152.4;1;6;35.56;-38.8888888888889;0;Graminoid;
Agrostis_stolonifera;Agrostis;stolonifera;creeping bentgrass;Agrostis stolonifera L.;3;1;2;0;0;1;2;110;2;NA;0.60960741282614;7.5;152.4;1;5;76.2;-47.2222222222222;0;Graminoid;
Ailanthus_altissima;Ailanthus;altissima;tree of heaven;Ailanthus altissima (P. Mill.) Swingle;0;1;3;1;1;1;1;150;1;15.2401853206535;21.3362594489149;7.5;127;1;4.9;81.28;-25;0;Tree;
Ajuga_reptans;Ajuga;reptans;common bugle;Ajuga reptans L.;0;1;2;0;0;1;3;160;1;NA;0.091441111923921;7.5;165.1;1;5.5;88.9;-30.5555555555556;0;Forb/herb;
Albizia_julibrissin;Albizia;julibrissin;silktree;Albizia julibrissin Durazz.;1;1;3;1;0;1;2;200;1;6.0960741282614;6.0960741282614;7.3;152.4;1;4.8;76.2;-16.6666666666667;NA;Tree;
Aleurites_moluccana;Aleurites;moluccana;Indian walnut;Aleurites moluccana (L.) Willd.;0;NA;2;1;0;1;3;365;NA;15.2401853206535;15.2401853206535;7;508;1;5.5;101.6;9.44444444444444;0;Tree;
Alisma_gramineum;Alisma;gramineum;narrowleaf water plantain;Alisma gramineum Lej.;3;1;2;0;0;1;3;80;1;NA;0.457205559619605;7.4;127;1;5.8;25.4;-41.6666666666667;0;Forb/herb;
Alisma_plantago-aquatica;Alisma;plantago-aquatica;European water plantain;Alisma plantago-aquatica L.;3;2;2;0;0;1;1;110;2;NA;0.91441111923921;7.5;165.1;0;6.3;50.8;-36.1111111111111;0;Forb/herb;
Alisma_subcordatum;Alisma;subcordatum;American water plantain;Alisma subcordatum Raf.;3;NA;2;0;1;1;3;90;NA;NA;0.152401853206535;7;152.4;1;5;88.9;-36.1111111111111;0;Forb/herb;
Allium_acuminatum;Allium;acuminatum;tapertip onion;Allium acuminatum Hook.;0;3;3;1;1;0;3;120;3;NA;0.30480370641307;8;152.4;1;6;25.4;-33.3333333333333;0;Forb/herb;
Allium_douglasii;Allium;douglasii;Douglas' onion;Allium douglasii Hook.;1;3;2;1;0;1;3;100;3;NA;0.274323335771763;7.8;40.64;1;6;20.32;-33.3333333333333;0;Forb/herb;
Allium_textile;Allium;textile;textile onion;Allium textile A. Nels. & J.F. Macbr.;0;3;2;1;0;1;3;120;3;NA;0.30480370641307;8;76.2;1;6;25.4;-38.8888888888889;0;Forb/herb;
Allium_tolmiei;Allium;tolmiei;Tolmie's onion;Allium tolmiei (Hook.) Baker ex S. Wats.;0;3;2;1;0;1;3;120;3;NA;0.30480370641307;8;40.64;1;6;20.32;-36.1111111111111;0;Forb/herb;
Allium_validum;Allium;validum;Pacific onion;Allium validum S. Wats.;3;NA;2;0;0;1;3;130;NA;NA;0.60960741282614;8;101.6;1;6.2;30.48;-27.7777777777778;0;Forb/herb;
Alnus_glutinosa;Alnus;glutinosa;European alder;Alnus glutinosa (L.) Gaertn.;2;1;1;1;1;1;1;130;1;12.1921482565228;13.7161667885881;8;165.1;1;4.3;71.12;-33.3333333333333;3;Tree;
Alnus_incana;Alnus;incana;gray alder;Alnus incana (L.) Moench;3;2;1;1;1;1;3;100;1;4.57205559619605;7.62009266032675;7;152.4;1;5;81.28;-36.1111111111111;NA;Tree;
Alnus_incana;Alnus;incana;speckled alder;Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen;3;2;2;1;1;1;2;80;1;4.87685930260912;4.87685930260912;7;152.4;1;5;60.96;-38.8888888888889;NA;Tree;
Alnus_incana;Alnus;incana;thinleaf alder;Alnus incana (L.) Moench ssp. tenuifolia (Nutt.) Breitung;3;3;0;1;1;0;2;130;1;9.1441111923921;9.1441111923921;7;50.8;1;5.5;25.4;-36.1111111111111;NA;Tree;
Alnus_maritima;Alnus;maritima;seaside alder;Alnus maritima (Marsh.) Muhl. ex Nutt.;2;2;1;1;1;1;2;185;1;6.0960741282614;9.1441111923921;7;127;1;5;91.44;-16.6666666666667;NA;Tree;
Alnus_rhombifolia;Alnus;rhombifolia;white alder;Alnus rhombifolia Nutt.;1;1;0;1;0;1;1;200;1;15.2401853206535;19.8122409168495;7.5;317.5;1;6;127;-30.5555555555556;1;Tree;
Alnus_rubra;Alnus;rubra;red alder;Alnus rubra Bong.;0;2;1;1;0;1;3;180;1;15.2401853206535;27.4323335771763;7.5;152.4;1;6;60.96;-13.8888888888889;3;Tree;
Alnus_serrulata;Alnus;serrulata;hazel alder;Alnus serrulata (Ait.) Willd.;3;2;1;1;1;1;3;120;1;3.65764447695684;9.1441111923921;7;152.4;1;5;81.28;-30.5555555555556;NA;Tree;
Alnus_viridis;Alnus;viridis;mountain alder;Alnus viridis (Chaix) DC. ssp. crispa (Ait.) Turrill;3;2;1;0;1;0;2;120;1;3.0480370641307;3.0480370641307;7;152.4;1;5;76.2;-38.8888888888889;NA;Tree;
Alnus_viridis;Alnus;viridis;Sitka alder;Alnus viridis (Chaix) DC. ssp. sinuata (Regel) A.& D. Löve;1;2;1;1;1;1;1;90;2;3.0480370641307;9.1441111923921;7.5;508;1;6.2;40.64;-36.1111111111111;3;Tree;
Alopecurus_aequalis;Alopecurus;aequalis;shortawn foxtail;Alopecurus aequalis Sobol.;3;1;0;0;0;1;3;120;2;NA;0.762009266032675;8;114.3;1;5.5;45.72;-38.8888888888889;0;Graminoid;
Alopecurus_arundinaceus;Alopecurus;arundinaceus;creeping meadow foxtail;Alopecurus arundinaceus Poir.;3;2;3;0;0;1;3;90;3;NA;0.91441111923921;8.4;152.4;1;5.6;45.72;-41.6666666666667;0;Graminoid;
Alopecurus_carolinianus;Alopecurus;carolinianus;Carolina foxtail;Alopecurus carolinianus Walt.;3;2;2;1;0;1;1;100;2;NA;0.518166300902219;7.5;152.4;1;4;38.1;-41.6666666666667;0;Graminoid;
Alopecurus_geniculatus;Alopecurus;geniculatus;water foxtail;Alopecurus geniculatus L.;3;2;1;1;0;1;0;100;2;NA;0.60960741282614;7.5;114.3;1;4;50.8;-41.6666666666667;0;Graminoid;
Alopecurus_myosuroides;Alopecurus;myosuroides;slender meadow foxtail;Alopecurus myosuroides Huds.;3;2;2;1;0;1;0;120;2;NA;0.701048524750061;7.5;139.7;1;4;88.9;-33.3333333333333;0;Graminoid;
Alopecurus_pratensis;Alopecurus;pratensis;meadow foxtail;Alopecurus pratensis L.;0;2;3;0;0;1;2;90;3;NA;0.91441111923921;8;152.4;1;5.8;45.72;-38.8888888888889;0;Graminoid;
Alternanthera_philoxeroides;Alternanthera;philoxeroides;alligatorweed;Alternanthera philoxeroides (Mart.) Griseb.;3;NA;2;1;0;1;0;200;3;NA;0.060960741282614;7.7;152.4;1;4.8;101.6;-19.4444444444444;0;Forb/herb;
Amaranthus_californicus;Amaranthus;californicus;California amaranth;Amaranthus californicus (Moq.) S. Wats.;1;1;2;0;0;1;0;175;2;NA;0.30480370641307;7.5;60.96;1;5.5;35.56;-19.4444444444444;0;Forb/herb;
Ambrosia_dumosa;Ambrosia;dumosa;burrobush;Ambrosia dumosa (Gray) Payne;0;1;3;1;0;0;0;250;1;0.60960741282614;0.60960741282614;8.5;27.94;1;7;10.16;-23.8888888888889;0;Subshrub;
Amelanchier_alnifolia;Amelanchier;alnifolia;Saskatoon serviceberry;Amelanchier alnifolia (Nutt.) Nutt. ex M. Roemer;0;3;3;1;1;1;3;100;1;4.57205559619605;4.57205559619605;8.4;76.2;1;5.6;30.48;-38.8888888888889;0;Tree;
Amelanchier_alnifolia;Amelanchier;alnifolia;Saskatoon serviceberry;Amelanchier alnifolia (Nutt.) Nutt. ex M. Roemer var. semiintegrifolia (Hook.) C.L. Hitchc.;0;2;1;1;1;1;2;60;2;6.0960741282614;6.0960741282614;7.5;127;1;6.2;50.8;-41.6666666666667;0;Tree;
Amelanchier_arborea;Amelanchier;arborea;common serviceberry;Amelanchier arborea (Michx. f.) Fern.;2;2;0;1;1;0;2;120;1;7.62009266032675;10.6681297244574;7.5;114.3;1;5.5;71.12;-36.1111111111111;0;Tree;
Amelanchier_canadensis;Amelanchier;canadensis;Canadian serviceberry;Amelanchier canadensis (L.) Medik.;2;3;3;1;1;1;3;110;2;6.0960741282614;7.01048524750061;7.5;152.4;1;5.5;76.2;-36.1111111111111;0;Tree;
Amelanchier_laevis;Amelanchier;laevis;Allegheny serviceberry;Amelanchier laevis Wieg.;2;2;2;1;1;0;2;85;1;9.1441111923921;10.6681297244574;7;152.4;1;4.8;86.36;-38.8888888888889;0;Tree;
Amelanchier_obovalis;Amelanchier;obovalis;coastal serviceberry;Amelanchier obovalis (Michx.) Ashe;0;NA;1;1;1;1;2;180;NA;3.0480370641307;3.0480370641307;7;228.6;1;5;76.2;-30.5555555555556;0;Shrub;
Amelanchier_sanguinea;Amelanchier;sanguinea;roundleaf serviceberry;Amelanchier sanguinea (Pursh) DC.;1;3;1;1;1;0;3;100;1;3.0480370641307;3.0480370641307;7.2;139.7;1;4.5;88.9;-41.6666666666667;0;Tree;
Amelanchier_utahensis;Amelanchier;utahensis;Utah serviceberry;Amelanchier utahensis Koehne;0;3;3;1;0;1;3;110;3;3.0480370641307;4.57205559619605;8.4;114.3;1;5.6;30.48;-33.3333333333333;0;Tree;
Amelanchier_utahensis;Amelanchier;utahensis;Utah serviceberry;Amelanchier utahensis Koehne var. utahensis;1;3;3;1;0;0;3;145;3;3.0480370641307;4.57205559619605;7.4;152.4;1;5.8;30.48;-30.5555555555556;0;Tree;
Ammannia_coccinea;Ammannia;coccinea;valley redstem;Ammannia coccinea Rottb.;2;NA;2;0;0;1;1;120;3;NA;0.487685930260912;5.9;152.4;1;4;40.64;-38.8888888888889;0;Forb/herb;
Ammophila_arenaria;Ammophila;arenaria;European beachgrass;Ammophila arenaria (L.) Link;1;2;3;1;0;0;3;175;1;NA;0.60960741282614;8.5;152.4;1;6;76.2;-13.8888888888889;0;Graminoid;
Ammophila_breviligulata;Ammophila;breviligulata;American beachgrass;Ammophila breviligulata Fern.;1;2;2;1;0;0;2;130;2;NA;0.762009266032675;7.9;152.4;1;5.5;88.9;-33.3333333333333;0;Graminoid;
Amorpha_canescens;Amorpha;canescens;leadplant;Amorpha canescens Pursh;0;3;3;1;1;0;3;100;1;1.21921482565228;1.21921482565228;8;114.3;1;5.5;50.8;-38.8888888888889;NA;Subshrub;
Amorpha_fruticosa;Amorpha;fruticosa;desert false indigo;Amorpha fruticosa L.;2;1;1;1;1;1;0;100;1;1.82882223847842;5.48646671543526;8.5;114.3;1;5;25.4;-38.8888888888889;NA;Shrub;
Amorpha_glabra;Amorpha;glabra;mountain false indigo;Amorpha glabra Desf. ex Poir.;0;2;3;1;1;0;3;150;1;4.87685930260912;4.87685930260912;7;152.4;1;4.7;81.28;-19.4444444444444;NA;Shrub;
Ampelopsis_arborea;Ampelopsis;arborea;peppervine;Ampelopsis arborea (L.) Koehne;1;NA;1;1;0;1;2;110;2;NA;0.030480370641307;8;152.4;1;4;88.9;-25;0;Vine;
