SpecName;accGenus;accSpecies;PalmTribe;PalmSubfamily;Climbing;Acaulescent;Erect;StemSolitary;StemArmed;LeavesArmed;MaxStemHeight_m;MaxStemDia_cm;UnderstoreyCanopy;MaxLeafNumber;Max_Blade_Length_m;Max_Rachis_Length_m;Max_Petiole_length_m;AverageFruitLength_cm;MinFruitLength_cm;MaxFruitLength_cm;AverageFruitWidth_cm;MinFruitWidth_cm;MaxFruitWidth_cm;FruitSizeCategorical;FruitShape;Conspicuousness
Plectocomia bractealis;Plectocomia;bractealis;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Plectocomia dransfieldiana;Plectocomia;dransfieldiana;Calameae;Calamoideae;1;0;0;0;0;1;30;7;canopy;NA;4.7;NA;0;2.25;NA;NA;2.5;NA;NA;small;NA;NA
Plectocomia elmeri;Plectocomia;elmeri;Calameae;Calamoideae;1;0;0;0;0;1;25;15;canopy;NA;2.03;NA;0.38;2.5;NA;NA;2.5;NA;NA;small;globose;NA
Plectocomia elongata;Plectocomia;elongata;Calameae;Calamoideae;1;0;0;1;0;1;50;17;canopy;NA;6.55;6.4;0.67;3;NA;NA;2;1;3;small;ovoid;cryptic
Plectocomia himalayana;Plectocomia;himalayana;Calameae;Calamoideae;1;0;0;0;0;1;20;10;canopy;NA;3.5;3.5;NA;1.5;NA;NA;1.5;NA;NA;small;globose;cryptic
Plectocomia khasyana;Plectocomia;khasyana;Calameae;Calamoideae;1;0;0;NA;0;1;25;NA;canopy;NA;1.5;NA;NA;2.6;NA;NA;2.4;NA;NA;small;ovoid;cryptic
Plectocomia longistigma;Plectocomia;longistigma;Calameae;Calamoideae;1;0;0;0;0;1;20;7;canopy;NA;4.5;NA;0.27;1.6;NA;NA;1.6;NA;NA;small;ovoid;NA
Plectocomia lorzingii;Plectocomia;lorzingii;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Plectocomia macrostachya;Plectocomia;macrostachya;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Plectocomia microstachys;Plectocomia;microstachys;Calameae;Calamoideae;1;0;0;1;0;1;15;6;canopy;NA;1.5;1.5;NA;2;NA;NA;2;NA;NA;small;globose;cryptic
Plectocomia mulleri;Plectocomia;mulleri;Calameae;Calamoideae;1;0;0;2;0;1;30;15;canopy;NA;7;NA;NA;2.5;NA;NA;2.5;2;3;small;NA;cryptic
Plectocomia pierreana;Plectocomia;pierreana;Calameae;Calamoideae;1;0;0;2;0;1;50;10;canopy;NA;4.55;NA;0.64;2.3;NA;NA;2.3;NA;NA;small;ovoid;cryptic
Plectocomia pygmaea;Plectocomia;pygmaea;Calameae;Calamoideae;1;0;0;NA;0;1;NA;1;canopy;NA;0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Plectocomiopsis corneri;Plectocomiopsis;corneri;Calameae;Calamoideae;1;0;0;0;0;1;25;3.5;canopy;NA;3;NA;0.1;2.5;NA;NA;2.75;2.5;3;small;ovoid;cryptic
Plectocomiopsis geminiflora;Plectocomiopsis;geminiflora;Calameae;Calamoideae;1;0;0;0;0;1;50;6;canopy;22;3.9;3.9;0.15;2.75;2.5;3;3.25;3;3.5;small;globose;cryptic
Plectocomiopsis mira;Plectocomiopsis;mira;Calameae;Calamoideae;1;0;0;0;0;1;40;3.5;canopy;NA;2.75;NA;0.17;2.5;NA;NA;3;NA;NA;small;globose;cryptic
Plectocomiopsis songthanhensis;Plectocomiopsis;songthanhensis;Calameae;Calamoideae;1;0;0;0;0;1;30;1.7;canopy;NA;NA;0.87;0.02;1.8;NA;NA;1.6;NA;NA;small;globose;cryptic
Plectocomiopsis triquetra;Plectocomiopsis;triquetra;Calameae;Calamoideae;1;0;0;0;0;1;40;2;canopy;NA;2.2;NA;0.22;2.5;NA;NA;3;NA;NA;small;ovoid;cryptic
Plectocomiopsis wrayi;Plectocomiopsis;wrayi;Calameae;Calamoideae;1;0;0;0;0;1;30;4;canopy;NA;2;1.5;0.55;2.7;NA;NA;3;NA;NA;small;NA;cryptic
Podococcus acaulis;Podococcus;acaulis;Podococceae;Arecoideae;0;1;0;0;0;0;0;NA;understorey;NA;5;NA;NA;2.5;2;3;0.75;0.5;1;small;ovoid;cryptic
Podococcus barteri;Podococcus;barteri;Podococceae;Arecoideae;0;0;1;1;0;0;2;2.5;understorey;9;2;0.54;NA;2.5;2;3;0.6;0.6;0.8;small;NA;conspicuous
Pogonotium divaricatum;Pogonotium;divaricatum;Calameae;Calamoideae;2;0;2;1;0;1;4;2;understorey;NA;1.2;NA;NA;1.55;1.4;1.7;1.7;NA;NA;small;NA;cryptic
Pogonotium moorei;Pogonotium;moorei;Calameae;Calamoideae;0;0;1;1;0;1;2;1.8;understorey;NA;1.1;NA;NA;1.3;NA;NA;0.9;NA;NA;small;NA;cryptic
Pogonotium ursinum;Pogonotium;ursinum;Calameae;Calamoideae;2;0;2;1;0;1;4;2;understorey;NA;1.2;NA;NA;1.7;NA;NA;1.4;NA;NA;small;globose;cryptic
Ponapea hentyi;Ponapea;hentyi;Areceae;Arecoideae;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;1.6;NA;NA;1;NA;NA;small;NA;conspicuous
Ponapea hosinoi;Ponapea;hosinoi;Areceae;Arecoideae;0;0;1;1;0;0;15;20;canopy;NA;3;NA;NA;3;2.8;3.2;1.8;1.7;1.9;small;elongate;conspicuous
Ponapea ledermanniana;Ponapea;ledermanniana;Areceae;Arecoideae;0;0;1;1;0;0;15;12;canopy;NA;3;3;NA;4;3.6;4.4;1.65;1.6;1.7;large;globose;conspicuous
Ponapea palauensis;Ponapea;palauensis;Areceae;Arecoideae;0;0;1;1;0;0;NA;NA;NA;NA;2;NA;NA;2.25;2.2;2.3;1.15;1.1;1.2;small;globose;NA
Prestoea acuminata;Prestoea;acuminata;Euterpeae;Arecoideae;0;0;1;2;0;0;15;20;canopy;10;3.2;2.6;0.65;1.4;NA;NA;1.4;1;1.8;small;NA;cryptic
Prestoea carderi;Prestoea;carderi;Euterpeae;Arecoideae;0;0;1;2;0;0;4;10;understorey;10;4.9;2.4;2.6;0.85;NA;NA;0.85;0.7;1;small;ovoid;cryptic
Prestoea decurrens;Prestoea;decurrens;Euterpeae;Arecoideae;0;0;1;2;0;0;10;12;canopy;10;4.67;3.12;1.65;0.9;NA;NA;0.9;0.7;1.1;small;globose;cryptic
Prestoea ensiformis;Prestoea;ensiformis;Euterpeae;Arecoideae;0;0;1;2;0;0;10;13;canopy;14;3.4;2.3;1.15;0.85;NA;NA;0.85;0.7;1;small;globose;cryptic
Prestoea longipetiolata;Prestoea;longipetiolata;Euterpeae;Arecoideae;0;0;1;2;0;0;3;10;understorey;6;NA;2;2;1.05;1;1.1;1.05;1;1.1;small;globose;cryptic
Prestoea pubens;Prestoea;pubens;Euterpeae;Arecoideae;0;0;1;2;0;0;3.5;5;understorey;10;2.8;1.8;NA;0.9;NA;NA;0.9;0.8;1;small;ovoid;cryptic
Prestoea pubigera;Prestoea;pubigera;Euterpeae;Arecoideae;0;0;1;1;0;0;4;3.5;understorey;9;1.53;0.8;0.78;1;NA;NA;1;0.8;1.2;small;globose;cryptic
Prestoea schultzeana;Prestoea;schultzeana;Euterpeae;Arecoideae;0;0;1;2;0;0;5;5.5;understorey;10;3.8;2.2;1.7;0.85;NA;NA;0.85;0.7;1;small;elongate;cryptic
Prestoea simplicifolia;Prestoea;simplicifolia;Euterpeae;Arecoideae;0;0;1;2;0;0;8;7;canopy;12;1.9;1.8;0.12;1.15;NA;NA;1.15;0.9;1.4;small;globose;cryptic
Prestoea tenuiramosa;Prestoea;tenuiramosa;Euterpeae;Arecoideae;0;0;1;2;0;0;10;20;canopy;15;2.2;1.8;0.45;1.1;NA;NA;1.1;1;1.2;small;ovoid;cryptic
Pritchardia arecina;Pritchardia;arecina;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;15;50;canopy;15;1.8;NA;0.02;4.5;NA;NA;3.9;3.8;4;large;NA;cryptic
Pritchardia bakeri;Pritchardia;bakeri;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;3.5;NA;NA;large;NA;cryptic
Pritchardia beccariana;Pritchardia;beccariana;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;20;30;canopy;NA;NA;NA;NA;4;NA;NA;3.5;3;4;large;NA;cryptic
Pritchardia flynnii;Pritchardia;flynnii;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;5;NA;understorey;26;1;NA;NA;3;2.5;3.5;2.05;1.8;2.3;small;elongate;cryptic
Pritchardia forbesiana;Pritchardia;forbesiana;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;10;NA;canopy;NA;NA;NA;NA;4.25;4;4.5;3.35;3.2;3.5;large;ovoid;cryptic
Pritchardia glabrata;Pritchardia;glabrata;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;5;20;understorey;16;1.05;0.5;0.6;2.5;2;3;2.25;2;2.5;small;globose;cryptic
Pritchardia gordonii;Pritchardia;gordonii;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;20;25;canopy;30;1.5;1.5;1.3;5;NA;NA;6;NA;NA;large;elongate;cryptic
Pritchardia hardyi;Pritchardia;hardyi;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;10;45;canopy;NA;NA;NA;NA;2.75;2;3.5;1.55;1.5;1.6;small;globose;cryptic
Pritchardia hillebrandii;Pritchardia;hillebrandii;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;8;25;canopy;16;1.7;1;NA;1.85;1.5;2.2;1.65;1.4;1.9;small;ovoid;cryptic
Pritchardia kaalae;Pritchardia;kaalae;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;10;NA;canopy;NA;1.6;NA;NA;2.5;NA;NA;2.5;NA;NA;small;ovoid;cryptic
Pritchardia kahukuensis;Pritchardia;kahukuensis;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;25;NA;canopy;NA;NA;NA;NA;1.5;NA;NA;1.1;NA;NA;small;NA;cryptic
Pritchardia lanigera;Pritchardia;lanigera;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;15;50;canopy;NA;NA;NA;NA;4.5;3.5;5.5;3.5;3;4;large;elongate;cryptic
Pritchardia lowreyana;Pritchardia;lowreyana;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;10;100;canopy;NA;1.7;NA;NA;4.75;3.5;6;3.75;3;4.5;large;elongate;cryptic
Pritchardia maideniana;Pritchardia;maideniana;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;10;NA;canopy;NA;NA;NA;NA;1.75;1.2;2.3;1.75;1.2;2.3;small;globose;cryptic
Pritchardia martii;Pritchardia;martii;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;10;NA;canopy;NA;NA;NA;NA;4.5;4;5;3.25;2.5;4;large;ovoid;cryptic
Pritchardia minor;Pritchardia;minor;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;12;10;canopy;11;1.32;NA;NA;2.25;1.5;3;1.25;1.2;1.3;small;ovoid;cryptic
Pritchardia mitiaroana;Pritchardia;mitiaroana;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;25;35;canopy;NA;1.5;NA;NA;0.6;NA;NA;0.6;0.5;0.7;small;globose;cryptic
Pritchardia munroi;Pritchardia;munroi;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;5;20;understorey;NA;1.7;0.9;0.85;2.1;NA;NA;2.1;2.2;2;small;NA;cryptic
Pritchardia napaliensis;Pritchardia;napaliensis;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;10;20;canopy;20;1.55;0.85;NA;2.1;1.7;2.5;1.6;1.4;1.8;small;globose;cryptic
Pritchardia pacifica;Pritchardia;pacifica;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;15;40;canopy;NA;1.7;NA;1.15;1.15;NA;NA;1.15;1.1;1.2;small;elongate;cryptic
Pritchardia perlmanii;Pritchardia;perlmanii;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;10;50;canopy;NA;1;NA;NA;2.95;1.9;4;1.65;1.2;2.1;small;ovoid;cryptic
Pritchardia remota;Pritchardia;remota;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;10;15;canopy;14;1.85;0.85;NA;1.9;1.8;2;1.85;1.8;1.9;small;globose;cryptic
Pritchardia schattaueri;Pritchardia;schattaueri;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;40;30;canopy;30;1.9;1.8;2.2;4;3;5;3.5;3;4;large;NA;cryptic
Pritchardia thurstonii;Pritchardia;thurstonii;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;11;20;canopy;25;1.5;NA;NA;7;NA;NA;7;NA;NA;large;globose;cryptic
Pritchardia viscosa;Pritchardia;viscosa;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;10;50;canopy;NA;1.4;1;2.1;2.95;1.9;4;1.65;1.2;2.1;small;NA;cryptic
Pritchardia vuylstekeana;Pritchardia;vuylstekeana;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;2.4;NA;NA;2;NA;NA;small;ovoid;NA
Pritchardia waialealeana;Pritchardia;waialealeana;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;20;50;canopy;40;NA;NA;NA;2;NA;NA;1.5;NA;NA;small;globose;cryptic
Pritchardia woodii;Pritchardia;woodii;Trachycarpeae;Coryphoideae;0;0;1;1;0;0;25;25;canopy;20;1.45;2.5;NA;4.75;4.5;5;4.25;NA;NA;large;NA;cryptic
Pseudophoenix ekmanii;Pseudophoenix;ekmanii;Cyclosphatheae;Ceroxyloideae;0;0;1;1;0;0;6;80;canopy;12;3;1.61;1.44;1.3;1.18;1.43;1.685;1.17;2.2;small;NA;conspicuous
Pseudophoenix lediniana;Pseudophoenix;lediniana;Cyclosphatheae;Ceroxyloideae;0;0;1;1;0;0;20;30;canopy;17;3.1;2.36;0.79;2.12;1.72;2.51;1.8;1.48;2.17;small;ovoid;conspicuous
Pseudophoenix sargentii;Pseudophoenix;sargentii;Cyclosphatheae;Ceroxyloideae;0;0;1;1;0;0;8;30;canopy;16;2.84;1.65;1.24;1.39;1.06;1.71;1.305;0.91;1.7;small;NA;conspicuous
Pseudophoenix vinifera;Pseudophoenix;vinifera;Cyclosphatheae;Ceroxyloideae;0;0;1;1;0;0;25;40;canopy;24;3;2.7;0.33;3.07;1.76;2.37;2.06;1.62;2.5;small;globose;conspicuous
Ptychococcus lepidotus;Ptychococcus;lepidotus;Areceae;Arecoideae;0;0;1;1;0;0;11.5;30;canopy;15;4.4;4.4;NA;1.2;NA;NA;0.8;NA;NA;small;globose;conspicuous
Ptychococcus paradoxus;Ptychococcus;paradoxus;Areceae;Arecoideae;0;0;1;1;0;0;26;30;canopy;13;6.5;4.5;2.1;5;4;6;3.5;NA;NA;large;ovoid;conspicuous
Ptychosperma ambiguum;Ptychosperma;ambiguum;Areceae;Arecoideae;0;0;1;1;0;0;5;2.5;understorey;NA;1.6;NA;NA;2;1.8;2.2;0.8;NA;NA;small;globose;conspicuous
Ptychosperma buabe;Ptychosperma;buabe;Areceae;Arecoideae;0;0;1;1;0;0;5;6;understorey;NA;1.55;1.55;NA;1.9;1.8;2;1;NA;NA;small;elongate;cryptic
Ptychosperma burretianum;Ptychosperma;burretianum;Areceae;Arecoideae;0;0;1;1;0;0;8;3;canopy;7;1.9;1.9;NA;1.5;NA;NA;0.9;NA;NA;small;NA;NA
Ptychosperma caryotoides;Ptychosperma;caryotoides;Areceae;Arecoideae;0;0;1;2;0;0;9;10;canopy;5;1.55;1.55;NA;1.1;NA;NA;0.8;NA;NA;small;NA;conspicuous
Ptychosperma cuneatum;Ptychosperma;cuneatum;Areceae;Arecoideae;0;0;1;1;0;0;5;3;understorey;NA;NA;NA;NA;1.45;1.3;1.6;0.7;0.6;0.8;small;globose;cryptic
Ptychosperma elegans;Ptychosperma;elegans;Areceae;Arecoideae;0;0;1;1;0;0;12;8;canopy;11;3.3;2.3;NA;1.2;0.9;1.5;0.9;0.8;1;small;globose;conspicuous
Ptychosperma furcatum;Ptychosperma;furcatum;Areceae;Arecoideae;0;0;1;2;0;0;5;5;understorey;NA;1.7;1.7;NA;1.3;1.2;1.4;0.7;NA;NA;small;NA;conspicuous
Ptychosperma gracile;Ptychosperma;gracile;Areceae;Arecoideae;0;0;1;1;0;0;12;8;canopy;10;2.5;2.5;NA;1.55;1.4;1.7;0.8;0.7;0.9;small;NA;conspicuous
Ptychosperma halmaherense;Ptychosperma;halmaherense;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;1.4;1.3;1.5;1;NA;NA;small;NA;conspicuous
Ptychosperma hartmannii;Ptychosperma;hartmannii;Areceae;Arecoideae;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Ptychosperma lauterbachii;Ptychosperma;lauterbachii;Areceae;Arecoideae;0;0;1;2;0;0;14;9;canopy;NA;2.8;2.8;NA;1.6;1.4;1.8;0.8;0.7;0.9;small;ovoid;conspicuous
Ptychosperma lineare;Ptychosperma;lineare;Areceae;Arecoideae;0;0;1;2;0;0;15;4;canopy;NA;2.5;2.5;NA;1.3;1.1;1.5;0.75;0.7;0.8;small;ovoid;conspicuous
Ptychosperma macarthurii;Ptychosperma;macarthurii;Areceae;Arecoideae;0;0;1;0;0;0;10;7;canopy;10;3;2;NA;1.5;1.2;1.8;1;0.8;1.2;small;ovoid;conspicuous
Ptychosperma macrocerum;Ptychosperma;macrocerum;Areceae;Arecoideae;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Ptychosperma mambare;Ptychosperma;mambare;Areceae;Arecoideae;0;0;1;0;0;0;6;5;canopy;NA;2.1;2.1;NA;1.4;NA;NA;NA;NA;NA;small;NA;cryptic
Ptychosperma microcarpum;Ptychosperma;microcarpum;Areceae;Arecoideae;0;0;1;2;0;0;9;13;canopy;8;2.5;2.5;NA;1.3;1.2;1.4;0.8;0.7;0.9;small;globose;conspicuous
Ptychosperma mooreanum;Ptychosperma;mooreanum;Areceae;Arecoideae;0;0;1;1;0;0;8;4;canopy;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ptychosperma nicolai;Ptychosperma;nicolai;Areceae;Arecoideae;0;0;1;2;0;0;8;NA;canopy;NA;NA;NA;NA;1;NA;NA;0.5;NA;NA;small;NA;conspicuous
Ptychosperma praemorsum;Ptychosperma;praemorsum;Areceae;Arecoideae;0;0;1;2;0;0;4;NA;understorey;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Ptychosperma propinquum;Ptychosperma;propinquum;Areceae;Arecoideae;0;0;1;2;0;0;8;5;canopy;9;1.6;NA;0.35;1.85;1.7;2;0.8;NA;NA;small;NA;conspicuous
Ptychosperma pullenii;Ptychosperma;pullenii;Areceae;Arecoideae;0;0;1;1;0;0;6;2;canopy;6;2.26;1.87;0.44;1.2;NA;NA;0.8;NA;NA;small;ovoid;cryptic
Ptychosperma ramosissimum;Ptychosperma;ramosissimum;Areceae;Arecoideae;0;0;1;1;0;0;8;5;canopy;NA;0.8;0.8;NA;1;0.8;1.2;0.65;0.5;0.8;small;globose;conspicuous
Ptychosperma rosselense;Ptychosperma;rosselense;Areceae;Arecoideae;0;0;1;1;0;0;9;10;canopy;NA;1.65;1.65;0.66;1.7;1.2;2.2;1.05;0.8;1.3;small;NA;conspicuous
Ptychosperma salomonense;Ptychosperma;salomonense;Areceae;Arecoideae;0;0;1;1;0;0;12;8;canopy;10;2;2;NA;1.4;1.1;1.7;1;0.7;1.3;small;ovoid;conspicuous
Ptychosperma sanderianum;Ptychosperma;sanderianum;Areceae;Arecoideae;0;0;1;2;0;0;4;10;understorey;NA;1.46;1.46;NA;1.6;1.4;1.8;0.9;NA;NA;small;ovoid;conspicuous
Ptychosperma schefferi;Ptychosperma;schefferi;Areceae;Arecoideae;0;0;1;2;0;0;7;6;canopy;NA;1.7;1.7;NA;1.55;1.5;1.8;0.6;NA;NA;small;ovoid;cryptic
Ptychosperma streimannii;Ptychosperma;streimannii;Areceae;Arecoideae;0;0;1;1;0;0;4;2.5;understorey;NA;1;1;NA;1.5;NA;NA;1.05;1;1.1;small;ovoid;cryptic
Ptychosperma tagulense;Ptychosperma;tagulense;Areceae;Arecoideae;0;0;1;1;0;0;2.5;2.5;understorey;NA;NA;NA;NA;1.7;NA;NA;0.95;0.9;1;small;globose;cryptic
Ptychosperma vestitum;Ptychosperma;vestitum;Areceae;Arecoideae;0;0;1;1;0;0;3;2.5;understorey;NA;1.2;1.2;NA;1.55;1.5;1.6;0.8;NA;NA;small;elongate;cryptic
Ptychosperma waitianum;Ptychosperma;waitianum;Areceae;Arecoideae;0;0;1;1;0;0;5;2.5;understorey;NA;0.8;0.47;0.38;1.8;1.7;1.9;0.7;NA;NA;small;globose;cryptic
Raphia africana;Raphia;africana;Lepidocaryeae;Calamoideae;0;0;1;0;0;1;10;7;canopy;NA;NA;NA;NA;8;6;10;4;3;5;large;NA;cryptic
Raphia australis;Raphia;australis;Lepidocaryeae;Calamoideae;0;0;1;1;0;1;16;100;canopy;NA;18;NA;NA;7.5;6;9;4;3;5;large;ovoid;cryptic
Raphia farinifera;Raphia;farinifera;Lepidocaryeae;Calamoideae;0;0;1;2;0;1;25;60;canopy;12;20;18.5;1.55;7.5;5;10;4.5;3.5;5.5;large;elongate;cryptic
Raphia gentiliana;Raphia;gentiliana;Lepidocaryeae;Calamoideae;0;0;1;1;0;1;6;NA;canopy;NA;NA;NA;NA;5.25;4;6.5;3.25;3;3.5;large;globose;cryptic
Raphia hookeri;Raphia;hookeri;Lepidocaryeae;Calamoideae;0;0;1;0;0;1;15;8;canopy;NA;12;NA;NA;9;5;12;4.5;4;6;large;globose;cryptic
Raphia laurentii;Raphia;laurentii;Lepidocaryeae;Calamoideae;0;0;1;1;0;1;4;NA;understorey;NA;6;NA;NA;5.25;4.5;6;4;3.5;4.5;large;ovoid;conspicuous
Raphia longiflora;Raphia;longiflora;Lepidocaryeae;Calamoideae;0;0;1;0;0;1;7;NA;canopy;NA;NA;NA;NA;5;4.5;5.5;3.75;3.5;4;large;globose;cryptic
Raphia mambillensis;Raphia;mambillensis;Lepidocaryeae;Calamoideae;0;1;0;0;0;1;0;NA;understorey;NA;NA;NA;NA;5.5;3.5;7.5;3;2.5;3.5;large;globose;cryptic
Raphia mannii;Raphia;mannii;Lepidocaryeae;Calamoideae;0;0;1;0;0;1;10;NA;canopy;NA;NA;NA;NA;6.25;5;7.5;4;3.5;4.5;large;ovoid;conspicuous
Raphia matombe;Raphia;matombe;Lepidocaryeae;Calamoideae;0;0;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;cryptic
Raphia monbuttorum;Raphia;monbuttorum;Lepidocaryeae;Calamoideae;0;0;1;0;0;1;4;4;understorey;NA;NA;NA;NA;6;4.5;7.5;4;3.5;4.5;large;NA;cryptic
Raphia palma-pinus;Raphia;palma-pinus;Lepidocaryeae;Calamoideae;0;0;1;1;0;1;6;NA;canopy;NA;NA;NA;NA;8.75;5.5;9.5;4;NA;NA;large;globose;conspicuous
Raphia regalis;Raphia;regalis;Lepidocaryeae;Calamoideae;0;1;0;1;0;1;0;12;understorey;NA;25;NA;NA;7.5;4.5;9.5;3.5;2;4.5;large;globose;cryptic
Raphia rostrata;Raphia;rostrata;Lepidocaryeae;Calamoideae;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;6.75;4.5;9;3.5;3;4;large;ovoid;cryptic
Raphia ruwenzorica;Raphia;ruwenzorica;Lepidocaryeae;Calamoideae;0;0;1;1;0;1;10;NA;canopy;NA;8.5;NA;NA;11.5;10;13;5.75;5;6.5;large;globose;cryptic
Raphia sese;Raphia;sese;Lepidocaryeae;Calamoideae;0;0;1;1;0;1;9;NA;canopy;NA;5;NA;NA;6;5;7;4;NA;NA;large;globose;cryptic
Raphia sudanica;Raphia;sudanica;Lepidocaryeae;Calamoideae;0;0;1;2;0;1;8;10;canopy;NA;12;NA;NA;8;4;8;4.5;3;4.5;large;globose;conspicuous
Raphia taedigera;Raphia;taedigera;Lepidocaryeae;Calamoideae;0;0;1;0;0;1;12;40;canopy;15;20;15;4.75;6;4.5;8;3.5;2.5;4.5;large;ovoid;cryptic
Raphia textilis;Raphia;textilis;Lepidocaryeae;Calamoideae;0;0;1;1;0;1;10;NA;canopy;NA;5;NA;NA;6.5;6;7;4.5;NA;NA;large;ovoid;cryptic
Raphia vinifera;Raphia;vinifera;Lepidocaryeae;Calamoideae;0;0;1;2;0;1;7.6;NA;canopy;NA;17;12;4.75;7.75;5;9.5;3.75;3;4.5;large;globose;cryptic
Ravenea albicans;Ravenea;albicans;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;9;11;canopy;14;4.04;3.7;0.39;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Ravenea beentjei;Ravenea;beentjei;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;10;15;canopy;15;NA;3.5;1.5;1.5;1.4;1.6;1.55;1.5;1.6;small;globose;cryptic
Ravenea delicatula;Ravenea;delicatula;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;5;1.7;understorey;9;0.41;0.33;0.1;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Ravenea dransfieldii;Ravenea;dransfieldii;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;7;18;canopy;17;4.4;4.4;NA;1.75;1.5;2;1.35;1.2;1.5;small;ovoid;conspicuous
Ravenea glauca;Ravenea;glauca;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;8;12;canopy;20;2.5;2;0.55;2.1;2;2.2;2.25;2.2;2.3;small;pyramidal;conspicuous
Ravenea hildebrandtii;Ravenea;hildebrandtii;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;6;6;canopy;25;1.5;0.99;0.56;0.95;0.9;1;0.65;0.5;0.8;small;NA;conspicuous
Ravenea hypoleuca;Ravenea;hypoleuca;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;10;20;canopy;20;NA;4;1.5;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ravenea julietiae;Ravenea;julietiae;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;10;15;canopy;23;3.6;2.8;0.85;2.45;2.2;2.7;1.85;1.7;2;small;ovoid;NA
Ravenea krociana;Ravenea;krociana;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;30;26;canopy;26;3.6;3.6;NA;2.85;2.7;3;2.65;2.5;2.8;small;ovoid;conspicuous
Ravenea lakatra;Ravenea;lakatra;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;14;17;canopy;10;5.1;3.5;1.7;1.75;1.5;2;1.95;1.8;2.1;small;globose;cryptic
Ravenea latisecta;Ravenea;latisecta;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;10;20;canopy;13;4.1;3.6;0.55;1;NA;NA;0.7;NA;NA;small;ovoid;conspicuous
Ravenea louvelii;Ravenea;louvelii;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;3;20;understorey;14;4.3;3;1.35;1.35;1.3;1.4;1.75;1.5;2;small;globose;cryptic
