Species Name;Gram;Trait 1;Trait 2;Trait 3;Trait 4;Trait 5;Trait 6;Trait 7;Trait 8;Trait 9;Trait 10;Trait 11;Trait 12;Trait 13;Trait 14;Trait 15;Trait 16;Trait 17;Trait 18;Trait 19;Trait 20;Trait 21;Trait 22;Trait 23;Trait 24;Trait 25;Trait 26;Trait 27;Trait 28;Trait 29;Trait 30;Trait 31;Trait 32;Trait 33;Trait 34;Trait 35;Trait 36;Trait 37;Trait 38;Trait 39;Trait 40;Trait 41;Trait 42;Trait 43;Trait 44;Trait 45;Trait 46;Trait 47;Trait 48;Trait 49;Trait 50;Trait 51;Trait 52;Trait 53;Trait 54;Trait 55;Trait 56;Trait 57;Trait 58;Trait 59;Trait 60;Trait 61;Trait 62;Trait 63;Trait 64;Trait 65;Trait 66;Trait 67;Trait 68;Trait 69;Trait 70;Trait 71;Trait 72;Trait 73;Trait 74;Trait 75;Trait 76;Trait 77;Trait 78;Trait 79;Trait 80;Trait 81;Trait 82;Trait 83;Trait 84;Trait 85;Trait 86;Trait 87;Trait 88;Trait 89;Trait 90;Trait 91;Trait 92;Trait 93;Trait 94;Trait 95;Trait 96
Pseudomonas syringae pv phaseolicola;GN;0;0;14;21;35;28;0;0;0;8;0;0;0;92;0;27;2;67;0;0;0;0;0;90;0;7;65;31;0;5;99;0;8;0;91;69;48;58;98;33;10;0;100;0;0;0;3;0;0;0;5;0;0;0;31;27;84;100;0;88;98;88;0;22;98;99;90;99;99;100;0;0;0;0;0;0;0;9;33;0;100;0;0;100;0;43;45;0;0;0;0;0;97;0;2;0
Pseudomonas syringae pv pisi;GN;0;0;25;25;34;44;0;0;0;97;97;0;0;88;0;94;3;97;91;0;0;0;97;88;0;0;59;31;0;94;97;0;31;0;88;84;56;97;100;72;78;62;97;94;62;0;28;0;0;0;3;81;0;0;53;6;91;100;0;97;97;84;62;16;91;94;84;97;97;97;0;88;3;0;28;0;0;84;3;28;84;31;28;94;6;53;75;0;0;0;9;0;94;62;0;0
Pseudomonas syringae pv porri;GN;0;0;13;10;40;37;0;0;0;87;87;0;3;83;0;80;0;90;67;0;0;3;87;77;0;3;53;43;0;77;90;10;17;0;70;73;60;80;100;60;53;0;90;43;77;0;0;0;0;3;17;17;0;0;53;17;80;87;0;93;97;87;37;17;90;97;87;90;90;97;0;90;0;3;13;0;0;77;3;10;90;60;0;90;0;43;43;0;0;0;0;0;73;33;0;0
Pseudomonas syringae pv primulae;GN;0;0;9;41;18;18;0;0;0;100;82;0;25;68;0;86;0;68;80;0;0;0;86;77;0;0;23;0;0;55;20;0;5;0;77;70;18;100;100;25;77;84;7;82;93;52;75;0;0;0;9;100;2;93;9;7;82;100;0;100;98;93;25;2;73;86;73;95;98;84;25;84;59;0;23;0;0;66;84;41;95;30;0;84;34;23;45;0;0;0;0;0;70;57;0;0
Pseudomonas syringae pv sesami;GN;0;0;27;18;23;32;0;0;0;77;9;0;14;68;0;68;0;91;59;0;0;5;9;59;0;9;32;0;5;0;73;5;18;0;64;0;45;86;100;55;50;36;91;32;68;0;5;0;0;9;14;41;0;9;5;32;64;82;0;0;95;9;36;23;32;68;55;77;73;82;0;32;5;0;0;0;0;27;9;9;77;27;0;27;5;41;41;0;0;0;0;0;59;23;0;5
Pseudomonas syringae pv syringae;GN;0;0;4;7;25;21;0;0;0;86;89;0;54;68;0;68;0;89;75;0;0;0;86;68;0;0;18;0;0;75;75;0;4;0;57;68;46;89;96;43;57;57;86;57;71;0;0;0;0;0;4;75;0;57;46;25;75;86;0;82;96;50;14;4;61;64;57;93;82;89;0;57;18;0;14;0;0;75;4;7;82;7;29;71;0;29;64;0;0;0;0;0;75;29;0;0
Pseudomonas syringae pv tabaci A;GN;0;0;14;45;23;36;0;0;0;100;100;2;0;82;0;93;0;100;75;0;0;0;98;75;0;0;50;0;0;82;98;0;20;0;80;82;48;100;100;64;75;0;98;0;0;0;16;0;0;0;16;68;2;0;45;61;80;0;0;98;100;82;0;23;66;84;68;98;98;98;0;39;0;0;25;2;0;64;59;32;98;43;0;75;0;68;68;0;0;0;0;0;75;39;0;0
Pseudomonas syringae pv tabaci B;GN;0;0;11;32;39;57;0;0;0;100;100;4;57;71;0;93;0;100;100;0;0;0;100;89;0;0;50;0;0;96;100;0;4;0;82;93;68;100;100;71;61;57;100;0;61;0;11;0;0;0;18;86;0;0;54;50;96;100;0;100;100;96;36;36;79;86;64;100;100;100;0;54;36;0;21;11;0;68;46;36;100;68;0;82;0;61;50;0;0;0;0;0;86;21;0;0
Pseudomonas syringae pv tagetis;GN;0;0;19;38;44;44;0;0;0;94;81;0;38;75;0;75;0;88;81;0;0;0;69;75;0;6;50;0;0;38;0;0;12;0;81;100;81;100;100;62;50;81;100;38;88;6;0;0;0;6;25;94;0;19;62;38;75;100;0;100;94;75;38;56;88;94;75;100;94;100;0;62;25;0;6;0;0;69;0;50;94;50;0;88;38;62;38;0;0;0;0;0;81;0;0;0
Pseudomonas syringae pv tomato;GN;0;0;29;39;50;45;0;0;0;95;95;13;0;87;0;74;0;100;76;0;0;0;95;89;0;3;37;13;0;66;95;3;24;0;87;79;74;63;95;61;61;0;100;47;32;3;3;0;0;3;8;34;0;0;0;29;76;61;0;100;100;82;32;24;89;97;89;92;92;97;0;92;24;0;0;24;0;87;68;32;95;26;0;89;18;55;61;0;0;0;0;0;92;3;0;0
Pseudomonas syringae pv zinaniae;GN;0;0;25;25;50;62;0;0;0;100;100;0;50;88;0;88;0;100;38;0;0;12;100;88;0;0;62;0;0;88;100;25;38;0;75;88;88;100;100;88;62;62;100;50;62;0;0;0;0;0;25;100;0;0;62;50;75;62;0;100;100;75;38;25;100;100;100;100;88;100;0;88;12;0;0;0;0;75;0;25;100;88;25;88;12;25;50;0;0;0;0;0;88;0;0;0
Pseudomonas taetrolens;GN;0;0;20;18;48;48;0;0;0;98;40;8;0;88;100;95;40;95;95;2;0;0;50;92;10;0;62;0;0;0;0;0;28;0;82;68;68;92;100;78;72;92;95;0;78;85;58;0;0;88;30;100;32;100;0;85;78;98;0;95;92;40;85;5;90;92;15;95;95;95;5;32;92;98;88;90;8;95;58;85;85;45;42;92;92;52;82;0;0;42;72;0;92;0;0;0
Pseudomonas tolaasii;GN;0;0;25;45;92;95;0;50;98;62;100;5;48;95;0;100;0;100;95;0;0;0;100;95;2;2;15;0;0;98;0;100;22;80;88;85;85;100;100;68;92;98;100;100;95;18;100;0;0;92;28;100;8;100;92;92;92;95;0;100;100;60;48;10;90;95;92;100;100;92;2;92;98;0;58;70;0;88;92;45;100;70;72;95;90;98;82;0;0;42;0;0;92;75;0;0
Pseudomonas viridiflava (syringae);GN;0;0;15;35;35;42;0;0;0;95;85;2;30;72;0;82;2;98;70;0;0;0;65;70;2;2;50;0;0;72;0;2;15;0;85;72;45;100;100;42;68;88;98;65;82;30;50;0;0;0;0;60;15;92;40;32;70;88;0;98;100;80;25;2;80;98;85;98;98;100;0;78;52;2;30;0;0;82;88;38;98;30;0;98;2;48;35;0;0;0;0;0;75;35;0;0
Pseudomonas viridilivida;GN;0;0;19;45;67;73;0;0;0;58;42;2;2;33;0;0;5;100;0;0;0;0;48;44;2;2;38;0;0;0;0;0;16;14;77;73;97;100;100;89;0;50;95;0;55;70;100;28;2;77;67;100;62;100;81;84;97;100;0;97;100;33;41;41;73;80;45;100;100;100;0;8;77;14;61;17;16;91;92;22;100;84;77;84;0;0;0;0;0;95;97;0;38;0;0;0
Psychrobacter immobilis;GN;0;5;5;77;100;100;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;95;95;93;57;7;0;0;0;0;0;0;23;27;0;9;9;5;80;93;86;0;9;0;0;0;86;27;73;0;14;39;55;30;86;57;100;2;75;2;0;61;7;5;20;0;0;100;0;0;18;11;0;0;0;0;0;0;0;0;0;0;0
Psychrobacter phenylpyruvicus;GN;0;14;7;64;100;100;0;7;0;0;7;4;0;0;0;4;11;4;4;11;4;0;4;0;4;11;7;11;4;0;4;0;4;0;96;79;4;7;0;0;4;4;0;4;0;18;18;0;0;4;4;79;50;79;0;0;7;0;0;36;32;57;4;21;0;7;4;100;14;100;7;11;11;0;57;4;7;7;7;11;21;4;0;7;7;11;11;7;0;0;4;25;0;4;0;4
Rahnella aquatilis;GN;0;0;92;2;5;5;0;99;3;74;2;58;0;99;22;100;100;99;0;98;48;69;100;99;100;100;97;88;52;90;83;100;30;0;84;26;12;0;33;36;8;43;89;0;9;0;0;0;0;0;12;9;0;5;0;0;12;5;0;46;54;6;1;0;1;28;35;20;47;0;2;20;0;0;0;0;0;0;0;2;27;0;0;0;0;66;71;72;0;0;0;0;99;50;100;98
Ralstonia eutropha;GN;0;0;0;35;80;95;0;25;0;20;0;0;0;100;0;0;0;0;0;0;0;0;0;0;2;0;95;0;0;0;0;0;0;0;100;100;65;100;100;100;0;0;100;5;0;98;100;62;88;65;88;40;70;100;0;90;0;0;100;100;100;100;0;18;78;72;42;100;100;100;5;48;98;0;100;0;100;82;100;0;72;62;0;50;100;0;0;0;0;0;0;0;12;0;0;0
Ralstonia paucula;GN;0;0;0;12;100;100;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;78;95;95;78;0;0;90;0;0;68;100;100;52;72;52;95;15;100;98;72;0;100;100;100;100;100;0;42;42;62;18;100;100;100;8;65;60;0;68;0;100;62;100;0;42;32;0;0;0;0;0;0;0;0;0;0;42;0;0;0
Ralstonia pickettii;GN;0;5;25;43;98;100;0;2;0;61;7;2;0;100;14;64;0;100;0;0;0;0;9;66;0;0;86;0;0;0;0;0;18;0;100;100;86;89;57;91;61;91;100;14;100;48;100;39;32;18;48;100;34;95;98;89;100;100;86;100;100;82;75;48;100;100;98;100;100;100;70;95;100;0;80;5;20;91;100;36;100;80;0;80;100;0;0;0;0;0;0;0;57;0;0;0
Ralstonia solanacearum;GN;0;0;0;29;46;68;0;0;0;0;4;0;0;57;0;50;0;57;39;0;0;0;54;0;0;0;7;0;0;43;50;46;0;0;93;100;71;82;82;4;4;86;75;0;86;14;75;0;0;0;18;79;7;50;0;68;79;82;46;100;100;61;36;50;82;86;0;100;100;100;0;0;64;0;18;7;0;68;57;0;93;32;0;64;0;0;0;0;0;0;0;0;54;0;0;0
Raoultella planticola;GN;0;0;100;14;0;7;89;89;100;100;100;96;0;86;89;82;96;86;96;89;46;100;93;89;71;86;100;82;96;100;86;96;50;0;71;71;4;7;100;39;0;89;93;0;75;0;0;0;100;0;0;36;0;100;0;0;50;11;0;86;100;7;79;32;100;100;100;100;100;100;89;100;14;79;0;39;0;75;0;100;100;25;0;36;7;100;86;100;0;4;0;0;100;100;100;96
Raoultella planticola/ornithinolytica;GN;0;0;100;20;0;5;85;90;100;100;100;100;0;95;85;95;95;95;95;75;40;100;100;100;95;90;100;85;100;100;90;100;55;0;75;75;0;0;80;40;90;70;95;0;50;0;0;0;95;0;0;15;0;100;0;0;5;0;0;80;85;20;20;15;95;95;95;95;90;100;40;60;20;35;0;10;0;35;0;100;90;5;0;20;0;95;80;95;0;0;0;0;100;95;100;100
Raoultella terrigena;GN;0;10;100;24;28;27;91;93;90;100;99;100;0;98;75;99;100;92;97;77;27;98;99;99;100;93;100;96;94;100;99;100;32;0;84;43;66;48;53;84;95;57;99;19;50;1;12;0;78;0;0;6;0;100;8;2;44;27;0;10;100;4;35;26;46;91;92;89;70;4;80;66;2;0;0;0;0;0;0;100;100;30;0;0;0;98;90;97;0;3;0;0;100;75;100;100
Rhizobium like-Cystic Fibrosis;GN;0;0;25;25;11;0;25;54;64;79;79;79;18;71;71;64;61;36;64;54;57;68;75;75;64;21;46;46;75;61;57;54;4;71;39;93;61;57;61;89;82;0;89;18;0;0;82;0;0;4;0;100;0;79;21;0;0;0;0;68;79;61;0;79;32;79;46;21;25;54;0;25;0;7;4;14;0;64;0;0;71;0;32;61;7;75;0;7;0;0;0;0;4;0;0;0
Rhizobium radiobacter;GN;0;2;90;50;8;50;45;71;100;100;100;100;1;100;100;100;99;100;100;94;93;100;100;100;96;97;100;92;80;97;100;100;100;100;84;99;91;89;0;71;100;9;100;16;54;45;48;22;0;3;36;58;1;99;0;88;96;0;0;100;100;76;36;24;43;80;94;100;99;78;91;95;94;99;33;63;0;94;100;1;86;74;3;49;69;64;78;11;0;0;36;4;99;1;79;81
Rhizobium rhizogenes;GN;0;0;88;30;9;46;41;46;99;98;100;100;0;100;99;100;100;100;98;79;75;100;100;100;95;98;96;75;85;99;100;100;100;100;71;85;76;92;0;60;88;0;100;1;34;30;34;100;0;0;18;44;0;85;0;42;85;0;0;90;88;61;32;2;71;79;44;99;91;65;2;1;79;92;9;74;0;74;95;0;82;76;0;9;36;40;62;4;0;0;26;1;95;0;51;65
Rhizobium vitis;GN;0;0;39;14;0;3;0;6;61;100;67;56;0;83;36;50;14;53;3;44;44;61;56;61;44;36;36;39;53;42;56;42;53;0;69;94;3;42;72;6;3;0;0;0;0;3;31;0;78;3;3;50;0;69;28;0;61;39;0;100;89;100;0;28;0;6;6;3;3;36;0;3;8;0;0;3;0;39;67;0;0;3;0;0;14;17;19;3;0;0;0;6;97;0;0;0
Riemerella anatipestifer;GN;0;0;18;9;8;0;0;0;0;8;0;0;1;0;0;0;1;100;0;0;0;7;0;9;4;6;0;0;0;0;0;6;16;0;54;0;9;6;0;0;0;0;0;2;0;0;0;0;0;6;20;0;18;0;0;0;0;0;0;0;0;2;0;14;0;9;53;33;14;97;92;100;6;0;0;6;0;49;0;0;35;61;0;0;0;99;100;100;0;0;0;0;4;4;1;0
Roseomonas cervicalis;GN;0;0;0;0;0;0;0;0;0;64;0;0;0;21;18;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;93;100;71;93;32;0;0;0;0;0;4;18;57;79;7;0;4;100;18;100;0;7;0;57;36;100;100;100;4;46;7;14;54;39;89;64;82;100;0;0;0;11;0;39;11;0;0;0;0;32;50;0;0;0;0;0;0;0;0;0;0;0
Roseomonas fauriae;GN;0;0;14;39;32;7;0;0;0;36;0;0;0;93;0;7;0;11;0;0;0;0;0;14;0;7;93;0;0;0;0;0;0;0;93;82;93;18;0;71;0;0;50;0;0;75;93;0;0;71;29;43;57;100;0;64;0;0;0;96;89;79;0;29;57;64;14;14;18;64;0;7;0;0;57;29;0;64;64;0;0;4;0;61;7;4;7;0;0;4;4;0;71;0;0;4
Roseomonas genomospecies 4;GN;0;0;0;19;0;0;0;0;0;39;0;0;0;67;0;0;0;0;0;0;0;0;0;31;0;3;75;0;0;0;0;0;0;0;31;94;42;6;3;86;3;0;3;0;8;8;83;100;0;36;8;97;3;81;3;0;0;0;0;97;75;94;3;42;6;17;33;44;58;61;78;94;3;0;0;0;0;6;0;11;11;6;0;3;44;0;0;0;0;0;0;0;0;0;0;0
Roseomonas genomospecies 5;GN;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;100;100;100;0;0;83;75;0;83;0;0;50;100;100;0;100;46;100;17;100;50;75;0;50;50;100;100;100;0;0;42;58;88;17;62;50;50;100;0;0;0;0;0;0;0;8;4;38;0;88;4;0;0;0;0;0;0;0;0;0;0;0
Roseomonas genomospecies 6;GN;0;0;0;25;39;7;2;0;2;0;0;0;7;100;0;0;0;5;0;0;0;0;0;4;4;12;100;0;0;0;0;0;0;0;96;98;100;32;2;66;0;0;20;0;0;86;98;0;2;20;77;18;70;100;0;95;0;0;0;100;96;89;0;9;57;88;7;5;16;61;0;2;0;0;62;29;0;62;77;0;0;12;0;54;0;0;0;0;0;0;0;0;61;0;4;4
Roseomonas gilardii;GN;0;0;0;2;0;0;0;0;0;85;32;0;0;87;2;10;0;7;0;0;0;0;15;47;12;0;82;0;10;12;0;0;0;8;100;100;85;100;100;90;0;60;3;0;23;37;92;13;13;7;20;100;7;100;65;50;100;32;35;100;100;100;5;0;0;10;25;13;32;57;42;87;0;0;7;18;2;18;0;0;0;2;0;0;0;0;0;2;0;0;0;0;100;3;0;0
Salmonella gp 1 (choleraesuis);GN;0;0;98;14;19;18;0;94;0;97;0;0;0;95;57;96;0;95;26;0;0;85;97;96;89;44;95;0;50;87;0;98;11;0;88;87;51;1;39;40;55;0;94;53;40;44;0;0;65;3;31;2;0;100;0;60;0;3;0;99;86;22;35;3;52;91;94;100;100;77;95;95;0;0;0;0;0;19;0;100;94;40;0;0;0;99;95;94;0;0;0;0;98;96;90;96
Salmonella gp 1 (choleraesuis) stcholeraesuis;GN;0;0;96;0;7;6;0;88;0;0;0;0;0;86;23;86;2;86;0;0;0;97;87;88;68;44;71;0;27;67;0;8;0;0;50;48;56;0;9;20;51;0;80;0;37;29;0;0;0;0;12;0;0;91;0;34;0;0;0;62;19;9;14;0;0;24;88;98;88;44;96;96;0;0;0;0;0;5;0;74;61;5;0;0;0;90;87;62;0;0;0;0;100;69;96;62
Salmonella gp 1 (choleraesuis) st gallinarum;GN;0;0;19;0;0;3;0;100;0;100;0;11;0;100;0;100;0;100;0;6;0;0;100;100;0;0;89;0;0;0;0;100;17;0;97;6;50;0;0;0;0;0;100;0;0;8;0;0;3;0;0;0;0;42;0;19;0;0;0;0;0;0;0;0;8;58;78;0;3;0;0;69;0;0;0;0;0;0;0;97;64;0;0;0;0;97;94;89;0;0;0;0;100;78;100;100
Salmonella gp 1 (choleraesuis) st paratyphi A;GN;0;0;76;3;7;8;0;96;1;100;0;0;0;93;29;92;0;95;1;1;1;66;97;97;49;50;63;0;42;62;1;99;5;0;68;4;34;0;5;0;0;0;92;54;21;49;0;0;1;0;8;0;0;97;0;32;0;0;0;4;0;0;20;1;3;3;7;9;3;13;5;0;0;0;0;0;0;8;0;100;79;8;0;0;0;86;88;86;0;0;0;0;100;67;95;28
Salmonella gp 1 (choleraesuis) st pullorum;GN;0;0;0;0;17;17;0;100;0;100;0;0;0;100;0;100;0;100;0;0;0;0;100;100;0;0;42;0;17;0;0;58;0;0;0;0;8;0;0;0;75;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;12;0;83;83;0;0;0;0;0;0;0;17;0;0;0;0;0;100;100;0;0;0;0;0;100;62;100;100
Salmonella gp 1 (choleraesuis) st typhi;GN;0;0;83;1;0;1;0;99;0;0;0;0;0;99;0;100;0;99;0;0;0;74;99;99;83;0;87;0;0;76;0;77;9;0;53;7;10;0;1;49;0;0;56;0;67;47;0;0;0;0;26;0;0;89;0;31;0;6;0;17;4;1;37;1;7;16;33;14;11;12;10;57;0;0;0;0;0;13;0;94;49;15;0;0;0;92;94;88;0;0;0;0;100;78;99;63
Salmonella gp 1 (choleraesuis) st typhimurium;GN;2;42;98;56;100;100;17;96;33;92;31;31;2;94;96;98;37;98;42;35;2;81;94;96;100;50;100;42;75;96;42;100;54;33;94;88;100;46;60;67;87;37;92;60;85;52;2;0;79;6;31;0;0;100;4;96;0;96;0;100;79;33;17;10;88;100;100;85;71;52;77;94;8;0;0;0;0;90;0;100;100;13;0;0;2;96;90;98;0;2;29;0;100;98;96;94
Salmonella gp 3a (arizonae);GN;0;0;95;7;14;23;20;84;0;100;2;2;0;86;57;95;5;86;2;2;0;82;95;91;98;39;93;2;34;93;2;89;9;0;91;86;64;0;5;55;0;0;98;0;23;59;0;0;70;0;39;0;0;89;2;61;0;0;0;95;59;16;14;0;7;36;64;100;100;23;98;100;0;0;0;0;0;0;0;27;77;14;0;0;0;93;82;82;0;0;2;0;100;86;91;98
Salmonella gp 3b (diarizonae);GN;0;0;100;0;20;15;55;90;0;85;0;0;0;95;55;90;10;90;0;20;20;55;90;90;90;35;75;0;35;75;0;90;5;0;65;20;35;0;0;10;0;0;80;0;5;30;0;0;70;0;10;0;0;95;0;50;0;0;0;0;0;0;15;0;0;0;40;75;50;0;65;85;0;0;0;0;0;0;0;100;70;0;0;0;0;90;80;85;0;0;0;0;100;60;70;85
Salmonella gp 4 (houtenae);GN;0;0;73;2;18;20;41;89;0;93;0;2;0;95;39;95;4;95;0;0;0;64;93;96;93;36;82;0;16;93;0;98;4;0;70;20;38;0;0;91;0;0;89;52;4;38;0;0;75;0;14;0;0;100;0;41;0;0;0;21;11;0;0;0;0;21;61;50;34;0;89;100;0;0;0;0;0;0;0;0;46;4;0;0;0;96;86;84;0;0;0;0;98;77;96;89
Salmonella gp 5 (bongori);GN;0;0;100;8;21;21;0;96;0;100;0;0;0;96;0;100;0;92;0;0;0;100;100;100;100;33;100;0;67;100;0;100;17;0;100;100;50;0;0;67;0;0;100;58;38;50;0;0;0;0;50;42;0;100;0;54;0;0;0;100;100;33;38;0;0;92;71;100;100;62;79;21;0;0;0;0;0;8;0;0;92;0;0;29;0;100;83;100;0;0;0;0;100;92;100;100
Salmonella gp 6 (indica);GN;0;0;100;22;19;22;53;97;0;94;0;0;0;97;88;97;0;97;0;0;0;94;100;97;0;38;91;0;66;0;0;100;28;0;91;97;84;0;0;59;0;0;94;47;0;47;0;0;69;0;19;0;0;94;0;6;0;0;0;100;100;56;0;0;62;75;75;100;100;3;100;41;0;0;0;0;0;3;0;0;91;66;0;0;0;97;94;94;0;0;0;0;100;59;100;94
Serpens flexibilis;GN;0;0;0;0;79;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96;64;0;0;14;0;0;0;0;0;29;100;0;0;75;0;11;0;100;0;0;0;0;0;100;100;68;0;4;21;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Serratia entomophila;GN;0;0;100;12;0;4;0;96;96;0;100;4;0;96;58;92;38;96;100;0;0;88;100;96;0;88;96;0;0;0;96;100;8;0;62;4;0;50;100;100;0;0;100;0;12;0;0;0;83;17;0;0;0;0;0;0;12;0;0;0;100;0;0;17;17;96;96;100;100;58;25;79;4;38;0;0;0;25;0;8;96;0;0;0;0;92;79;71;0;62;0;0;100;100;75;100
Serratia ficaria;GN;0;0;100;8;22;14;0;100;94;97;100;100;56;100;53;100;61;100;100;17;6;100;100;100;97;97;89;100;94;100;97;100;100;0;58;19;14;72;100;100;94;17;100;0;31;0;3;0;78;0;0;50;0;83;0;0;17;6;0;31;100;0;17;3;25;100;94;100;97;89;56;75;6;53;0;0;0;72;0;14;97;0;0;11;0;89;78;64;0;58;0;0;100;100;50;19
Serratia fonticola;GN;0;0;94;20;30;33;75;100;98;95;100;0;48;100;0;100;94;100;95;61;0;77;100;100;100;98;91;92;48;97;6;100;22;72;77;0;52;5;50;89;0;11;100;47;14;0;0;0;83;0;0;0;0;17;0;0;0;0;0;0;0;0;2;38;0;84;66;77;0;11;42;44;38;38;0;5;8;0;8;98;53;0;0;0;0;97;97;98;0;41;0;0;100;92;100;92
Serratia liquefaciens/grimesii;GN;0;0;85;8;13;15;53;99;0;61;0;5;0;100;52;100;10;100;96;9;0;83;99;100;95;92;91;83;0;90;97;100;83;0;76;9;11;23;100;95;31;2;100;5;2;3;0;0;69;0;1;69;0;52;0;0;0;0;0;18;100;2;0;1;30;92;90;100;99;1;87;6;0;44;0;0;0;1;0;86;97;2;0;0;0;98;95;89;0;2;0;0;100;99;93;99
Serratia marcescens;GN;0;0;91;36;27;25;54;98;73;0;0;0;45;100;71;93;14;100;96;4;0;82;100;100;11;100;100;0;0;98;95;100;29;91;55;55;34;84;98;100;0;14;100;0;38;4;2;0;88;0;2;66;0;45;0;0;0;0;0;59;100;29;11;14;57;98;95;100;89;57;80;55;57;52;0;0;14;55;0;7;95;4;0;5;0;96;91;89;7;59;0;0;100;96;98;100
Serratia odorifera;GN;0;0;100;6;20;27;2;96;88;92;1;98;5;96;52;100;19;100;100;11;1;93;96;98;100;82;85;88;87;95;85;100;8;0;79;60;10;85;98;92;88;43;100;46;19;0;0;0;46;0;0;83;0;49;0;0;8;13;0;70;100;33;32;26;11;89;56;99;92;37;81;10;0;0;0;1;0;42;0;2;81;5;0;8;0;99;95;94;0;1;0;0;100;95;68;46
Serratia plymuthica;GN;0;0;69;2;33;31;0;100;0;77;0;63;0;100;31;100;29;100;88;37;2;54;100;98;88;100;98;92;2;79;94;100;71;0;85;0;15;40;75;67;0;19;100;0;8;6;0;0;40;0;2;10;0;4;0;2;17;13;0;2;92;0;0;0;0;60;52;98;69;15;13;8;0;27;0;0;0;4;0;6;67;0;0;0;0;100;90;98;0;2;0;0;54;54;100;90
Serratia proteamaculans ss proteamaculans;GN;0;0;43;0;3;13;3;100;0;20;0;3;0;100;7;87;0;100;57;7;0;27;100;100;73;77;47;43;3;60;100;100;77;0;57;0;0;0;20;17;0;7;93;3;0;13;0;0;0;0;13;30;0;47;0;0;0;0;0;0;47;0;3;0;0;50;13;77;17;0;7;0;0;0;0;0;0;0;0;13;83;0;0;0;0;27;53;13;0;0;0;0;100;93;100;87
Serratia rubidaea;GN;0;1;100;9;12;16;59;88;98;72;100;86;58;92;45;95;92;90;99;88;2;98;98;99;100;84;78;92;1;5;94;96;95;0;56;70;30;84;100;100;21;49;100;2;49;0;0;0;59;0;0;94;0;51;0;0;56;35;0;78;100;8;41;14;50;96;65;100;99;34;95;44;6;14;0;0;0;62;0;0;79;10;0;38;0;88;85;79;11;22;0;0;100;99;91;88
Shewanella algae;GN;1;8;3;45;93;87;62;98;0;3;0;0;3;9;0;0;0;7;4;0;0;2;0;0;0;5;0;0;0;0;0;0;0;0;98;88;88;17;1;25;0;0;0;0;0;76;90;4;8;0;74;22;79;94;0;94;0;0;0;97;86;80;0;12;0;57;74;24;9;41;91;90;2;6;93;6;16;11;0;0;40;60;0;0;2;100;100;100;0;6;0;35;2;0;0;0
Shewanella putrefaciens A;GN;0;0;8;54;71;73;0;48;0;83;0;0;15;10;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;98;65;83;52;2;17;2;2;0;0;0;44;6;0;0;0;54;98;60;100;6;73;0;0;0;100;100;81;0;33;0;10;62;40;0;56;96;98;0;0;96;4;2;17;0;0;100;67;0;0;2;100;100;92;0;0;0;4;0;0;0;2
Shewanella putrefaciens B;GN;0;73;79;19;87;83;0;96;0;35;0;0;2;0;0;0;0;10;0;0;0;87;0;0;0;0;0;0;0;0;92;0;0;0;94;23;29;6;0;12;0;0;0;0;0;4;0;0;0;0;0;8;2;87;0;25;0;0;0;62;50;54;0;2;0;0;2;38;0;17;73;73;0;0;67;0;0;2;0;0;96;2;0;0;0;100;54;58;0;12;0;0;0;0;0;0
Shigella boydii;GN;0;0;2;0;0;0;0;81;4;67;0;2;0;81;0;87;0;94;0;0;0;4;77;96;0;2;71;2;0;13;4;52;0;0;69;71;0;0;0;17;0;0;56;0;0;0;0;0;0;0;4;0;0;96;0;0;0;0;0;71;44;13;0;0;0;0;0;94;77;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;85;85;0;0;0;0;83;79;40;100
Shigella dysenteriae;GN;0;0;2;0;0;0;17;100;0;0;0;0;0;97;0;89;0;97;0;0;0;3;34;100;0;0;67;0;11;2;3;56;6;0;94;22;0;0;0;12;0;0;48;0;0;5;0;0;0;0;12;9;0;81;0;0;0;0;0;28;22;6;0;14;14;27;31;30;27;0;38;0;0;0;0;0;0;0;0;22;62;5;0;0;0;70;59;72;0;0;0;0;98;64;81;100
Shigella flexneri;GN;0;0;29;7;4;7;0;100;7;7;7;7;0;100;7;96;7;100;7;7;4;18;96;100;18;7;100;7;7;9;11;88;18;0;75;18;21;7;7;23;7;36;7;2;30;14;0;0;7;0;0;4;0;100;0;0;2;2;0;21;7;4;9;0;7;4;11;48;20;7;66;4;0;0;0;0;0;0;0;7;7;2;2;0;0;100;93;96;0;0;0;0;7;18;100;100
